match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_challengeLost,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_outfielderBlock,stat_errorLeadToAGoal
12116981,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,15.0,13.0,4.0,2.0,12.0,12.0,1.0,3.0,3.0,90.0,18.0,6.7,2.0,0.00028087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116981,home,Athletico,Leonardo Godoy,,,leonardo-godoy,L. Godoy,D,29,174,518,M,,794006,EUR,799027200,D,29,29,False,47.0,41.0,3.0,1.0,17.0,20.0,25.0,31.0,1.0,90.0,64.0,7.8,14.0,0.0445778,1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1095,0.4012,,,,,,,,,,,,,,,,,,,,,,,,
12116981,home,Athletico,Kaique Rocha,,,kaique-rocha,K. Rocha,D,27,195,456,M,,963990,EUR,983318400,D,4,4,False,45.0,38.0,2.0,1.0,26.0,28.0,12.0,17.0,3.0,90.0,54.0,7.3,8.0,0.00825323,1,,,8.0,,,,,1.0,1.0,,0.0598,,3.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12116981,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,60.0,56.0,9.0,7.0,35.0,35.0,21.0,25.0,3.0,90.0,62.0,7.1,4.0,0.00487828,0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,True,1.0,,,,,,,,,,,,,
12116981,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,76.0,62.0,6.0,2.0,31.0,36.0,32.0,44.0,4.0,90.0,104.0,7.5,22.0,0.252556,1,4.0,1.0,9.0,2.0,1.0,,,,2.0,,0.0179,,,2.0,6.0,1.0,1.0,4.0,4.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,
12116981,home,Athletico,Julimar,,,julimar,Julimar,F,20,188,376,M,,1167536,EUR,980380800,M,20,20,False,19.0,17.0,1.0,1.0,3.0,4.0,14.0,17.0,4.0,73.0,31.0,7.5,5.0,0.0382321,4,2.0,,4.0,2.0,1.0,1.0,,2.0,,1.0,0.7055,0.6259,,2.0,3.0,1.0,,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,
12116981,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,57.0,53.0,4.0,3.0,21.0,23.0,33.0,35.0,4.0,83.0,67.0,7.1,5.0,0.0738541,1,1.0,1.0,3.0,,,,,1.0,,,0.0169,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,
12116981,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,38.0,30.0,3.0,3.0,9.0,10.0,22.0,30.0,7.0,73.0,54.0,7.7,13.0,0.291332,2,2.0,1.0,8.0,3.0,3.0,,,1.0,1.0,,0.0676,,,1.0,2.0,1.0,,2.0,1.0,2.0,,,3.0,1.0,,,,1.0,1.0,,,,,,,
12116981,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,97.0,83.0,9.0,3.0,20.0,21.0,66.0,83.0,9.0,90.0,116.0,8.3,20.0,0.495422,2,7.0,3.0,2.0,1.0,,2.0,,3.0,1.0,,0.0987,0.3516,1.0,,3.0,,,,,2.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,
12116981,home,Athletico,Pablo,,,pablo,Pablo,F,92,185,909,M,,374486,EUR,709257600,F,92,92,False,38.0,35.0,3.0,3.0,11.0,11.0,24.0,27.0,4.0,73.0,46.0,7.7,6.0,0.0521051,3,,,,,,2.0,1.0,,3.0,,0.3598,0.9579,2.0,,4.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,
