match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_ownGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_goalAssist,stat_wonContest,captain,player_sofascoreId,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot
10406951,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,28.0,24.0,12.0,8.0,21.0,23.0,3.0,5.0,6.0,1.0,90.0,32.0,6.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406951,home,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180,1323,M,152813,EUR,721094400,D,77,77,False,41.0,33.0,8.0,3.0,20.0,21.0,14.0,21.0,2.0,,81.0,64.0,6.4,13.0,0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10406951,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,71.0,67.0,9.0,8.0,48.0,48.0,19.0,23.0,4.0,,90.0,78.0,6.4,4.0,0,,,2.0,,,,1.0,,,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10406951,home,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,876,M,58994,EUR,580694400,D,6,6,False,76.0,66.0,14.0,8.0,46.0,50.0,20.0,27.0,4.0,,90.0,88.0,7.4,11.0,0,1.0,,1.0,6.0,,,,4.0,2.0,,2.0,1.0,,,2.0,,Denis,Odoi,1.0,,,,,,,,,,,,,,,,
10406951,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,695,M,1047509,EUR,1047945600,D,14,14,False,48.0,42.0,4.0,2.0,16.0,18.0,27.0,33.0,4.0,,89.0,69.0,6.7,11.0,0,3.0,1.0,4.0,3.0,1.0,,,2.0,1.0,,,,1.0,2.0,1.0,,Bjorn Meijer,,1.0,1.0,1.0,,,,,,,,,,,,,,
10406951,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,38.0,34.0,8.0,6.0,13.0,14.0,21.0,24.0,13.0,,90.0,60.0,7.5,5.0,2,,,4.0,10.0,,,2.0,5.0,3.0,1.0,5.0,2.0,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10406951,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,False,16.0,11.0,5.0,3.0,4.0,6.0,10.0,15.0,3.0,,89.0,38.0,7.5,14.0,2,5.0,3.0,8.0,1.0,2.0,2.0,2.0,1.0,,2.0,,2.0,4.0,2.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
10406951,home,Club Brugge KV,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183,7500,M,973290,EUR,918432000,M,17,17,False,32.0,26.0,1.0,1.0,11.0,12.0,16.0,23.0,3.0,,90.0,55.0,7.1,14.0,2,3.0,1.0,9.0,7.0,1.0,4.0,,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,,1.0,1.0,,,,,,
10406951,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,40.0,31.0,2.0,2.0,6.0,8.0,25.0,32.0,5.0,,90.0,55.0,7.6,11.0,4,,,2.0,8.0,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,5.0,2.0,1.0,,1.0,,,,1.0,True,,,,,
10406951,home,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,M,10,10,False,42.0,37.0,6.0,3.0,14.0,17.0,25.0,30.0,6.0,,89.0,61.0,7.8,14.0,3,5.0,2.0,2.0,3.0,,3.0,,,,2.0,1.0,1.0,4.0,,1.0,,,,,,,,2.0,1.0,1.0,,,,2.0,,noano,,,,
