match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_bigChanceCreated,stat_hitWoodwork,stat_keyPass,stat_totalCross,stat_accurateCross,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_goalAssist
10385587,home,Nottingham Forest,Keylor Navas,keylor-navas,K. Navas,G,1,185,13049,M,keylornavas_1,56113,EUR,534988800,G,12,12,False,27.0,18.0,16.0,7.0,17.0,22.0,1.0,5.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,90.0,38.0,7.3,9.0,0.0,0.0,0.00028533,0,1.7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385587,home,Nottingham Forest,Felipe,felipe,Felipe,D,,191,773,M,,242211,EUR,611280000,D,38,38,False,32.0,23.0,11.0,5.0,10.0,14.0,13.0,18.0,1.0,7.0,5.0,7.0,,,,90.0,66.0,7.3,16.0,0.2349,0.0,0.191791,1,,,,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,,,,,,,,,,,,,,
10385587,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,niakhate,758168,EUR,826243200,D,19,19,False,26.0,17.0,6.0,2.0,12.0,19.0,5.0,7.0,,4.0,2.0,10.0,,,,90.0,50.0,6.9,14.0,0.0167,0.0,0.00769714,1,,,,1.0,2.0,,,,,,1.0,,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10385587,home,Nottingham Forest,Scott McKenna,scott-mckenna,S. McKenna,D,26,188,973,M,,358108,EUR,847756800,D,26,26,False,30.0,17.0,4.0,1.0,11.0,12.0,6.0,18.0,5.0,5.0,4.0,3.0,,,,81.0,36.0,6.7,14.0,0.0,0.0,0.0911278,0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
10385587,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,,927356,EUR,987120000,M,7,7,False,19.0,13.0,1.0,,6.0,7.0,8.0,16.0,,5.0,3.0,6.0,,,,90.0,38.0,6.7,12.0,0.0,0.0,0.0825303,0,,,,1.0,5.0,1.0,,3.0,1.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,4.0,1.0,,,,,,,,
10385587,home,Nottingham Forest,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,23,23,False,19.0,15.0,1.0,,11.0,14.0,4.0,5.0,1.0,3.0,,2.0,,,,65.0,23.0,6.6,4.0,0.0,0.0,0.0407807,0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,True,,,,,,,
10385587,home,Nottingham Forest,Danilo,danilo,Danilo,M,8,177,5250,M,Danilo,1064039,EUR,988502400,M,28,28,False,30.0,18.0,8.0,3.0,12.0,16.0,6.0,14.0,,4.0,4.0,8.0,,,,90.0,54.0,6.9,13.0,0.024,0.0,0.0188468,1,,,,1.0,3.0,1.0,1.0,,,,,,3.0,2.0,2.0,,,,2.0,,,,,,,1.0,,,,,,
10385587,home,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,renan_lodi,851150,EUR,891993600,M,32,32,False,33.0,20.0,9.0,2.0,12.0,15.0,8.0,21.0,1.0,6.0,5.0,8.0,,,,90.0,53.0,6.6,18.0,0.0,0.0,0.00583196,0,,,,,4.0,2.0,,1.0,,,,,,,4.0,4.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,
10385587,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,Morgangibbs27,865912,EUR,948931200,F,10,10,False,29.0,21.0,,,11.0,13.0,12.0,20.0,1.0,1.0,,5.0,,,,88.0,43.0,6.8,12.0,0.0,0.0,0.582075,0,,,,3.0,10.0,3.0,1.0,1.0,,,,,,1.0,,,,2.0,,1.0,,1.0,4.0,2.0,,,,,,,,
10385587,home,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,20,20,False,11.0,7.0,,,3.0,4.0,4.0,8.0,1.0,1.0,,2.0,,,,90.0,19.0,6.1,11.0,0.0,0.0,0.060105,0,,,,,5.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,
