match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,captain,stat_dispossessed,stat_shotOffTarget,player_firstName,stat_accurateCross,stat_keyPass,stat_goals,stat_outfielderBlock,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,player_lastName,stat_punches,stat_errorLeadToAGoal,stat_goalAssist
11352668,home,Bournemouth,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,20,20,False,20.0,14.0,11.0,5.0,11.0,14.0,3.0,6.0,6.0,1.0,1.0,3.0,1.0,1.0,90.0,27.0,6.8,6.0,0.00041005,0,-0.7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352668,home,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,943645,EUR,946944000,D,37,37,False,24.0,17.0,3.0,1.0,12.0,14.0,5.0,11.0,8.0,,,,,,85.0,49.0,7.4,12.0,0.00652934,0,,1.0,2.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11352668,home,Bournemouth,Chris Mepham,chris-mepham,C. Mepham,D,2,191,391,M,865740,EUR,878688000,D,6,6,False,68.0,52.0,6.0,2.0,39.0,45.0,13.0,23.0,8.0,,,,,,90.0,80.0,6.9,18.0,0.0157632,1,,,2.0,3.0,3.0,,,,4.0,1.0,1.0,1.0,1.0,,1.0,3.0,0.0888,0.1533,,,,,,,,,,,,,,,,,,
11352668,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,1023567,EUR,1030838400,D,27,27,False,57.0,51.0,2.0,,42.0,43.0,9.0,14.0,4.0,,,,,,90.0,66.0,6.8,6.0,0.0123275,0,,,2.0,2.0,4.0,1.0,,,6.0,,2.0,2.0,,,,,,,IlliaZabarnyi,1.0,,,,,,,,,,,,,,,,
11352668,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,5,5,False,47.0,33.0,9.0,3.0,19.0,19.0,14.0,29.0,6.0,,,,,,90.0,72.0,6.8,21.0,0.013422,1,,1.0,1.0,9.0,6.0,2.0,,,3.0,1.0,4.0,4.0,1.0,1.0,,2.0,0.1143,,,4.0,True,1.0,1.0,,,,,,,,,,,,,
11352668,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,1104986,EUR,1061424000,M,14,14,False,38.0,29.0,1.0,,13.0,16.0,17.0,28.0,9.0,,,,,,90.0,55.0,7.3,16.0,0.0662643,1,,6.0,1.0,4.0,8.0,1.0,5.0,5.0,,1.0,,,2.0,2.0,,,0.0311,,,3.0,,,1.0,Alex Scott,1.0,1.0,,,,,,,,,,
11352668,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,False,20.0,15.0,,,4.0,5.0,12.0,17.0,6.0,,,,,,82.0,37.0,7.3,12.0,0.0517916,2,,2.0,1.0,7.0,4.0,1.0,2.0,,,,3.0,3.0,1.0,,1.0,2.0,0.1079,0.1542,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
11352668,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,934354,EUR,947203200,M,24,24,False,16.0,10.0,,,3.0,3.0,8.0,14.0,6.0,,,,,,69.0,34.0,7.6,12.0,0.371357,2,,1.0,1.0,4.0,3.0,,4.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,0.1526,0.6112,antoinesemenyo42,,,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,,,
11352668,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,322391,EUR,793411200,M,10,10,False,25.0,18.0,4.0,2.0,4.0,5.0,14.0,21.0,2.0,,,,,,90.0,39.0,6.8,12.0,0.0865354,0,,1.0,,4.0,4.0,1.0,1.0,,,,2.0,,3.0,2.0,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,
11352668,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,895576,EUR,922060800,M,16,16,False,28.0,24.0,1.0,,10.0,10.0,15.0,30.0,10.0,,,,,,82.0,61.0,7.5,18.0,0.077833,3,,12.0,,3.0,12.0,,2.0,2.0,1.0,,8.0,3.0,1.0,2.0,2.0,1.0,0.4417,0.3736,,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,
