match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,captain,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_clearanceOffLine,player_sofascoreId,stat_bigChanceMissed
10382205,home,FC Volendam,Lequincio Zeefuik,lequincio-zeefuik,L. Zeefuik,F,25,197,305,M,1118181,EUR,1101427200,F,25,25,True,2.0,,1.0,,,,1.0,3.0,,1.0,,,,,11.0,7.0,6.4,4.0,0,1.0,,1.0,2.0,1.0,2.0,,,,,,,Lequincio Zeefuik,,,,,,,,,1.0,,,,,,,,,,,
10382205,home,FC Volendam,Flip Klomp,klomp-flip,F. Klomp,D,7,185,11,M,1155369,EUR,1003363200,M,30,30,True,4.0,2.0,,,1.0,3.0,1.0,1.0,,,,,,,11.0,8.0,6.6,2.0,0,,,,1.0,1.0,,,,,1.0,,,Flip Klomp,,,,1.0,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Francesco Antonucci,francesco-antonucci,F. Antonucci,M,10,171,173,M,826175,EUR,929836800,M,19,19,True,5.0,5.0,,,1.0,1.0,4.0,4.0,1.0,1.0,,,,,8.0,7.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
10382205,home,FC Volendam,Kayne van Oevelen,kayne-van-oevelen,K. v. Oevelen,G,1,199,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Kayne van Oevelen,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Barry Lauwers,barry-lauwers,B. Lauwers,G,,187,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Barry,Lauwers,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Oskar Buur,oskar-buur,O. Buur,D,2,178,84,M,797688,EUR,891302400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Walid Ould-Chikh,walid-ould-chikh,W. Ould-Chikh,M,73,186,187,M,1066450,EUR,941846400,M,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Daryl van Mieghem,daryl-van-mieghem,D. v. Mieghem,M,7,175,120,M,163539,EUR,628819200,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Ibrahim El Kadiri,ibrahim-el-kadiri,I. E. Kadiri,M,11,170,417,M,1006443,EUR,1011744000,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,home,FC Volendam,Henk Veerman,henk-veerman,H. Veerman,F,9,201,406,M,313264,EUR,667526400,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Henk,Veerman,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Michael Verrips,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,35.0,27.0,15.0,7.0,26.0,30.0,1.0,5.0,1.0,7.0,1.0,1.0,,,90.0,40.0,5.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.0,,,,
10382205,away,FC Groningen,Liam van Gelderen,liam-van-gelderen,L. v. Gelderen,D,4,178,172,M,910049,EUR,985305600,D,19,19,False,49.0,41.0,5.0,1.0,25.0,29.0,17.0,22.0,1.0,7.0,,,,,90.0,77.0,6.9,15.0,2,2.0,1.0,2.0,5.0,7.0,1.0,2.0,1.0,1.0,4.0,3.0,,,,2.0,,,3.0,2.0,,,1.0,3.0,,1.0,,,,,,,,
10382205,away,FC Groningen,Matěj Chaluš,matej-chalus,M. Chaluš,D,37,189,35,M,824543,EUR,886377600,D,37,37,False,71.0,53.0,12.0,2.0,40.0,43.0,13.0,28.0,2.0,4.0,,,,,90.0,81.0,5.3,19.0,2,,5.0,2.0,10.0,3.0,1.0,,,,1.0,,,,,1.0,3.0,3.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,
10382205,away,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,42,42,False,53.0,48.0,1.0,,37.0,40.0,11.0,13.0,3.0,5.0,,,,,71.0,58.0,7.7,5.0,0,,1.0,,1.0,,,,,2.0,,,,Thijmen Blokzijl,,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,,
10382205,away,FC Groningen,Mads Bech Sørensen,mads-bech-sorensen,M. B. Sørensen,D,22,189,283,M,1006409,EUR,915667200,D,29,29,False,80.0,68.0,12.0,7.0,50.0,55.0,18.0,25.0,3.0,4.0,,,,,90.0,95.0,6.7,18.0,0,,,1.0,1.0,3.0,,,,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,
10382205,away,FC Groningen,Isak Dybvik Määttä,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,D,18,18,False,34.0,22.0,1.0,,15.0,16.0,9.0,21.0,2.0,,,,,,90.0,63.0,5.9,19.0,0,3.0,3.0,1.0,10.0,4.0,2.0,3.0,,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,
10382205,away,FC Groningen,Ramon Pascal Lundqvist,ramon-pascal-lundqvist,R. Lundqvist,M,10,178,118,M,363902,EUR,863222400,M,22,22,False,19.0,13.0,3.0,1.0,4.0,7.0,10.0,13.0,1.0,9.0,,,,,71.0,36.0,7.1,11.0,1,1.0,2.0,1.0,4.0,7.0,1.0,3.0,2.0,,1.0,3.0,3.0,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,
10382205,away,FC Groningen,Ragnar Oratmangoen,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,M,34,34,False,66.0,59.0,3.0,3.0,40.0,41.0,19.0,25.0,4.0,15.0,,,,,86.0,84.0,6.8,10.0,1,,1.0,1.0,5.0,6.0,2.0,3.0,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,0ratmangoen,
10382205,away,FC Groningen,Johan Hove,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,35.0,25.0,3.0,3.0,15.0,18.0,10.0,18.0,1.0,5.0,,,,,90.0,52.0,7.1,16.0,2,1.0,4.0,2.0,4.0,4.0,,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0
10382205,away,FC Groningen,Tomáš Suslov,tomas-suslov,T. Suslov,F,10,175,1255,M,964154,EUR,1023408000,M,7,7,False,52.0,38.0,19.0,10.0,19.0,24.0,21.0,31.0,3.0,12.0,,,,,90.0,84.0,7.0,24.0,1,3.0,1.0,,7.0,10.0,2.0,9.0,6.0,,1.0,4.0,3.0,,,1.0,1.0,,2.0,,1.0,,2.0,1.0,,,,,,,,,,
10382205,away,FC Groningen,Ricardo Pepi,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,9,9,False,25.0,16.0,1.0,,12.0,14.0,4.0,11.0,,2.0,,,,,90.0,40.0,7.2,12.0,3,,2.0,1.0,3.0,5.0,,1.0,1.0,,3.0,3.0,,,,1.0,1.0,,,2.0,1.0,,,2.0,,,,1.0,1.0,,,,,1.0
10382205,away,FC Groningen,Daleho Irandust,daleho-irandust,D. Irandust,M,,175,412,M,860148,EUR,896918400,M,10,10,True,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,1.0,,,,,19.0,11.0,7.1,3.0,1,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,
10382205,away,FC Groningen,Thom van Bergen,thom-van-bergen,T. v. Bergen,F,26,180,457,M,1413536,EUR,1073347200,F,55,55,True,2.0,1.0,,,,,1.0,2.0,,,,,,,19.0,6.0,6.4,2.0,0,,1.0,,3.0,,,,,,,1.0,,Thom van Bergen,,,,2.0,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,5,5,True,5.0,2.0,2.0,,,1.0,2.0,4.0,,1.0,,,,,9.0,6.0,6.5,3.0,0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
10382205,away,FC Groningen,Jan de Boer,jan-de-boer,J. d. Boer,G,12,202,63,M,978865,EUR,958780800,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Peter Leeuwenburgh,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Damil Dankerlui,damil-dankerlui,D. Dankerlui,D,15,175,108,M,352552,EUR,840844800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Joey Pelupessy,joey-pelupessy,J. Pelupessy,M,6,182,5611,M,235404,EUR,737424000,M,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Aimar Sher,aimar-sher,A. Sher,M,6,180,896,M,981574,EUR,1040342400,M,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382205,away,FC Groningen,Florian Krüger,florian-kruger,F. Krüger,F,26,186,130,M,945878,EUR,918864000,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
