match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_errorLeadToAShot,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_bigChanceMissed
13473340,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,38.0,27.0,14.0,3.0,0.0,26.0,28.0,1.0,10.0,8.0,1.0,4.0,5.0,90.0,50.0,7.9,11.0,0.00016117,0,0.6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473340,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,49.0,46.0,3.0,2.0,0.0,21.0,21.0,25.0,28.0,1.0,,,,66.0,63.0,6.9,8.0,0.00981796,0,,2.0,4.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,
13473340,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,40.0,39.0,2.0,1.0,0.0,31.0,31.0,8.0,9.0,4.0,,,,66.0,53.0,6.5,3.0,0.001973,0,,,1.0,4.0,4.0,,1.0,1.0,6.0,2.0,1.0,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
13473340,home,Palmeiras,Micael,micael,Micael,D,13,190,2254,M,,1105341,EUR,966038400,D,13,13,False,76.0,71.0,6.0,3.0,0.0,49.0,50.0,22.0,26.0,6.0,,,,90.0,90.0,7.6,5.0,0.0120881,0,,,,1.0,5.0,,,,10.0,2.0,2.0,,,1.0,Micael,,3.0,,,1.0,1.0,,,,,,,,,,,
13473340,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,63.0,51.0,2.0,,0.0,27.0,28.0,24.0,35.0,4.0,,,,90.0,92.0,7.2,22.0,0.0450237,0,,10.0,,2.0,2.0,,2.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,
13473340,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,8,8,False,37.0,35.0,5.0,5.0,0.0,19.0,19.0,16.0,18.0,4.0,,,,72.0,48.0,7.0,4.0,0.0106561,2,,,,4.0,4.0,1.0,1.0,,,,,,3.0,1.0,,,1.0,1.0,,2.0,,,,1.0,1.0,0.1816,,,,,,
13473340,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,30,30,False,45.0,40.0,9.0,7.0,0.0,18.0,19.0,22.0,26.0,3.0,,,,90.0,59.0,7.4,8.0,0.103421,2,,2.0,2.0,6.0,6.0,2.0,,,,2.0,1.0,,3.0,2.0,,,1.0,,,,1.0,1.0,,,1.0,0.0533,1.0,1.0,0.0324,,,
13473340,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,35.0,30.0,3.0,2.0,0.0,7.0,7.0,23.0,28.0,5.0,,,,90.0,63.0,6.7,17.0,0.079211,2,,4.0,1.0,10.0,8.0,1.0,5.0,1.0,,1.0,,4.0,6.0,2.0,Estêvão,,,2.0,,,1.0,2.0,,2.0,,0.0852,,,,1.0,,
13473340,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,15.0,12.0,2.0,,0.0,6.0,7.0,6.0,8.0,1.0,,,,66.0,29.0,7.0,6.0,0.00226424,2,,2.0,1.0,3.0,5.0,,,,,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,1.0,,0.1913,,1.0,0.0299,,True,1.0
13473340,home,Palmeiras,Facundo Torres,facundo-torres,F. Torres,M,17,177,5945,M,,874572,EUR,955584000,M,17,17,False,32.0,30.0,,,0.0,10.0,10.0,20.0,22.0,2.0,,,,90.0,52.0,7.1,10.0,0.204454,0,,5.0,,4.0,3.0,,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,,,3.0,2.0,,,,,1.0,,,,,
