match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialWon,stat_challengeLost,stat_clearanceOffLine,stat_interceptionWon,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_aerialLost,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_ownGoals,stat_bigChanceMissed
11540883,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,25.0,23.0,6.0,4.0,0.0,22.0,23.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,36.0,7.2,3.0,0.00022789,0,0.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540883,home,Antalyaspor,Mert Yilmaz,,,mert-yilmaz,M. Yilmaz,D,27,174,32,M,881966,EUR,920851200,D,27,27,False,23.0,18.0,1.0,,0.0,12.0,13.0,6.0,10.0,5.0,4.0,5.0,,2.0,1.0,,,,,81.0,44.0,7.5,9.0,0.00655632,1,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0976,0.1635,,,,,,,,,,,,,,,,,,
11540883,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,56.0,53.0,3.0,1.0,0.0,41.0,41.0,12.0,15.0,5.0,1.0,2.0,,3.0,,,,,,90.0,68.0,7.1,3.0,0.00388395,0,,7.0,,,,1.0,2.0,1.0,1.0,,,True,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,
11540883,home,Antalyaspor,Amar Gerxhaliu,,,amar-gerxhaliu,A. Gerxhaliu,D,4,193,60,M,1123371,EUR,1019779200,D,4,4,False,69.0,67.0,7.0,6.0,0.0,54.0,54.0,13.0,15.0,1.0,6.0,2.0,,1.0,,,,,,90.0,82.0,7.7,2.0,0.00289127,0,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,
11540883,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,57.0,55.0,,,0.0,31.0,32.0,24.0,33.0,2.0,1.0,7.0,,1.0,4.0,,,,,90.0,91.0,7.0,15.0,0.0147802,1,,2.0,1.0,,,2.0,,,1.0,0.0307,,,,,,,,8.0,1.0,1.0,1.0,1.0,,,,,,,
11540883,home,Antalyaspor,Jakub Kałuziński,,,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,81.0,74.0,5.0,4.0,0.0,45.0,48.0,29.0,35.0,3.0,3.0,5.0,,,,,,,,90.0,92.0,6.9,10.0,0.0261738,1,,3.0,1.0,,,,,2.0,1.0,0.0158,,,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,
11540883,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,36.0,33.0,3.0,1.0,0.0,17.0,17.0,16.0,20.0,4.0,2.0,3.0,,1.0,,,,,,75.0,50.0,6.7,6.0,0.011316,2,,6.0,1.0,1.0,,,,3.0,3.0,0.112,0.0966,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,
11540883,home,Antalyaspor,Britt Assombalonga,,,britt-assombalonga,B. Assombalonga,F,27,177,240,M,151512,EUR,723600000,M,97,97,False,13.0,9.0,1.0,,0.0,2.0,2.0,7.0,12.0,7.0,,1.0,,2.0,1.0,,,,,82.0,26.0,7.2,8.0,0.00633578,2,,5.0,1.0,1.0,,,2.0,3.0,1.0,0.0917,0.0993,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,
11540883,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,16,16,False,41.0,35.0,1.0,,1.0,5.0,6.0,32.0,40.0,3.0,,2.0,,,,,,,,87.0,57.0,7.2,15.0,0.252406,0,,8.0,3.0,,,,,,2.0,,,,,2.0,,,,5.0,4.0,3.0,,6.0,,2.0,,,,,
11540883,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,42.0,38.0,,,0.0,14.0,15.0,24.0,27.0,4.0,1.0,4.0,,1.0,1.0,,,,,90.0,63.0,6.8,13.0,0.0605586,2,,8.0,6.0,,,,1.0,1.0,,0.0701,,,,1.0,,2.0,,,3.0,2.0,1.0,1.0,,,1.0,,,,
11540883,home,Antalyaspor,Adam Buksa,,,adam-buksa,A. Buksa,F,18,191,3747,M,1138856,EUR,837129600,F,9,9,False,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,4.0,,,,1.0,1.0,,,,,90.0,16.0,7.0,2.0,0.00725106,2,,2.0,,1.0,,1.0,,1.0,,0.0692,0.0328,,2.0,1.0,,,,,,,1.0,,1.0,,,AdamBuksa,,,
11540883,home,Antalyaspor,Deni Milošević,Deni,Milošević,deni-milosevic,D. Milošević,M,27,182,153,M,190403,EUR,794707200,M,20,20,True,8.0,7.0,,,0.0,7.0,7.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,15.0,11.0,6.6,3.0,7.385e-05,0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11540883,home,Antalyaspor,Naldo,,,naldo,Naldo,D,5,188,74,M,243719,EUR,588470400,D,44,44,True,3.0,3.0,1.0,1.0,0.0,3.0,3.0,,,,5.0,1.0,,,,,,,,9.0,9.0,7.0,,3.876e-05,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11540883,home,Antalyaspor,Emre Uzun,,,uzun-emre,E. Uzun,M,11,177,141,M,1212159,EUR,1119225600,M,80,80,True,1.0,,,,0.0,,1.0,,,2.0,,,,2.0,1.0,,,,,8.0,4.0,6.3,2.0,,0,,4.0,,,,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,
