match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_lastManTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12513705,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,40.0,24.0,25.0,9.0,0.0,20.0,23.0,4.0,17.0,1.0,8.0,3.0,5.0,1.0,90.0,49.0,7.8,16.0,0.00051126,0,0.6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513705,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,34.0,31.0,1.0,,0.0,16.0,16.0,16.0,21.0,1.0,2.0,,,,90.0,46.0,7.0,7.0,0.625668,0,,Miguel Maga,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12513705,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,35.0,32.0,3.0,1.0,0.0,29.0,29.0,3.0,6.0,10.0,1.0,,,,90.0,49.0,7.1,4.0,0.00087893,0,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12513705,home,Vitória SC,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,4,4,False,,56.0,52.0,2.0,2.0,0.0,43.0,45.0,9.0,11.0,12.0,2.0,,,,90.0,76.0,7.7,4.0,0.00362126,1,,,,,,5.0,9.0,,,,1.0,1.0,,,2.0,1.0,,5.0,7.0,1.0,0.0421,,,,,,,,,,,,
12513705,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,42.0,30.0,7.0,1.0,0.0,20.0,26.0,10.0,17.0,2.0,4.0,,,,90.0,60.0,7.2,17.0,0.45076,1,,,,1.0,,2.0,5.0,,1.0,,1.0,,1.0,,3.0,2.0,,,2.0,1.0,0.0549,,,,,,,,,,,,
12513705,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,53.0,46.0,7.0,6.0,0.0,26.0,28.0,22.0,29.0,3.0,8.0,,,,90.0,79.0,7.9,12.0,0.110314,1,,,,4.0,2.0,6.0,12.0,,3.0,,1.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,,,0.0189,1.0,2.0,1.0,0.023,,,,,,,,
12513705,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,60.0,56.0,2.0,2.0,0.0,30.0,31.0,26.0,29.0,2.0,6.0,,,,90.0,71.0,7.3,5.0,0.0135999,0,,Tomás Händel,,,,1.0,3.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12513705,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,,25.0,24.0,,,0.0,6.0,6.0,19.0,25.0,1.0,4.0,,,,79.0,38.0,6.6,9.0,0.0665151,0,,,,6.0,1.0,4.0,,,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,
12513705,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,False,,33.0,23.0,,,0.0,12.0,17.0,11.0,16.0,,5.0,,,,71.0,49.0,7.0,16.0,0.0104345,2,,,,,,7.0,6.0,,5.0,,,3.0,2.0,,1.0,,2.0,,1.0,,0.0537,1.0,1.0,1.0,0.2686,1.0,1.0,1.0,,,,,
12513705,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,28.0,19.0,2.0,2.0,0.0,8.0,9.0,11.0,20.0,,,,,,63.0,35.0,6.7,11.0,0.0221702,0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
