match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_duelWon,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_fouls,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside
10382177,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,24.0,15.0,13.0,4.0,14.0,19.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,31.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382177,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,45.0,35.0,3.0,1.0,19.0,23.0,16.0,26.0,,5.0,,,,,62.0,64.0,6.4,20.0,0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10382177,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,64.0,61.0,5.0,3.0,47.0,48.0,14.0,16.0,1.0,8.0,,,,,78.0,74.0,7.2,6.0,0,,3.0,5.0,,2.0,,2.0,meeshilgerss,5.0,1.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,
10382177,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,87.0,78.0,17.0,13.0,44.0,44.0,34.0,43.0,6.0,11.0,,,,,90.0,109.0,7.9,11.0,0,,2.0,5.0,,,,2.0,,7.0,2.0,,3.0,4.0,1.0,True,3.0,1.0,1.0,,,,,,,,,,,,
10382177,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,73.0,62.0,7.0,5.0,22.0,25.0,41.0,52.0,1.0,12.0,,,,,90.0,95.0,8.3,18.0,1,4.0,1.0,2.0,,1.0,,2.0,,2.0,,,1.0,1.0,,,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,
10382177,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,79.0,71.0,11.0,9.0,29.0,32.0,42.0,50.0,1.0,9.0,,,,,90.0,97.0,8.1,12.0,1,3.0,3.0,5.0,1.0,,,,rramizz_,3.0,,,2.0,3.0,2.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,
10382177,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,16.0,11.0,1.0,,2.0,2.0,9.0,14.0,1.0,4.0,,,,,61.0,26.0,6.7,5.0,2,,1.0,2.0,,,,,,3.0,1.0,,,1.0,1.0,,,,,,,,2.0,,,,,2.0,,,
10382177,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,21,21,False,53.0,46.0,3.0,3.0,13.0,13.0,33.0,40.0,,6.0,,,,,78.0,59.0,7.0,8.0,1,,1.0,2.0,,1.0,,,,3.0,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,
10382177,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,F,7,7,False,51.0,37.0,4.0,3.0,11.0,13.0,27.0,41.0,,8.0,,,,,89.0,76.0,8.3,19.0,5,3.0,,2.0,1.0,6.0,,1.0,,6.0,,5.0,1.0,1.0,,,,,2.0,,1.0,2.0,,,,,1.0,2.0,1.0,,
10382177,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,21.0,14.0,1.0,1.0,8.0,10.0,6.0,12.0,3.0,3.0,,,,,90.0,40.0,6.9,11.0,2,1.0,2.0,5.0,1.0,,1.0,2.0,,4.0,,,2.0,3.0,3.0,,1.0,3.0,2.0,,,,,,,,2.0,,,1.0,
