match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_ownGoals,stat_keyPass,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalOffside,player_sofascoreId,stat_shotOffTarget,stat_lastManTackle,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceMissed,stat_goals,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded
11067551,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,,38.0,24.0,18.0,5.0,21.0,26.0,3.0,12.0,2.0,2.0,1.0,12.0,1.0,2.0,5.0,,,90.0,54.0,7.3,14.0,0.0,0.0,0.00370392,0,0.6923,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,
11067551,away,Bahia,André Dhominique,andre-dhominique,A. Dhominique,D,13,178,424,M,1177384,EUR,1065484800,D,13,13,False,,39.0,33.0,,,17.0,20.0,18.0,23.0,2.0,7.0,1.0,3.0,,,,,,90.0,67.0,6.7,14.0,0.0,0.0,0.0192009,0,,,,4.0,4.0,,1.0,4.0,3.0,1.0,,2.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,
11067551,away,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,,67.0,51.0,13.0,4.0,32.0,36.0,19.0,31.0,3.0,4.0,7.0,5.0,,,,,,90.0,80.0,6.9,16.0,0.0968,0.0,0.0154138,1,,Gabriel Xavier,,,4.0,,,,,1.0,1.0,,1.0,3.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,
11067551,away,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,True,60.0,54.0,10.0,5.0,39.0,41.0,15.0,19.0,2.0,5.0,9.0,7.0,,,,,,90.0,74.0,7.0,7.0,0.0,0.0,0.00437527,0,,,,,3.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,
11067551,away,Bahia,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,31,31,False,,18.0,16.0,,,12.0,12.0,4.0,6.0,,1.0,,,,,,,,40.0,19.0,6.4,2.0,0.0,0.0,0.00221906,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11067551,away,Bahia,Jhoanner Chávez,jhoanner-chavez,Jhoanner Chávez,M,13,182,1075,M,1002458,EUR,1019606400,D,6,6,False,,16.0,13.0,1.0,,10.0,11.0,3.0,6.0,,2.0,1.0,3.0,,,,,,40.0,22.0,6.2,5.0,0.0,0.0,0.00440204,0,,,,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
11067551,away,Bahia,Kayky,kayky,Kayky,M,37,175,2624,M,1106151,EUR,1055203200,M,37,37,False,,29.0,23.0,1.0,1.0,9.0,10.0,15.0,22.0,,4.0,,1.0,,,,,,89.0,49.0,6.6,16.0,0.1147,0.5937,0.107054,2,,Kayky,,3.0,8.0,,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,
11067551,away,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,,57.0,52.0,5.0,4.0,29.0,32.0,23.0,25.0,,2.0,,8.0,,,,,,90.0,74.0,5.8,13.0,0.0157,0.0,0.0293858,1,,,,,12.0,1.0,4.0,4.0,1.0,,,1.0,2.0,2.0,,,,,,,1.0,,,,,1.0,,,,,,,
11067551,away,Bahia,Lucas Mugni,lucas-mugni,L. Mugni,M,10,184,605,M,249881,EUR,695174400,M,19,19,False,,35.0,31.0,2.0,1.0,15.0,15.0,16.0,22.0,,3.0,,5.0,,,,,,67.0,48.0,6.5,11.0,0.0,0.0,0.0115139,0,,,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,
11067551,away,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,,45.0,42.0,4.0,4.0,18.0,19.0,24.0,27.0,3.0,6.0,1.0,5.0,,,,,,90.0,53.0,7.0,5.0,0.0,0.0,0.202044,0,,,,1.0,5.0,1.0,,,,2.0,2.0,1.0,1.0,3.0,,,2.0,,,,1.0,,,,,,,,,,,,
11067551,away,Bahia,Vinicius Mingotti,vinicius-mingotti,Vinicius Mingotti,F,9,185,107,M,989407,EUR,947203200,F,21,21,False,,8.0,7.0,,,2.0,2.0,5.0,6.0,,,2.0,,,,,,,67.0,16.0,6.5,4.0,0.0719,0.0359,0.0049562,1,,,,,5.0,,1.0,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,
11067551,away,Bahia,Ryan,ryan,Ryan,D,,177,222,M,1086990,EUR,1021334400,D,66,66,True,,54.0,49.0,3.0,1.0,27.0,28.0,22.0,27.0,4.0,6.0,,8.0,,,,,,50.0,73.0,7.3,10.0,0.0,0.0,0.0339777,0,,Ryan,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,4.0,,,1.0,,,,,,,,,,,,
11067551,away,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,True,,20.0,14.0,2.0,2.0,3.0,5.0,12.0,18.0,,5.0,,2.0,,,,,,50.0,38.0,6.5,15.0,0.0191,0.0,0.0370714,1,,,,3.0,10.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,
11067551,away,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,M,5,5,True,,8.0,7.0,,,5.0,6.0,2.0,2.0,,,,1.0,,,,,,23.0,12.0,6.5,2.0,0.0,0.0,0.00048254,0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,True,,10.0,4.0,1.0,,1.0,1.0,3.0,9.0,3.0,4.0,,1.0,,,,,,23.0,15.0,6.4,8.0,0.0,0.0,0.0395279,0,,,,,3.0,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11067551,away,Bahia,Patrick Verhon,patrick-verhon,Patrick Verhon,M,28,174,73,M,1392679,EUR,1094601600,M,23,23,True,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,Patrick Verhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Mateus Claus,mateus-claus,M. Claus,G,12,194,90,M,974334,EUR,775872000,G,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Tiago Gomes,gomes-tiago,T. Gomes,G,,194,20,M,1469767,EUR,1043020800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Tiago Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Raul Gustavo,raul-gustavo,Raul Gustavo,D,34,188,521,M,1047422,EUR,924912000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Marcos Victor,marcos-victor,M. Victor,D,44,184,514,M,1174196,EUR,1009324800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Marcos Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Diego Rosa,diego-rosa,D. Rosa,M,33,180,532,M,1002415,EUR,1034380800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Arthur Sales,arthur-sales,A. Sales,F,9,184,928,M,1105780,EUR,1025654400,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067551,away,Bahia,Everton Macedo Moraes,macedo-moraes-everton,E. M. Moraes,F,9,187,113,M,2058082,EUR,1021161600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
