match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_keyPass,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_shotOffTarget,stat_ownGoals,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
10408365,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,42.0,24.0,39.0,21.0,4.0,4.0,20.0,38.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,47.0,7.4,18.0,0.0,0.0,0.00892125,0,0.9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408365,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,18.0,14.0,5.0,4.0,5.0,6.0,9.0,14.0,8.0,5.0,6.0,,4.0,,,,,90.0,51.0,7.4,12.0,0.0,0.0,0.010563,0,,2.0,1.0,12.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,
10408365,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,11.0,10.0,2.0,2.0,7.0,8.0,3.0,3.0,4.0,4.0,2.0,,1.0,,,,,90.0,21.0,6.8,1.0,0.0624,0.0,0.00137928,1,,,,4.0,2.0,,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
10408365,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,15.0,14.0,,,13.0,13.0,1.0,2.0,5.0,3.0,3.0,,2.0,,,,,90.0,24.0,7.2,1.0,0.0,0.0,0.00023491,0,,,,4.0,,,,,,2.0,2.0,,2.0,3.0,,True,2.0,,,,,,,,,,,,
10408365,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,2,2,False,13.0,10.0,4.0,1.0,8.0,9.0,2.0,4.0,2.0,3.0,1.0,,1.0,,,,,90.0,19.0,6.9,3.0,0.0,0.0,0.00098504,0,,,1.0,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,
10408365,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,18,18,False,18.0,14.0,2.0,,9.0,11.0,5.0,9.0,2.0,2.0,4.0,,1.0,,,,,90.0,30.0,6.8,9.0,0.0,0.0,0.00382322,0,,2.0,1.0,4.0,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408365,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,18.0,15.0,4.0,4.0,6.0,6.0,9.0,14.0,9.0,1.0,6.0,,4.0,,,,,68.0,34.0,6.8,10.0,0.0,0.0,0.00664968,0,,2.0,,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
10408365,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,12,12,False,19.0,17.0,,,10.0,11.0,7.0,8.0,8.0,2.0,4.0,,4.0,,,,,78.0,28.0,6.2,6.0,0.0,0.0,0.00280233,0,,,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408365,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,17.0,14.0,1.0,,6.0,7.0,9.0,12.0,10.0,2.0,4.0,,6.0,,,,,89.0,33.0,6.8,6.0,0.0,0.0,0.00527918,0,,2.0,,5.0,2.0,1.0,,,1.0,4.0,4.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,
10408365,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,10.0,6.0,2.0,1.0,1.0,1.0,5.0,11.0,3.0,,4.0,,,,,,,78.0,23.0,6.5,12.0,0.0,0.0,0.00539489,0,,2.0,,3.0,1.0,1.0,2.0,1.0,,,,4.0,2.0,,,,1.0,,,kanginlee,,,,,,,,,
