match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goals,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_outfielderBlock
12499275,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,31.0,29.0,4.0,2.0,0.0,29.0,30.0,1.0,6.0,1.0,1.0,90.0,35.0,6.7,2.0,4.528e-05,0,0.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499275,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,98.0,84.0,14.0,7.0,0.0,41.0,46.0,56.0,7.0,,,90.0,131.0,6.9,21.0,0.124031,1,,46.0,4.0,3.0,1.0,3.0,8.0,7.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0156,1.0,,,,,,,,,,,,,,,,,
12499275,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,81.0,73.0,7.0,4.0,1.0,41.0,46.0,35.0,4.0,,,90.0,86.0,7.5,8.0,0.0481577,2,,32.0,,,2.0,6.0,3.0,8.0,1.0,,,,,,,2.0,,0.1027,1.0,1.0,1.0,1.0,0.0238,,,,,,,,,,,,,
12499275,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,74.0,65.0,10.0,7.0,0.0,50.0,52.0,22.0,10.0,,,82.0,85.0,7.1,10.0,0.00698345,1,,15.0,,,1.0,2.0,2.0,5.0,1.0,,,3.0,,3.0,1.0,,,0.0692,,,1.0,,,1.0,,,,,,,,,,,,
12499275,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,33,33,False,78.0,60.0,15.0,10.0,0.0,33.0,39.0,49.0,3.0,,,90.0,117.0,7.2,29.0,0.100188,0,,29.0,10.0,2.0,2.0,1.0,6.0,4.0,2.0,,,1.0,,1.0,,2.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,
12499275,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,False,13.0,9.0,1.0,,0.0,2.0,2.0,11.0,,,,65.0,18.0,7.0,7.0,0.00530052,1,,7.0,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,,1.0,0.3006,,,,1.0,0.2825,2.0,,,1.0,,,,,,,,,
12499275,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,53.0,48.0,5.0,4.0,0.0,11.0,11.0,43.0,2.0,,,90.0,66.0,7.2,7.0,0.0331519,0,,37.0,1.0,,2.0,,4.0,3.0,1.0,,,2.0,2.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
12499275,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,38.0,32.0,1.0,1.0,0.0,13.0,16.0,24.0,1.0,,,54.0,45.0,6.9,7.0,0.103911,1,,20.0,2.0,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,0.0197,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,
12499275,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,F,7,7,False,29.0,22.0,,,0.0,7.0,7.0,25.0,2.0,,,82.0,51.0,6.4,18.0,0.0242318,3,,15.0,3.0,,,,8.0,6.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,0.5101,1.0,,2.0,,,2.0,,,,8.0,3.0,True,1.0,1.0,,,,
12499275,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,,1116577,EUR,1095465600,F,9,9,False,18.0,16.0,3.0,3.0,0.0,7.0,7.0,12.0,3.0,,,90.0,32.0,7.0,8.0,0.0515879,3,,9.0,1.0,,4.0,3.0,6.0,5.0,,1.0,,,1.0,,,2.0,1.0,0.1161,,,3.0,,,4.0,Santiago Castro,,,,,,,1.0,,,,
