match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_goalAssist,stat_totalCross,stat_challengeLost,stat_bigChanceCreated,stat_wonTackle,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
11067409,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,20.0,12.0,13.0,5.0,9.0,10.0,3.0,10.0,1.0,1.0,2.0,6.0,3.0,1.0,3.0,1.0,90.0,33.0,6.9,8.0,0.0,0.0,0.00040466,0,-0.4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067409,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,51.0,44.0,5.0,3.0,23.0,23.0,21.0,28.0,3.0,4.0,1.0,3.0,,,,,90.0,67.0,7.6,10.0,0.2343,0.9457,0.0337669,1,,True,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067409,home,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,False,42.0,36.0,6.0,3.0,22.0,23.0,14.0,19.0,7.0,10.0,5.0,2.0,,,,,90.0,54.0,7.0,6.0,0.0,0.0,0.00463112,0,,,,3.0,,,,1.0,,1.0,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
11067409,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,49.0,41.0,6.0,3.0,25.0,30.0,16.0,20.0,2.0,5.0,3.0,7.0,,,,,90.0,59.0,7.4,10.0,0.0,0.0,0.267132,0,,,1.0,4.0,,,,1.0,,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,
11067409,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,31.0,27.0,3.0,3.0,7.0,7.0,20.0,26.0,1.0,8.0,,5.0,,,,,90.0,47.0,6.7,8.0,0.0999,0.0,0.0167001,2,,,,5.0,1.0,,,,,2.0,,,1.0,,1.0,5.0,,2.0,3.0,,3.0,2.0,,,,,,,
11067409,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,41.0,36.0,4.0,3.0,16.0,17.0,21.0,26.0,,5.0,,4.0,,,,,78.0,61.0,7.3,10.0,0.0335,0.0,0.0608592,1,,,,2.0,2.0,,,1.0,2.0,1.0,,,2.0,2.0,1.0,2.0,,2.0,,,2.0,,,,1.0,1.0,,,
11067409,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,68.0,61.0,3.0,1.0,31.0,31.0,30.0,37.0,,5.0,1.0,7.0,,,,,90.0,79.0,6.6,11.0,0.0442,0.0,0.0357872,1,,,1.0,5.0,,,,,3.0,2.0,1.0,1.0,1.0,,,3.0,,,2.0,,1.0,1.0,,,,,,,
11067409,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,14.0,12.0,3.0,2.0,6.0,6.0,7.0,12.0,1.0,4.0,,3.0,,,,,65.0,28.0,7.5,8.0,0.3254,0.978,0.0716748,2,,,,5.0,,2.0,1.0,,1.0,,2.0,,1.0,,1.0,3.0,,4.0,2.0,,1.0,,,,1.0,,1.0,,
11067409,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,M,6,6,False,36.0,32.0,2.0,2.0,21.0,24.0,13.0,14.0,1.0,6.0,1.0,3.0,,,,,90.0,53.0,7.3,5.0,0.0236,0.0,0.063117,1,,,,3.0,,,,,,2.0,,1.0,4.0,3.0,1.0,,,2.0,2.0,,,,,,2.0,1.0,,,
11067409,home,Fortaleza,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,,182,1617,M,165677,EUR,616896000,F,91,91,False,21.0,17.0,,,3.0,3.0,14.0,20.0,,2.0,1.0,5.0,,,,,78.0,34.0,6.7,13.0,0.0,0.0,0.051593,0,,,2.0,7.0,,,,,2.0,1.0,,2.0,5.0,1.0,,,,2.0,1.0,,,,,,,,,,
