match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalOffside,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAShot,player_sofascoreId,stat_bigChanceCreated
14035907,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193.0,966,M,997020,EUR,980208000,G,16,16,False,26.0,16.0,12.0,3.0,0.0,15.0,18.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,35.0,6.4,11.0,0.00018005,0.0372,0,-0.2803,-0.07,-0.03,-0.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035907,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175.0,67,M,1047164,EUR,1017100800,D,60,60,False,58.0,48.0,5.0,3.0,1.0,18.0,24.0,30.0,34.0,1.0,3.0,,,,,,90.0,95.0,7.1,22.0,0.0515662,,0,,0.29,0.29,-0.21,,6.0,1.0,6.0,7.0,4.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
14035907,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187.0,193,M,1047163,EUR,1027468800,D,20,20,False,67.0,59.0,10.0,5.0,0.0,35.0,36.0,24.0,31.0,2.0,4.0,,,,,,89.0,79.0,6.9,9.0,0.0200583,,0,,0.24,0.15,-0.25,,,,2.0,6.0,,,,,1.0,3.0,3.0,1.0,,,2.0,3.0,1.0,,,,,,,,,,,,,,
14035907,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182.0,732,M,386958,EUR,679536000,D,5,5,False,64.0,58.0,6.0,4.0,0.0,34.0,36.0,24.0,28.0,5.0,5.0,,,,,,90.0,74.0,7.0,6.0,0.100125,,0,,0.43,0.18,-0.21,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,True,,,,,,,,,,,,,
14035907,home,Sint-Truidense VV,Taiga Hata,,,taiga-hata,T. Hata,M,3,175.0,259,M,1002356,EUR,1011484800,D,3,3,False,34.0,24.0,7.0,3.0,0.0,10.0,15.0,14.0,19.0,1.0,7.0,,,,,,68.0,52.0,6.4,14.0,0.0659468,,1,,0.31,0.12,-0.24,,4.0,1.0,2.0,,,,,1.0,1.0,,,,,2.0,2.0,,,,1.0,0.0675,-0.1,,,,,,,,,,
14035907,home,Sint-Truidense VV,Arbnor Muja,Arbnor,Muja,arbnor-muja,A. Muja,M,7,179.0,523,M,890695,EUR,912297600,M,7,7,False,30.0,24.0,3.0,3.0,0.0,7.0,9.0,17.0,21.0,,4.0,,,,,,77.0,50.0,6.2,18.0,0.0761151,,1,,-0.02,0.13,-0.11,,6.0,1.0,9.0,3.0,3.0,1.0,1.0,,,1.0,,2.0,1.0,,4.0,,,,1.0,0.0905,-0.05,1.0,1.0,,,,,,,,
14035907,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179.0,455,M,1030211,EUR,1008115200,M,6,6,False,38.0,27.0,2.0,,0.0,7.0,10.0,20.0,28.0,2.0,5.0,,,,,,90.0,56.0,7.5,18.0,0.0728227,,1,,0.05,0.32,-0.09,,5.0,1.0,5.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,0.0503,0.53,1.0,,1.0,1.0,0.8031,,,,,
14035907,home,Sint-Truidense VV,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,79,M,846330,EUR,896140800,M,8,8,False,44.0,36.0,4.0,3.0,0.0,20.0,22.0,16.0,22.0,1.0,3.0,,,,,,90.0,65.0,7.4,13.0,0.0135129,,0,,0.06,0.13,0.13,,,,3.0,13.0,1.0,5.0,3.0,,,4.0,2.0,2.0,,,,5.0,,,,,,,1.0,,,,,,,,
14035907,home,Sint-Truidense VV,Ilias Sebaoui,Ilias Sebaoui,,ilias-sebaoui,I. Sebaoui,M,10,180.0,683,M,1154586,EUR,1002153600,M,10,10,False,12.0,10.0,2.0,1.0,0.0,2.0,2.0,8.0,10.0,,3.0,,,,,,68.0,26.0,6.7,5.0,0.334767,,2,,0.26,0.13,-0.14,,1.0,,4.0,4.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,0.1352,0.0,1.0,2.0,1.0,,0.0375,,,,,
14035907,home,Sint-Truidense VV,Keisuke Goto,,,goto-keisuke,K. Goto,F,42,191.0,1367,M,1391315,EUR,1117756800,F,42,42,False,12.0,6.0,,,0.0,4.0,5.0,2.0,7.0,,1.0,,,,,,90.0,17.0,6.0,7.0,0.00507186,,2,,-0.29,0.54,-0.2,,,,7.0,2.0,,,,,,,,1.0,1.0,,2.0,,1.0,,1.0,0.2738,-0.64,4.0,2.0,,,,1.0,,,,
