match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
14585932,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188.0,103,M,132654,EUR,726883200,G,1,1,False,True,54.0,40.0,16.0,3.0,0.0,38.0,43.0,2.0,11.0,11.0,3.0,1.0,1.0,90.0,68.0,7.4,14.0,0.3993,0,0.1,0.04,0.25,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585932,home,Darmstadt 98,Patric Pfeiffer,patric-pfeiffer,P. Pfeiffer,D,6,195.0,274,M,930135,EUR,935107200,D,6,6,False,,47.0,37.0,10.0,4.0,0.0,31.0,35.0,6.0,12.0,4.0,,,,76.0,57.0,7.4,10.0,,1,0.05,0.11,0.44,,1.0,4.0,3.0,7.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.02,,,,,,,,,,,,,,,,,,,,,
14585932,home,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196.0,199,M,1082797,EUR,906681600,D,5,5,False,,64.0,51.0,13.0,5.0,0.0,43.0,48.0,8.0,16.0,4.0,,,,90.0,79.0,8.3,13.0,,1,0.27,0.03,0.15,,1.0,5.0,2.0,5.0,,9.0,,,,1.0,1.0,,0.52,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,
14585932,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172.0,44,M,39718,EUR,647654400,D,32,32,False,,42.0,35.0,7.0,3.0,0.0,23.0,27.0,12.0,15.0,2.0,,,,90.0,62.0,7.8,9.0,,0,0.34,0.03,0.25,,,4.0,1.0,9.0,,3.0,,1.0,1.0,4.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14585932,home,Darmstadt 98,Sergio López,sergio-lopez,S. Lopez,D,2,179.0,113,M,927409,EUR,923529600,M,2,2,False,,36.0,32.0,10.0,8.0,1.0,28.0,30.0,4.0,6.0,5.0,,,,76.0,57.0,7.4,8.0,,0,-0.05,0.05,0.17,,,,2.0,5.0,,1.0,,2.0,1.0,,1.0,2.0,,,,,,2.0,4.0,,2.0,1.0,3.0,3.0,1.0,,,,,,,,,
14585932,home,Darmstadt 98,Kai Klefisch,kai-klefisch,K. Klefisch,M,17,186.0,46,M,928416,EUR,944179200,M,17,17,False,,37.0,30.0,5.0,3.0,1.0,19.0,20.0,11.0,17.0,7.0,,,,76.0,48.0,7.1,9.0,,1,0.22,0.08,-0.01,,1.0,,2.0,2.0,,1.0,,1.0,,1.0,,1.0,-0.11,,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,
14585932,home,Darmstadt 98,Hiroki Akiyama,hiroki-akiyama,H. Akiyama,M,16,175.0,234,M,1007952,EUR,976320000,M,16,16,False,,43.0,37.0,4.0,2.0,0.0,27.0,29.0,10.0,14.0,3.0,,,,90.0,58.0,7.8,10.0,,3,0.13,0.09,-0.01,,,,3.0,3.0,2.0,,,2.0,,1.0,2.0,1.0,0.53,,,1.0,1.0,3.0,,3.0,,1.0,,,,,,,,,,,,
14585932,home,Darmstadt 98,Luca Marseiler,luca-marseiler,L. Marseiler,F,8,176.0,85,M,797871,EUR,856224000,M,8,8,False,,18.0,10.0,4.0,1.0,1.0,2.0,3.0,8.0,15.0,2.0,,,,80.0,38.0,7.3,17.0,,1,0.28,0.2,0.22,,1.0,1.0,5.0,7.0,,1.0,,1.0,1.0,2.0,,2.0,0.0,,,1.0,,,6.0,,1.0,,7.0,3.0,1.0,,,,,,,,,
14585932,home,Darmstadt 98,Killian Corredor,killian-corredor,K. Corredor,M,34,182.0,325,M,1127332,EUR,975888000,F,34,34,False,,17.0,15.0,2.0,2.0,0.0,11.0,12.0,4.0,5.0,6.0,,,,90.0,33.0,6.3,9.0,,0,0.01,-0.52,0.14,,5.0,,9.0,4.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,4.0,1.0,1.0,,1.0,,,,,,,
14585932,home,Darmstadt 98,Fraser Hornby,fraser-hornby,F. Hornby,F,9,195.0,399,M,914877,EUR,937180800,F,9,9,False,,24.0,20.0,1.0,1.0,0.0,11.0,12.0,9.0,12.0,3.0,,,,90.0,34.0,7.8,4.0,,6,-0.41,0.49,0.17,,1.0,2.0,1.0,3.0,1.0,,,1.0,1.0,,,,0.46,,,4.0,1.0,,,,,,,,,1.0,,,,,,,,
