match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_clearanceOffLine,stat_lastManTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12240571,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,41.0,25.0,27.0,11.0,0.0,15.0,18.0,10.0,23.0,1.0,1.0,11.0,3.0,4.0,5.0,90.0,54.0,7.4,16.0,0.00210253,0,-0.6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12240571,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,23.0,20.0,,,0.0,9.0,9.0,12.0,15.0,1.0,4.0,3.0,,,,90.0,46.0,7.2,5.0,0.159313,1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.04,2.0,,,,,,,,,,,,,,,,,,,,,
12240571,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,D,18,18,False,31.0,22.0,5.0,3.0,0.0,15.0,15.0,7.0,16.0,1.0,5.0,3.0,,,,90.0,47.0,7.5,9.0,0.0307522,2,,,,5.0,,,5.0,2.0,1.0,3.0,1.0,0.2132,,3.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
12240571,home,Manchester United,Jonny Evans,,,jonny-evans,J. Evans,D,,188,4344,M,6jevans,30144,EUR,568166400,D,35,35,False,25.0,24.0,1.0,,0.0,18.0,18.0,6.0,7.0,1.0,1.0,2.0,,,,90.0,34.0,6.6,1.0,0.00244937,0,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
12240571,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,34.0,28.0,4.0,2.0,0.0,12.0,13.0,16.0,21.0,,2.0,2.0,,,,90.0,54.0,6.7,10.0,0.00813276,1,,,,4.0,1.0,,5.0,,1.0,1.0,,0.0167,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0333,,,,,,,,,,
12240571,home,Manchester United,Sofyan Amrabat,,,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,sofyanamrabat,359272,EUR,840585600,M,4,4,False,43.0,40.0,3.0,2.0,0.0,20.0,22.0,20.0,21.0,1.0,2.0,5.0,,,,90.0,52.0,6.5,5.0,0.0706017,0,,,,8.0,,,3.0,1.0,,1.0,,,1.0,1.0,,,,,5.0,2.0,,,2.0,,,,,,,,,,,
12240571,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,27.0,21.0,,,0.0,4.0,6.0,17.0,21.0,1.0,4.0,6.0,,,,83.0,39.0,7.9,8.0,0.0429002,1,,,,5.0,2.0,,1.0,1.0,3.0,2.0,,0.4692,,1.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,0.57,1.0,,,,,,,,,
12240571,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,M,16,16,False,30.0,24.0,,,1.0,6.0,6.0,18.0,24.0,1.0,5.0,1.0,,,,82.0,47.0,8.6,10.0,0.0646679,4,,,,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2037,2.0,3.0,1.0,,,,2.0,,2.0,2.0,1.0,0.0786,1.0,1.0,1.0,,,,,,,
12240571,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,18.0,13.0,,,0.0,2.0,7.0,11.0,12.0,,1.0,2.0,,,,83.0,26.0,6.6,8.0,0.0316279,2,,1.0,,4.0,1.0,,,,,,,0.1903,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,0.6089,,1.0,,1.0,1.0,,,,,
12240571,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,F,39,39,False,26.0,18.0,1.0,1.0,0.0,5.0,6.0,13.0,20.0,6.0,12.0,6.0,,,,90.0,48.0,7.0,13.0,0.00901564,2,,,,9.0,2.0,1.0,4.0,,1.0,4.0,2.0,0.1588,,,,,,2.0,1.0,4.0,,1.0,,0.0246,,2.0,,,,,,,,
