match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_goals
11401852,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188.0,180,M,40859,EUR,602726400,G,1,1,False,43.0,29.0,22.0,8.0,26.0,30.0,3.0,13.0,9.0,1.0,4.0,5.0,1.0,1.0,90.0,51.0,7.4,14.0,0.0,0.0,0.00048433,0,-0.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401852,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180.0,5896,M,794373,EUR,835920000,D,2,2,False,42.0,38.0,3.0,2.0,19.0,19.0,19.0,27.0,2.0,,,,,,90.0,60.0,6.4,13.0,0.0,0.0,0.0323265,0,,2,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11401852,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190.0,131,M,874936,EUR,972777600,D,6,6,False,41.0,32.0,4.0,,31.0,35.0,1.0,6.0,2.0,,,,,,68.0,50.0,6.4,10.0,0.0,0.0,0.00056632,0,,5,,1.0,3.0,4.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11401852,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,189.0,76,M,781556,EUR,690076800,D,29,29,False,59.0,54.0,2.0,1.0,46.0,47.0,8.0,12.0,4.0,,,,,,90.0,74.0,6.9,5.0,0.0,0.0,0.00557903,0,,,,3.0,7.0,5.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
11401852,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176.0,157,M,785815,EUR,739152000,D,5,5,False,38.0,31.0,2.0,1.0,21.0,24.0,10.0,14.0,4.0,,,,,,68.0,43.0,6.4,7.0,0.0,0.0,0.00305424,0,,5,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
11401852,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185.0,201,M,891795,EUR,931046400,M,20,20,False,48.0,42.0,2.0,1.0,22.0,22.0,20.0,27.0,7.0,,,,,,90.0,66.0,7.3,9.0,0.0,0.0,0.0212084,0,,21,1.0,4.0,9.0,2.0,3.0,2.0,,,,,2.0,2.0,2.0,,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
11401852,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181.0,116,M,966542,EUR,1019779200,M,21,21,False,31.0,28.0,2.0,2.0,16.0,17.0,12.0,14.0,3.0,,,,,,76.0,40.0,6.8,4.0,0.0,0.0,0.0413397,0,,8,,1.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,
11401852,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,179.0,770,M,961677,EUR,1010016000,M,42,42,False,18.0,14.0,,,2.0,3.0,12.0,18.0,2.0,,,,,,90.0,38.0,6.6,14.0,0.08,0.6873,0.0177181,2,,42,3.0,7.0,4.0,1.0,1.0,,3.0,3.0,,,,6.0,3.0,,,1.0,,,,2.0,,,,,,,,,,,
11401852,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,186.0,361,M,112794,EUR,723168000,M,8,8,False,44.0,34.0,3.0,1.0,18.0,21.0,16.0,23.0,6.0,,,,,,90.0,55.0,6.6,12.0,0.0562,0.0,0.0113667,1,,,,7.0,7.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,,5.0,6.0,1.0,,,True,1.0,1.0,,,,,,,,
11401852,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,182.0,3151,M,984602,EUR,1066262400,M,17,17,False,5.0,4.0,,,2.0,2.0,3.0,4.0,2.0,,,,,,45.0,15.0,6.2,7.0,0.0139,0.0,0.103607,1,,10,1.0,6.0,1.0,1.0,,,3.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,
11401852,home,Vitesse,Said Hamulić,said-hamulic,S. Hamulić,F,188.0,431,M,1106808,EUR,973987200,F,10,10,False,6.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,,,,,,,68.0,16.0,6.5,7.0,0.0,0.0,0.00113573,0,,9,1.0,5.0,2.0,,1.0,1.0,2.0,,,,2.0,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,
11401852,home,Vitesse,Amine Boutrah,amine-boutrah,A. Boutrah,M,173.0,300,M,975307,EUR,972518400,F,7,7,True,13.0,12.0,1.0,1.0,4.0,4.0,8.0,9.0,3.0,,,,,,45.0,25.0,6.7,8.0,0.0,0.0,0.0242245,0,,10,,5.0,5.0,,2.0,2.0,2.0,,,,3.0,3.0,2.0,,,,1.0,,1.0,,,,,,1.0,,,,,,
11401852,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189.0,435,M,916943,EUR,995414400,D,15,15,True,22.0,16.0,3.0,,12.0,14.0,4.0,8.0,1.0,,,,,,22.0,23.0,6.5,6.0,0.0,0.0,0.00196559,0,,3,,2.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,
11401852,home,Vitesse,Enzo Cornelisse,enzo-cornelisse,E. Cornelisse,M,178.0,40,M,1046725,EUR,1025308800,D,13,13,True,10.0,8.0,,,6.0,7.0,2.0,4.0,3.0,,,,,,22.0,20.0,6.4,5.0,0.0,0.0,0.00274378,0,,6,1.0,3.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,
11401852,home,Vitesse,Joel Voelkerling Persson,joel-voelkerling-persson,J. V. Persson,F,194.0,90,M,1087744,EUR,1042588800,F,9,9,True,1.0,,,,,,,1.0,,,,,,,22.0,2.0,6.5,2.0,0.0,0.0,0.0,0,,34,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
