match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot,stat_ownGoals
12117229,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,27.0,17.0,13.0,3.0,0.0,17.0,17.0,10.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,1.0,90.0,40.0,8.1,10.0,7.781e-05,0,0.7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117229,home,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,,82576,EUR,597801600,D,2,2,False,49.0,41.0,3.0,1.0,1.0,21.0,23.0,27.0,,1.0,2.0,,,,,,90.0,65.0,7.2,14.0,0.251003,0,,20.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12117229,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,39.0,36.0,2.0,,0.0,28.0,28.0,11.0,2.0,3.0,,,,,,,90.0,52.0,7.1,4.0,0.00152044,1,,8.0,,6.0,,,,,7.0,,1.0,,3.0,,,,True,4.0,1.0,1.0,1.0,0.241,,,,,,,,,,,,
12117229,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,57.0,48.0,6.0,2.0,0.0,29.0,31.0,26.0,4.0,5.0,3.0,,,,,,90.0,67.0,7.1,11.0,0.0132581,0,,19.0,,,,,,,5.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
12117229,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,D,16,16,False,45.0,42.0,1.0,1.0,0.0,25.0,27.0,20.0,,7.0,3.0,,,,,,67.0,66.0,6.7,9.0,0.0382875,0,,18.0,2.0,5.0,,1.0,4.0,,,1.0,5.0,1.0,1.0,,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,
12117229,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,56.0,48.0,4.0,1.0,0.0,31.0,35.0,22.0,,3.0,6.0,,,,,,90.0,69.0,6.7,10.0,0.00748955,0,,17.0,1.0,4.0,4.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,
12117229,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,33.0,30.0,3.0,2.0,0.0,13.0,14.0,20.0,1.0,4.0,5.0,,,,,,80.0,47.0,7.3,7.0,0.210584,3,,18.0,1.0,3.0,,,,,,,3.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,,0.0558,1.0,,1.0,1.0,1.0,0.0227,,,,,,
12117229,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,21.0,20.0,,,0.0,4.0,5.0,20.0,1.0,1.0,5.0,,,,,,80.0,35.0,7.5,9.0,0.0718354,4,,17.0,4.0,4.0,1.0,,3.0,,,,,2.0,,1.0,Estêvão,,,,,,,0.4424,1.0,,1.0,3.0,,1.0136,1.0,1.0,1.0,,,
12117229,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,False,24.0,22.0,1.0,1.0,0.0,12.0,12.0,12.0,1.0,3.0,5.0,,,,,,71.0,32.0,6.9,5.0,0.255649,1,,10.0,,4.0,,1.0,,,,,1.0,2.0,2.0,1.0,,,,1.0,,,1.0,0.1073,,,1.0,,,,,,,1.0,,
12117229,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,9,9,False,40.0,28.0,1.0,,1.0,11.0,18.0,23.0,1.0,3.0,3.0,,,,,,72.0,55.0,8.7,15.0,0.16399,1,,17.0,1.0,,,,2.0,1.0,1.0,1.0,,2.0,,2.0,,,,,,,,0.3721,,2.0,,1.0,,0.9636,,1.0,,2.0,,
