match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_wonContest,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499359,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,850952,EUR,942278400,G,34,34,False,18.0,17.0,2.0,1.0,0.0,15.0,16.0,2.0,2.0,5.0,1.0,90.0,23.0,6.8,1.0,0.00193689,0,0.9157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499359,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,14718,EUR,580348800,D,29,29,False,31.0,29.0,3.0,3.0,0.0,11.0,11.0,19.0,23.0,2.0,,82.0,51.0,7.3,5.0,0.059337,1,,True,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499359,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,84.0,79.0,10.0,7.0,0.0,23.0,23.0,57.0,62.0,5.0,,90.0,95.0,7.7,5.0,0.056941,0,,,1.0,1.0,3.0,6.0,,3.0,2.0,1.0,2.0,,,5.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499359,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,818481,EUR,898819200,D,26,26,False,87.0,85.0,3.0,1.0,0.0,35.0,35.0,50.0,53.0,5.0,,90.0,97.0,7.3,5.0,0.0395118,1,,,1.0,,,2.0,1.0,,1.0,1.0,,0.0151,2.0,4.0,7.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12499359,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,33,33,False,61.0,54.0,9.0,5.0,1.0,21.0,23.0,40.0,53.0,4.0,,90.0,108.0,8.6,20.0,0.546383,3,,,15.0,7.0,2.0,7.0,2.0,1.0,1.0,1.0,,0.0692,6.0,2.0,5.0,,4.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12499359,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,8,8,False,73.0,66.0,4.0,3.0,0.0,11.0,13.0,55.0,60.0,1.0,,82.0,82.0,7.2,9.0,0.068056,2,,,,,1.0,5.0,1.0,,4.0,3.0,,0.4875,1.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
12499359,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,814882,EUR,889660800,M,6,6,False,49.0,42.0,2.0,2.0,0.0,9.0,11.0,34.0,41.0,2.0,,57.0,60.0,7.4,9.0,0.130026,0,,,3.0,1.0,2.0,6.0,,1.0,4.0,3.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12499359,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,35.0,29.0,2.0,1.0,0.0,10.0,11.0,21.0,27.0,3.0,,90.0,60.0,7.5,15.0,0.140784,1,,,3.0,2.0,,3.0,,,1.0,1.0,2.0,0.2852,3.0,2.0,12.0,,2.0,1.0,5.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.9323,,,,,,,,,
12499359,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,826064,EUR,922838400,M,21,21,False,22.0,17.0,,,0.0,3.0,3.0,14.0,20.0,5.0,,57.0,37.0,6.3,13.0,0.0259792,1,,,1.0,,2.0,2.0,,,,,,0.0146,,,5.0,,,,2.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,
12499359,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,M,11,11,False,38.0,32.0,3.0,2.0,0.0,6.0,6.0,26.0,35.0,2.0,,90.0,67.0,6.5,23.0,0.0744762,3,,,3.0,,1.0,6.0,1.0,1.0,1.0,1.0,3.0,0.154,,,10.0,,4.0,,4.0,4.0,,2.0,1.0,5.0,,,,,,,,,,,,,,
