match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_goals,captain,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_outfielderBlock,stat_clearanceOffLine,stat_totalOffside
12764127,home,Tottenham Hotspur,Rio Kyerematen,Rio Kyerematen,,rio-kyerematen,R. Kyerematen,M,57,,214,M,1150948,EUR,1118275200,M,57,57,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,home,Tottenham Hotspur,Callum Olusesi,,,callum-olusesi,C. Olusesi,M,8,175.0,630,M,1403190,EUR,1173571200,M,64,64,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,home,Tottenham Hotspur,Will Lankshear,,,will-lankshear,W. Lankshear,F,27,189.0,1483,M,1391825,EUR,1113955200,F,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Isak Pettersson,,,isak-pettersson,I. Pettersson,G,31,181.0,80,M,837153,EUR,865555200,G,31,31,False,32.0,7.0,31.0,6.0,0.0,2.0,6.0,5.0,26.0,2.0,10.0,,,90.0,47.0,7.3,26.0,0.00939625,0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,6.0,7.0,1.0,-0.0613,,,
12764127,away,IF Elfsborg,Sebastian Holmén,,,sebastian-holmen,S. Holmén,D,8,188.0,50,M,228833,EUR,704505600,D,8,8,False,21.0,13.0,10.0,5.0,0.0,8.0,11.0,5.0,10.0,7.0,2.0,,,90.0,36.0,6.7,9.0,0.00359003,1,,,,1.0,2.0,2.0,1.0,,,,1.0,,,2.0,,,0.0112,,,1.0,1.0,,,,,True,,,,,,1.0,,
12764127,away,IF Elfsborg,Gustav Henriksson,,,gustav-henriksson,G. Henriksson,D,4,190.0,59,M,946840,EUR,886464000,D,4,4,False,10.0,10.0,,,0.0,10.0,10.0,,,9.0,,,,86.0,21.0,6.8,,0.00014416,0,,,,4.0,2.0,4.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,
12764127,away,IF Elfsborg,Terry Yegbe,Terry Yegbe,,terry-yegbe,T. Yegbe,D,15,195.0,360,M,1200442,EUR,980380800,D,2,2,False,18.0,15.0,5.0,2.0,0.0,11.0,12.0,5.0,7.0,13.0,3.0,,,90.0,47.0,6.7,9.0,0.0213589,0,,1.0,1.0,4.0,5.0,5.0,,,2.0,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,2.0,,
12764127,away,IF Elfsborg,Simon Hedlund,,,simon-hedlund,S. Hedlund,M,15,175.0,121,M,94627,EUR,731808000,M,15,15,False,14.0,9.0,2.0,,0.0,7.0,9.0,2.0,5.0,8.0,4.0,,,90.0,43.0,6.1,7.0,0.00049743,0,,,,,10.0,4.0,6.0,,2.0,,,,,1.0,3.0,2.0,,,,,1.0,,2.0,,,,,,,,,,,
12764127,away,IF Elfsborg,Besfort Zeneli,Besfort Zeneli,,besfort-zeneli,B. Zeneli,M,23,187.0,439,M,1173223,EUR,1037836800,M,27,27,False,24.0,19.0,3.0,2.0,0.0,12.0,13.0,7.0,11.0,,12.0,,,90.0,42.0,7.0,11.0,0.00667915,1,,,,,5.0,8.0,3.0,1.0,3.0,2.0,1.0,,,1.0,6.0,5.0,0.1488,,,,,3.0,,,,,,,,,,,,
12764127,away,IF Elfsborg,Jens Jakob Thomasen,,,jens-jakob-thomasen,J. J. Thomasen,M,7,177.0,36,M,280705,EUR,835660800,M,7,7,False,12.0,10.0,,,0.0,8.0,9.0,2.0,4.0,7.0,6.0,,,81.0,29.0,6.8,3.0,0.00272467,0,,1.0,,,4.0,2.0,1.0,,,,,,,3.0,2.0,1.0,,,,3.0,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Niklas Hult,,,niklas-hult,N. Hult,M,23,173.0,73,M,49866,EUR,634867200,M,23,23,False,19.0,18.0,,,0.0,10.0,11.0,8.0,8.0,2.0,3.0,,,86.0,37.0,7.2,3.0,0.00665107,0,,,,1.0,5.0,8.0,1.0,,3.0,1.0,,,,,5.0,,,,,,1.0,,2.0,,,,,,,,,2.0,1.0,
12764127,away,IF Elfsborg,Gottfrid Rapp,Gottfrid Rapp,,rapp-gottfrid,G. Rapp,F,20,182.0,69,M,1149094,EUR,1124323200,F,20,20,False,6.0,4.0,,,0.0,3.0,4.0,2.0,4.0,4.0,4.0,,,81.0,27.0,6.8,8.0,0.0696805,0,,2.0,1.0,,5.0,4.0,,2.0,4.0,2.0,,,,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
12764127,away,IF Elfsborg,Jalal Abdullai,,,abdullai-jalal,J. Abdullai,F,14,186.0,269,M,1510577,EUR,1104883200,F,14,14,False,9.0,4.0,,,0.0,3.0,3.0,1.0,6.0,,2.0,,,80.0,17.0,6.5,10.0,0.00290077,1,,,,3.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,0.2882,,,5.0,,1.0,2.0,,,,,,,,,,,2.0
12764127,away,IF Elfsborg,Ahmed Qasem,,,ahmed-qasem,A. Qasem,M,37,183.0,389,M,1101887,EUR,1057968000,F,18,18,False,7.0,5.0,,,0.0,2.0,3.0,3.0,4.0,,1.0,,,90.0,18.0,6.4,8.0,0.00416486,0,,,,,4.0,2.0,,2.0,,,,,,,2.0,1.0,,,,2.0,,4.0,1.0,,,,,,,,,,,
12764127,away,IF Elfsborg,Per Frick,,,per-frick,P. Frick,F,17,182.0,87,M,242174,EUR,703209600,F,17,17,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,,,10.0,3.0,6.4,,0.00027584,0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
12764127,away,IF Elfsborg,Ludvig Richtnér,,,ludvig-richtner,L. Richtner,D,26,191.0,22,M,1652255,EUR,1113091200,D,26,26,True,1.0,,,,0.0,,1.0,,,,,,,9.0,3.0,5.9,2.0,,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12764127,away,IF Elfsborg,Rami Kaib,,,rami-kaib,R. Kaib,M,24,178.0,373,M,834724,EUR,863049600,D,19,19,True,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,,,,9.0,4.0,6.0,1.0,9.172e-05,1,,,,,,,,,,,1.0,,,,,,0.0073,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Eggert Aron Guðmundsson,,,eggert-aron-gudmundsson,Eggert Aron Guðmundsson,M,19,175.0,233,M,1025990,EUR,1076198400,M,11,11,True,1.0,,,,0.0,,,,1.0,,,,,9.0,1.0,6.4,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Emil Holten,,,emil-holten,E. Holten,F,11,195.0,186,M,845352,EUR,839462400,F,12,12,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,9.0,2.0,6.5,1.0,0.00023879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Melker Uppenberg,,,uppenberg-melker,M. Uppenberg,G,1,194.0,8,M,1211886,EUR,1016755200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Marcus Bundgaard Sorensen,,,marcus-bundgaard,M. B. Sorensen,G,16,194.0,31,M,981794,EUR,996969600,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Buhari Ibrahim,,,ibrahim-buhari,I. Buhari,D,29,190.0,121,M,1217910,EUR,1002499200,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Frode Aronsson,,,frode-aronsson,F. Aronsson,D,28,186.0,15,M,1882634,EUR,1130198400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Johan Larsson,,,johan-larsson,J. Larsson,D,13,181.0,63,M,67761,EUR,641865600,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176.0,393,M,227892,EUR,793670400,M,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764127,away,IF Elfsborg,Leo Östman,,,leo-ostman,L. Östman,F,21,179.0,44,M,1800434,EUR,1142380800,F,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
