match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_wasFouled,stat_errorLeadToAGoal,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot
14025240,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197.0,18379,M,RS1,920546,EUR,879811200,G,1,1,False,31.0,25.0,10.0,4.0,0.0,23.0,23.0,2.0,8.0,1.0,1.0,9.0,1.0,1.0,5.0,6.0,90.0,45.0,7.6,6.0,0.00061828,106.1697749416,14.0,67.62,16.8,0.6104,0,0.9463,0.04,0.01,-0.18,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025240,home,Chelsea,Reece James,reece-james,R. James,D,24,180.0,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,62.0,59.0,3.0,3.0,1.0,19.0,19.0,40.0,43.0,,7.0,7.0,,,,,90.0,88.0,8.2,10.0,0.266657,96.375642675212,16.0,1.365,16.905,,2,,0.82,0.17,-0.21,,,,True,8.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,0.1215,3.0,-0.04,,,,,,,,,,,,,,,,
14025240,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190.0,14453,M,yungchalobah,826134,EUR,931132800,D,23,23,False,75.0,70.0,4.0,1.0,0.0,36.0,36.0,34.0,39.0,3.0,4.0,6.0,1.0,,,,90.0,78.0,6.2,5.0,0.00877755,126.62755038525,21.0,21.0,9.975,,0,,0.22,0.03,-0.35,,,,,,,,,,,,,,,,,,5.0,7.0,1.0,1.0,,,,,,,,,,,,
14025240,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194.0,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,82.0,77.0,11.0,8.0,0.0,44.0,45.0,33.0,37.0,2.0,4.0,3.0,1.0,,,,90.0,90.0,6.4,5.0,0.0196465,138.07256013183,24.0,64.89,13.335,,0,,0.34,0.09,-0.7,,,,,,,,,,4.0,2.0,1.0,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
14025240,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175.0,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,34.0,30.0,1.0,1.0,0.0,6.0,8.0,24.0,26.0,1.0,4.0,4.0,,,,,69.0,46.0,6.9,7.0,0.0454821,93.220577655481,11.0,80.745,23.205,,0,,0.19,0.33,-0.13,,,,,2.0,1.0,,,,,2.0,2.0,1.0,2.0,,1.0,,,,,1.0,,40.946201683209,2.0,,,,,,,,,
14025240,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178.0,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,66.0,62.0,9.0,6.0,0.0,17.0,17.0,45.0,49.0,2.0,4.0,10.0,6.0,,,,90.0,75.0,7.1,5.0,0.0565986,124.86682680414,16.0,17.22,13.545,,1,,0.46,0.06,-0.06,,,,,,,,,1.0,,,2.0,1.0,1.0,0.0565,1.0,0.01,,7.0,1.0,,,,,2.0,,,,,,,,
14025240,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177.0,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,43.0,39.0,3.0,2.0,0.0,14.0,16.0,25.0,27.0,,7.0,5.0,4.0,,,,90.0,58.0,7.2,8.0,0.2777,132.40159971001,19.0,31.185,9.765,,2,,0.31,0.11,0.36,,,,,,,,1.0,1.0,,1.0,4.0,4.0,3.0,0.2007,1.0,-0.33,2.0,7.0,,3.0,,,,,1.0,,,,,,,
14025240,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172.0,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,46.0,38.0,1.0,,0.0,11.0,13.0,27.0,33.0,,2.0,3.0,,,,,90.0,68.0,6.5,24.0,0.172811,308.21674455054,33.0,111.405,25.305,,1,,0.25,0.24,-0.23,,,,,9.0,1.0,1.0,,1.0,,,1.0,,6.0,0.0282,2.0,-0.07,,3.0,2.0,,,112.19995985178,6.0,,2.0,1.0,,,,,,
14025240,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185.0,363781,M,ColdPalmer,982780,EUR,1020643200,M,10,10,False,29.0,23.0,1.0,1.0,0.0,6.0,6.0,17.0,23.0,,3.0,4.0,,,,,72.0,45.0,6.7,12.0,0.0511868,153.15872786795,12.0,122.325,37.485,,3,,-0.8,0.74,-0.04,,,,,3.0,,,1.0,1.0,,2.0,1.0,,,0.2109,,-0.1,,3.0,,1.0,,112.98570874325,6.0,,1.0,1.0,3.0,1.0,0.0541,,,
14025240,home,Chelsea,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180.0,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,False,28.0,24.0,2.0,2.0,0.0,3.0,3.0,21.0,25.0,,3.0,3.0,2.0,,,,69.0,38.0,7.1,9.0,0.161279,254.27512568157,23.0,176.295,27.09,,1,,0.19,0.49,-0.07,,,,,4.0,,,1.0,,,,2.0,2.0,1.0,0.0247,2.0,-0.22,,2.0,,1.0,,151.31413243164,8.0,,,,,,,,,
14025240,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182.0,97251,M,joaopedro,975079,EUR,1001462400,F,20,20,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,2.0,5.0,1.0,1.0,,,,69.0,18.0,7.7,6.0,0.0200361,5.0112373721467,1.0,-4.41,-4.41,,3,,0.06,0.0,0.13,,,,,,,,,1.0,1.0,,2.0,2.0,3.0,1.4417,,0.45,1.0,1.0,,,,,,,1.0,1.0,,2.0,1.3728,1.0,1.0,
14025240,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179.0,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,12.0,10.0,,,0.0,5.0,5.0,5.0,7.0,,3.0,2.0,,,,,21.0,18.0,6.7,4.0,0.0293757,40.678093511161,6.0,7.35,10.08,,0,,0.17,0.04,-0.09,,,,,1.0,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
