match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_challengeLost,stat_totalOffside,stat_keyPass,captain,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyWon,stat_bigChanceCreated
13473357,home,Sport Recife,Caíque França,caique-franca,C. França,G,22,186,465,M,799667,EUR,802137600,G,22,22,False,24.0,17.0,9.0,4.0,0.0,14.0,18.0,3.0,6.0,5.0,2.0,2.0,2.0,90.0,29.0,6.8,8.0,0.00063771,0,0.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Diogo Hereda,diogo-hereda,D. Hereda,D,32,178,202,M,981295,EUR,906249600,D,32,32,False,8.0,6.0,,,0.0,4.0,5.0,2.0,3.0,2.0,,,,29.0,21.0,6.7,4.0,0.00061371,1,,1.0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,João Silva,joao-silva,J. Silva,D,44,187,283,M,1068519,EUR,916272000,D,6,6,False,40.0,32.0,9.0,7.0,0.0,24.0,27.0,8.0,13.0,3.0,,,,90.0,50.0,7.0,9.0,0.00845444,1,,,,5.0,,,,,1.0,,1.0,0.0621,,,3.0,1.0,5.0,1.0,0.5891,,,,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Chico,chico,Chico,D,4,188,327,M,877904,EUR,905731200,D,44,44,False,34.0,29.0,7.0,4.0,0.0,18.0,20.0,11.0,14.0,1.0,,,,90.0,53.0,6.5,5.0,0.00585648,0,,1.0,3.0,4.0,,,,,2.0,1.0,1.0,,,,1.0,,11.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183,303,M,874195,EUR,736214400,D,16,16,False,36.0,29.0,4.0,,0.0,12.0,12.0,17.0,24.0,7.0,,,,90.0,57.0,6.9,15.0,0.039926,0,,3.0,6.0,9.0,,1.0,,,4.0,4.0,4.0,,,,1.0,,3.0,1.0,,,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,
13473357,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,10,10,False,33.0,28.0,6.0,6.0,1.0,7.0,9.0,21.0,24.0,5.0,,,,83.0,57.0,7.4,12.0,0.24523,0,,,7.0,5.0,1.0,1.0,,,1.0,1.0,4.0,,,,,,2.0,2.0,,1.0,,2.0,5.0,3.0,,4.0,True,2.0,,,,,,,,,,
13473357,home,Sport Recife,Du Queiroz,du-queiroz,D. Queiroz,M,37,172,752,M,1128129,EUR,947203200,M,37,37,False,22.0,16.0,,,0.0,6.0,8.0,10.0,14.0,3.0,,,,78.0,34.0,6.2,12.0,0.0669467,1,,2.0,7.0,2.0,,6.0,2.0,1.0,,,,0.0637,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184,617,M,832662,EUR,821577600,M,14,14,False,47.0,42.0,4.0,3.0,0.0,32.0,35.0,10.0,12.0,5.0,,,,90.0,57.0,6.8,7.0,0.00446329,1,,1.0,5.0,6.0,1.0,,,1.0,4.0,4.0,1.0,0.0676,,,1.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,991493,EUR,707443200,M,27,27,False,48.0,37.0,12.0,6.0,0.0,14.0,17.0,23.0,31.0,7.0,,,,90.0,66.0,7.0,20.0,0.020845,2,,,3.0,5.0,1.0,,,1.0,3.0,3.0,2.0,0.0843,,,,,,2.0,,,,2.0,6.0,,,,,,1.0,1.0,,,,,,,,
13473357,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178,1164,M,1035765,EUR,994291200,M,30,30,False,21.0,14.0,2.0,1.0,0.0,3.0,3.0,11.0,18.0,3.0,,,,83.0,37.0,7.2,15.0,0.00901637,3,,1.0,3.0,,,1.0,,1.0,,,,0.1992,,,,1.0,,4.0,0.0329,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,
13473357,home,Sport Recife,Pablo,pablo,Pablo,F,92,185,909,M,374486,EUR,709257600,F,92,92,False,19.0,12.0,1.0,,0.0,3.0,3.0,9.0,16.0,1.0,,,,78.0,30.0,6.7,11.0,0.0405987,0,,1.0,3.0,5.0,,1.0,,,1.0,1.0,3.0,,,,1.0,,2.0,3.0,,,,2.0,,,,1.0,,,,,,,,,,,,
13473357,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,33,33,True,15.0,13.0,1.0,,0.0,7.0,9.0,6.0,6.0,1.0,,,,61.0,33.0,6.2,4.0,0.00579806,0,,,3.0,4.0,1.0,,,,2.0,1.0,,,,,2.0,,4.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13473357,home,Sport Recife,Fabricio Domínguez,fabricio-dominguez,F. Domínguez,M,2,177,626,M,939934,EUR,898646400,M,8,8,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,12.0,4.0,6.4,2.0,0.00051455,0,,1.0,2.0,2.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
