match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_totalOffside,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12448308,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188.0,97,M,242313,EUR,771465600,G,13,13,False,51.0,38.0,23.0,10.0,0.0,34.0,39.0,4.0,12.0,1.0,7.0,1.0,4.0,7.0,2.0,2.0,90.0,65.0,8.0,13.0,0.0139436,0,1.8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448308,home,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,180.0,1946,M,962056,EUR,1014940800,D,15,15,False,38.0,34.0,1.0,,0.0,16.0,17.0,18.0,21.0,,1.0,,,,,,80.0,49.0,6.8,5.0,0.00934626,0,,15,1.0,1.0,2.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448308,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,191.0,83,M,847072,EUR,886118400,D,4,4,False,74.0,65.0,4.0,2.0,0.0,50.0,54.0,15.0,20.0,12.0,5.0,,,,,,90.0,93.0,7.0,9.0,0.0117089,0,,4,3.0,,4.0,3.0,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12448308,home,SC Heerenveen,Nikolai Soyset Hopland,hopland-nikolai-soyset,N. S. Hopland,D,186.0,224,M,1121247,EUR,1090627200,D,17,17,False,88.0,81.0,5.0,3.0,0.0,52.0,56.0,29.0,32.0,5.0,6.0,,,,,,90.0,108.0,7.2,8.0,0.119048,1,,17,2.0,2.0,4.0,6.0,,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,0.0158,,,,,,,,,,,,,,
12448308,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168.0,173,M,794998,EUR,894067200,D,11,11,False,90.0,84.0,5.0,2.0,0.0,49.0,50.0,37.0,47.0,2.0,7.0,,,,,,90.0,117.0,7.3,13.0,0.114739,0,,27,2.0,,5.0,3.0,,1.0,1.0,3.0,,,,,2.0,1.0,,1.0,1.0,,True,7.0,2.0,2.0,3.0,,,,,,,,,
12448308,home,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,179.0,71,M,1126965,EUR,1057363200,M,21,21,False,62.0,56.0,2.0,1.0,0.0,29.0,29.0,27.0,33.0,1.0,6.0,,,,,,90.0,83.0,6.8,10.0,0.0373675,3,,22,2.0,,6.0,3.0,,,,1.0,3.0,1.0,,,2.0,1.0,2.0,2.0,2.0,0.2955,,,,2.0,1.0,1.0,,,,,,,,
12448308,home,SC Heerenveen,Amara Condé,amara-conde,A. Condé,M,173.0,86,M,817978,EUR,852508800,M,6,6,False,37.0,31.0,,,0.0,14.0,14.0,17.0,23.0,1.0,3.0,,,,,,90.0,50.0,6.6,10.0,0.0599626,1,,6,1.0,1.0,7.0,4.0,2.0,2.0,2.0,,,,,,1.0,1.0,,2.0,,0.0291,,,,4.0,1.0,1.0,,,,,,,,
12448308,home,SC Heerenveen,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,180.0,3825,M,331837,EUR,745027200,M,30,30,False,53.0,34.0,4.0,1.0,0.0,3.0,5.0,31.0,49.0,2.0,4.0,,,,,,90.0,78.0,6.9,27.0,0.0805466,2,,27,6.0,6.0,13.0,10.0,1.0,,,,2.0,2.0,,,4.0,2.0,,3.0,2.0,0.0921,,1.0,,2.0,2.0,2.0,alirezajb,1.0,,,,,,
12448308,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,175.0,135,M,1133678,EUR,1048550400,M,14,14,False,32.0,25.0,6.0,3.0,0.0,13.0,15.0,12.0,19.0,,3.0,,,,,,90.0,47.0,6.3,18.0,0.0299907,1,,14,1.0,1.0,6.0,2.0,2.0,1.0,1.0,,,1.0,Levi Smans,,2.0,,,4.0,,0.0377,,2.0,,,1.0,,,,1.0,1.0,0.3543,,,
12448308,home,SC Heerenveen,Jacob Trenskow,trenskow-jacob,J. Trenskow,M,178.0,432,M,1015627,EUR,975196800,M,20,20,False,32.0,23.0,,,0.0,6.0,8.0,17.0,24.0,2.0,6.0,,,,,,90.0,42.0,6.6,11.0,0.102679,2,,20,2.0,2.0,6.0,2.0,1.0,,,,,,,,1.0,,,,,0.0653,,,,2.0,1.0,1.0,,1.0,1.0,,0.6156,,,
