match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_errorLeadToAGoal,stat_hitWoodwork,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_outfielderBlock,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
11067352,home,Cuiabá,João Carlos,joao-carlos,J. Carlos,G,12,190,52,M,795227,EUR,576288000,G,21,21,False,12.0,12.0,5.0,5.0,9.0,9.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,90.0,18.0,6.2,0.00159591,0,-0.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067352,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,46.0,41.0,4.0,3.0,12.0,15.0,30.0,33.0,1.0,6.0,,,,90.0,70.0,7.0,0.0649033,0,,,,2.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,9.0,2.0,,,,,,,,,,,,,,,,,
11067352,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,67.0,58.0,9.0,4.0,41.0,47.0,17.0,20.0,3.0,10.0,,,,90.0,72.0,6.6,0.00946408,0,,,,,,,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,9.0,2.0,True,,,,,,,,,,,,,,,,
11067352,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,79.0,74.0,6.0,3.0,45.0,48.0,29.0,32.0,1.0,5.0,,,,90.0,86.0,6.8,0.0371932,1,,,,1.0,,2.0,2.0,2.0,5.0,,,,,,2.0,,,,6.0,,,1.0,1.0,0.0162,,,,,,,,,,,,,
11067352,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,29.0,24.0,3.0,1.0,13.0,13.0,12.0,19.0,2.0,4.0,,,,80.0,54.0,6.0,0.105118,0,,,,3.0,1.0,,1.0,3.0,3.0,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,11.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
11067352,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,24.0,21.0,2.0,1.0,11.0,11.0,11.0,16.0,,5.0,,,,65.0,37.0,6.3,0.0840773,1,,Denilson,,3.0,1.0,1.0,1.0,7.0,1.0,,4.0,,,1.0,,,2.0,2.0,11.0,1.0,,1.0,,0.0108,,1.0,,,,,,,,,,,
11067352,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,17.0,12.0,3.0,1.0,6.0,7.0,6.0,10.0,1.0,1.0,,,,80.0,23.0,6.6,0.00229938,1,,,,,,2.0,,4.0,3.0,,,1.0,1.0,1.0,2.0,1.0,,2.0,5.0,,,1.0,,0.0172,,,R14niele,,,,,,,,,,
11067352,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,31,31,False,6.0,4.0,,,3.0,5.0,1.0,1.0,,,,,,33.0,8.0,6.5,0.00067392,0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,
11067352,home,Cuiabá,Clayson,clayson,Clayson,M,29,166,372,M,811308,EUR,795571200,F,29,29,False,33.0,26.0,2.0,2.0,7.0,8.0,20.0,31.0,,2.0,,,,90.0,56.0,7.5,0.152864,4,,,,6.0,1.0,1.0,,3.0,5.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,16.0,2.0,,,3.0,0.2755,,,,3.0,1.0,0.0482,,,,,,,
11067352,home,Cuiabá,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,16,16,False,16.0,12.0,2.0,1.0,4.0,4.0,8.0,12.0,,1.0,,,,90.0,27.0,7.1,0.138613,4,,,,,,1.0,2.0,3.0,5.0,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,7.0,1.0,,1.0,1.0,0.216,,,,2.0,1.0,0.0599,,,,,,,
11067352,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,False,17.0,15.0,,,7.0,7.0,8.0,11.0,,3.0,,,,65.0,30.0,6.2,0.0334115,0,,,,1.0,,1.0,,8.0,1.0,,2.0,2.0,,,,,5.0,4.0,12.0,,,,1.0,,,,,,,,,,,,,,
11067352,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,True,38.0,31.0,7.0,3.0,6.0,6.0,26.0,35.0,,1.0,,,,57.0,51.0,6.6,0.105905,1,,,,3.0,1.0,,,2.0,3.0,2.0,,,,,2.0,,2.0,,11.0,,,,1.0,0.0146,,,,1.0,,,,,,,,,
11067352,home,Cuiabá,Wellington Silva,wellington-silva,Wellington Silva,M,37,170,241,M,121264,EUR,726278400,M,11,11,True,14.0,13.0,,,,,13.0,17.0,,1.0,,,,25.0,24.0,6.0,0.0446372,0,,,,3.0,,,,4.0,,1.0,1.0,1.0,,,,,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,
11067352,home,Cuiabá,Filipe Augusto,filipe-augusto,Filipe Augusto,M,6,182,119,M,254561,EUR,745113600,M,5,5,True,36.0,34.0,1.0,1.0,5.0,5.0,29.0,31.0,,1.0,,,,25.0,40.0,6.4,0.0650005,0,,,,,,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,1.0,,4.0,2.0,,,1.0,,,,,,,,,,,,,,
