match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyMiss,captain,stat_goalAssist,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
10408555,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,26.0,18.0,13.0,5.0,14.0,14.0,4.0,12.0,2.0,9.0,1.0,2.0,2.0,2.0,90.0,39.0,6.6,9.0,0.0,0.0,0.00195014,0,-0.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Mario Hernández,,,mario-hernandez,M. Hernández,D,,177,20,M,900671,EUR,917222400,D,2,2,False,22.0,18.0,1.0,,7.0,8.0,11.0,15.0,,1.0,,,,,65.0,35.0,5.9,7.0,0.0,0.0,0.0126138,0,,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,50.0,38.0,17.0,8.0,25.0,28.0,13.0,23.0,2.0,5.0,,,,,90.0,61.0,6.7,15.0,0.5534,0.0,0.00899347,3,,1.0,1.0,3.0,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Alejandro Catena,,,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,52.0,41.0,8.0,4.0,26.0,29.0,15.0,23.0,3.0,3.0,,,,,90.0,56.0,6.2,11.0,0.0,0.0,0.205867,0,,,4.0,,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10408555,home,Rayo Vallecano,Fran García,,,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,28.0,21.0,8.0,3.0,8.0,11.0,13.0,21.0,1.0,7.0,,,,,90.0,53.0,6.4,16.0,0.0,0.0,0.00538988,0,,4.0,3.0,2.0,,,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,frangarci11,1.0,,,,,,,,,
10408555,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,35.0,29.0,3.0,,17.0,18.0,12.0,17.0,1.0,8.0,,,,,90.0,47.0,6.8,6.0,0.0,0.0,0.00895189,0,,,6.0,6.0,3.0,,,1.0,3.0,2.0,2.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,37.0,29.0,2.0,1.0,8.0,10.0,21.0,27.0,,2.0,,,,,79.0,48.0,6.7,10.0,0.0493,0.0,0.0264928,1,,,4.0,8.0,2.0,,2.0,,1.0,1.0,2.0,2.0,,3.0,,1.0,,,,2.0,,,,,2.0,,,,,,,,,
10408555,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,29.0,25.0,3.0,1.0,4.0,4.0,23.0,28.0,3.0,10.0,,,,,80.0,47.0,7.3,9.0,0.8565,0.4112,0.134046,4,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,,,3.0,,,3.0,1.0,2.0,,,,1.0,3.0,,,,,2.0,2.0,1.0,1.0,,,,,
10408555,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,25.0,22.0,1.0,1.0,6.0,7.0,16.0,18.0,,3.0,,,,,57.0,37.0,7.7,8.0,0.1804,0.5638,0.464264,2,,,8.0,4.0,1.0,4.0,4.0,,1.0,1.0,,2.0,,,,,1.0,,,,4.0,1.0,,,3.0,,1.0,1.0,,True,1.0,,,
10408555,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,22.0,13.0,3.0,,1.0,3.0,14.0,23.0,1.0,7.0,,,,,90.0,41.0,7.4,12.0,0.0999,0.0,0.121503,1,,4.0,3.0,5.0,2.0,,1.0,4.0,1.0,,3.0,1.0,,,,1.0,,,,1.0,2.0,,,,1.0,2.0,,,,,,1.0,,
10408555,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,False,19.0,14.0,,,3.0,4.0,11.0,15.0,,2.0,,,,,65.0,26.0,7.1,7.0,0.0917,0.0,0.0498427,2,,,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,1.0,,,
10408555,home,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,25,25,True,4.0,1.0,1.0,,,,1.0,4.0,,1.0,,,,,33.0,8.0,6.8,3.0,0.0414,0.0,0.187669,1,,,1.0,5.0,,,,,,,3.0,1.0,1.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10408555,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,True,10.0,5.0,3.0,1.0,1.0,3.0,4.0,7.0,,1.0,,,,,25.0,15.0,6.8,6.0,0.0,0.0,0.00983049,0,,,2.0,4.0,,,,,1.0,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,8.0,7.0,1.0,1.0,4.0,4.0,3.0,5.0,,,,,,,25.0,11.0,6.5,4.0,0.0,0.0,0.00232408,0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Salvi Sánchez,,,salvi-sanchez,S. Sánchez,M,25,175,62,M,811493,EUR,670291200,M,14,14,True,3.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,,11.0,6.0,6.4,2.0,0.0785,0.0,0.00145702,1,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,True,5.0,4.0,,,2.0,3.0,2.0,2.0,,,,,,,10.0,5.0,6.3,1.0,0.0,0.0,0.00144805,0,,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Diego López,,,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Mario Suárez,,,mario-suarez,M. Suárez,D,,185,38,,14046,EUR,541123200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Esteban Saveljich,,,esteban-saveljich,E. A. Saveljich,D,24,187,42,M,249393,EUR,674697600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Andrés Martín,,,andres-martin,A. Martín,M,11,178,944,M,922939,EUR,931651200,F,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408555,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Falcao,,,,,,,,,,
