match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_totalCross,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_totalOffside,stat_lastManTackle,stat_goodHighClaim,stat_clearanceOffLine,stat_goalAssist,stat_goals
10385414,home,Tottenham Hotspur,Hugo Lloris,hugo-lloris,H. Lloris,G,1,188,5077,M,LlorisH,9048,EUR,535939200,G,1,1,False,True,11.0,11.0,2.0,2.0,11.0,11.0,1.0,1.0,4.0,1.0,2.0,90.0,16.0,5.4,0.0,0.0,3.36e-05,0,-1.2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385414,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,,84.0,80.0,5.0,4.0,40.0,41.0,6.0,,10.0,,,90.0,94.0,6.4,0.0,0.0,0.0232406,0,,,,40.0,43.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,
10385414,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,False,,69.0,62.0,7.0,3.0,34.0,38.0,3.0,,7.0,,,90.0,83.0,6.5,0.0,0.0,0.0305381,0,,,,28.0,32.0,1.0,1.0,1.0,1.0,,,3.0,3.0,2.0,1.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,
10385414,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,,64.0,55.0,5.0,3.0,25.0,30.0,4.0,,4.0,,,90.0,77.0,6.4,0.0,0.0,0.0221411,0,,,,30.0,36.0,1.0,1.0,4.0,1.0,1.0,,1.0,,1.0,1.0,14.0,2.0,,3.0,1.0,,,,,,,,,,,,,,
10385414,home,Tottenham Hotspur,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,,143047,EUR,695520000,M,2,2,False,,42.0,40.0,3.0,2.0,16.0,16.0,2.0,,3.0,,,80.0,61.0,6.8,0.077,0.0,0.0222912,1,,,,25.0,28.0,1.0,,2.0,1.0,2.0,2.0,,,1.0,,5.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
10385414,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,38,38,False,,77.0,66.0,3.0,2.0,16.0,19.0,3.0,,6.0,,,80.0,82.0,7.0,0.0,0.0,0.0680533,0,,,,51.0,59.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,2.0,11.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
10385414,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,False,,77.0,66.0,6.0,2.0,21.0,22.0,4.0,,5.0,,,88.0,90.0,6.9,0.0,0.0,0.0515826,0,,,,45.0,55.0,,2.0,5.0,2.0,,,1.0,2.0,1.0,2.0,14.0,,1.0,3.0,2.0,,,,1.0,,,,,,,,,,
10385414,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,ivanperisic444,38710,EUR,602380800,M,14,14,False,,35.0,24.0,1.0,,6.0,8.0,2.0,1.0,4.0,,,88.0,60.0,6.6,0.23,0.0,0.230099,1,,,,18.0,33.0,,1.0,5.0,,,,,1.0,3.0,1.0,22.0,6.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
10385414,home,Tottenham Hotspur,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,bryan11gil,910026,EUR,981849600,F,11,11,False,,21.0,15.0,4.0,2.0,4.0,6.0,6.0,2.0,1.0,,,63.0,32.0,6.4,0.0,0.0,0.0103737,0,,,,11.0,16.0,1.0,,2.0,1.0,3.0,1.0,,,2.0,,12.0,1.0,,,,,,,1.0,,,1.0,,,,,,,
10385414,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,HurriKane,108579,EUR,743817600,F,10,10,False,,20.0,13.0,2.0,,6.0,7.0,3.0,,2.0,,,90.0,35.0,6.9,0.2877,0.0,0.019896,2,,,,7.0,14.0,,1.0,6.0,1.0,1.0,,1.0,,,1.0,10.0,1.0,,1.0,1.0,,,,,,1.0,4.0,1.0,,,,,,
