match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_penaltyWon,stat_totalOffside
14844296,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,1,1,False,31.0,28.0,8.0,6.0,0.0,27.0,29.0,1.0,2.0,3.0,8.0,1.0,1.0,4.0,4.0,90.0,40.0,5.8,3.0,0.00042237,119.86228821337,15.0,71.925,9.24,0.0026,0,-1.8441,0.03,0.1,-0.28,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844296,home,Como,Ignace Van der Brempt,ignace-van-der-brempt,I. V. d. Brempt,D,77,187,738,M,989186,EUR,1017619200,D,77,77,False,58.0,53.0,1.0,,0.0,27.0,29.0,26.0,29.0,2.0,4.0,,,,,90.0,79.0,6.3,8.0,0.0381027,255.7221422088,26.0,169.68,40.95,,1,,0.24,0.3,-0.53,,,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0592,135.253240478,6.0,-0.3,,,,,,,,,,,,,,,,,,,,,,
14844296,home,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,1403348,EUR,1104969600,D,14,14,False,90.0,86.0,1.0,1.0,0.0,40.0,42.0,46.0,48.0,7.0,1.0,,,,,90.0,108.0,6.2,7.0,0.0267109,213.88714786423,26.0,158.97,16.905,,1,,0.24,0.13,-0.51,,,,1.0,4.0,4.0,8.0,5.0,,1.0,,,,1.0,0.0636,,,-0.13,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14844296,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,41.0,40.0,3.0,2.0,0.0,33.0,33.0,7.0,8.0,3.0,,,,,,45.0,47.0,7.0,1.0,0.00297578,76.517180460596,11.0,25.725,17.745,,2,,0.08,0.04,-0.51,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,0.4515,,,0.49,,,,,1.0,1.0,1.0,0.6635,1.0,,,,,,,,,,,,,
14844296,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,229740,EUR,710294400,D,18,18,False,65.0,58.0,1.0,,0.0,27.0,29.0,31.0,36.0,,6.0,,,,,76.0,76.0,6.3,13.0,0.0513564,158.26688807194,21.0,57.54,19.11,,0,,0.3,0.13,-0.36,,,,2.0,,,3.0,1.0,,,1.0,1.0,2.0,1.0,,19.241300267913,1.0,,,2.0,,,,,,,4.0,,,,,,,,,,,,,
14844296,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,93.0,87.0,2.0,2.0,0.0,39.0,41.0,48.0,52.0,1.0,1.0,,,,,90.0,106.0,6.7,12.0,0.0752515,244.90964554612,31.0,116.76,18.795,,1,,0.18,0.35,-0.26,,Maximo Perrone,,1.0,,,3.0,3.0,1.0,1.0,2.0,,5.0,1.0,0.0321,71.889874749342,4.0,-0.11,2.0,,,,,,,,2.0,maxiperrone16,1.0,1.0,,,,,,,,,,
14844296,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,56.0,52.0,4.0,2.0,0.0,21.0,21.0,31.0,35.0,,6.0,,,,,60.0,66.0,6.4,9.0,0.0314085,173.59687408997,27.0,62.055,14.07,,2,,0.05,0.29,-0.1,,,,5.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,0.6641,15.370629264933,1.0,-0.63,,,,,1.0,,,0.2099,,,1.0,1.0,True,1.0,1.0,,,,,,,
14844296,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,31,31,False,37.0,36.0,1.0,1.0,0.0,14.0,14.0,22.0,23.0,,2.0,,,,,66.0,50.0,6.8,9.0,0.306743,205.51112294404,16.0,5.3550000000001,12.6,,0,,0.49,0.02,-0.11,,,,5.0,1.0,,3.0,,,,,,2.0,,,10.461579421866,1.0,,,2.0,,,,,,,1.0,,,,,2.0,,1.0,,,,,,
14844296,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,M,10,10,False,51.0,48.0,1.0,,0.0,24.0,24.0,24.0,27.0,,3.0,,,,,90.0,84.0,7.2,12.0,0.284714,159.69135821352,20.0,94.185,21.105,,8,,0.36,0.24,-0.13,,,,3.0,,,5.0,7.0,3.0,,5.0,2.0,1.0,,0.4262,24.329567217688,1.0,0.02,,2.0,1.0,,4.0,,,1.3198,2.0,nicopaz1o,5.0,2.0,,1.0,,,1.0,,,,,
14844296,home,Como,Martin Baturina,martin-baturina,M. Baturina,M,20,172,10490,M,1090019,EUR,1045353600,M,20,20,False,30.0,28.0,1.0,1.0,1.0,11.0,12.0,17.0,18.0,,3.0,,,,,60.0,47.0,7.2,11.0,0.512855,144.38628959557,17.0,37.275,14.175,,0,,0.49,0.19,-0.15,,,,4.0,,1.0,7.0,4.0,,2.0,,,,,,28.573895228678,3.0,,1.0,4.0,,2.0,,,,,3.0,martinbaturina,3.0,1.0,,1.0,,1.0,,,,,,
14844296,home,Como,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,11,11,False,13.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,9.0,,,,,,,90.0,21.0,6.3,7.0,0.006999,53.085739588668,5.0,25.62,11.235,,1,,-0.18,-0.61,-0.01,,,,,,,2.0,,,,,,4.0,,0.0739,,,0.14,,2.0,,,1.0,,,0.6005,1.0,,,,,,,,,,,,,
14844296,home,Como,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,604232,EUR,732153600,D,34,34,True,30.0,28.0,,,0.0,16.0,17.0,12.0,13.0,1.0,4.0,,,,,45.0,35.0,6.3,2.0,0.00566947,81.422469575153,11.0,53.97,10.395,,0,,0.09,0.07,-0.34,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
