match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,captain,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10407041,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,37.0,13.0,31.0,8.0,7.0,12.0,6.0,25.0,1.0,1.0,1.0,1.0,12.0,1.0,3.0,2.0,2.0,1.0,90.0,49.0,6.6,26.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407041,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,,961902,EUR,1011571200,D,28,28,False,18.0,13.0,,,8.0,10.0,7.0,12.0,1.0,5.0,3.0,,7.0,,,,,,88.0,44.0,6.6,14.0,,3,4.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10407041,home,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,,541350,EUR,837648000,D,2,2,False,39.0,16.0,12.0,2.0,4.0,17.0,12.0,22.0,2.0,3.0,4.0,1.0,9.0,,,,,,90.0,69.0,6.2,25.0,,0,,,5.0,,,,,,,1.0,,,,,,1.0,4.0,,,,,,,,,,
10407041,home,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183,29,M,,51622,EUR,597542400,D,25,25,False,44.0,25.0,12.0,,21.0,29.0,4.0,15.0,5.0,8.0,6.0,5.0,9.0,,,,,,90.0,60.0,6.8,20.0,,0,,,4.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,
10407041,home,RC Sporting Charleroi,Mehdi Boukamir,mehdi-boukamir,M. Boukamir,D,32,188,1014,M,,1131463,EUR,1075075200,D,32,32,False,33.0,22.0,3.0,,18.0,24.0,4.0,9.0,1.0,2.0,,2.0,9.0,,,,,,90.0,55.0,6.7,11.0,,0,,,5.0,,,,,,,,,,1.0,Mehdi Boukamir,,4.0,1.0,2.0,,,,,,,,,
10407041,home,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,joriskayembe23,354046,EUR,776304000,D,12,12,False,34.0,19.0,7.0,2.0,7.0,11.0,13.0,29.0,2.0,9.0,1.0,2.0,10.0,,,,,,90.0,66.0,6.8,28.0,1.0,1,6.0,1.0,6.0,1.0,4.0,2.0,,1.0,,2.0,1.0,3.0,3.0,,,1.0,,,2.0,,,,,,,,
10407041,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,,845344,EUR,929404800,M,18,18,False,20.0,14.0,3.0,2.0,5.0,7.0,9.0,13.0,3.0,5.0,4.0,,1.0,,,,,,72.0,31.0,6.6,6.0,,0,,,10.0,,,,,,,1.0,1.0,,1.0,,,10.0,,,,,,,,,,,
10407041,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,60.0,41.0,3.0,3.0,17.0,23.0,24.0,37.0,2.0,5.0,2.0,1.0,7.0,,,,,,90.0,78.0,7.1,26.0,2.0,0,,,9.0,3.0,2.0,,,,,2.0,2.0,2.0,1.0,,,4.0,,,,1.0,1.0,,,,,,
10407041,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,,358198,EUR,806716800,M,26,26,False,58.0,44.0,7.0,4.0,21.0,24.0,23.0,34.0,1.0,4.0,2.0,2.0,10.0,,,,,,90.0,72.0,6.8,17.0,1.0,0,,,3.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,,True,,,,,
10407041,home,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1509,M,,359350,EUR,826416000,F,8,8,False,16.0,11.0,2.0,1.0,3.0,7.0,8.0,9.0,,,,,2.0,,,,,,45.0,22.0,6.4,9.0,,0,,,3.0,2.0,,,,,,,,2.0,,,,1.0,,,,,,,1.0,,,,
10407041,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,,789000,EUR,826243200,F,7,7,False,14.0,7.0,2.0,1.0,3.0,6.0,6.0,12.0,1.0,4.0,,1.0,1.0,,,,,,79.0,26.0,8.2,11.0,1.0,2,4.0,2.0,3.0,2.0,1.0,1.0,,2.0,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,
