match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_dispossessed,player_sofascoreId,stat_totalCross,stat_wasFouled,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
10411402,home,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1322,M,176301,EUR,705456000,G,57,57,False,19.0,7.0,14.0,2.0,5.0,6.0,2.0,13.0,1.0,1.0,4.0,7.0,4.0,3.0,1.0,1.0,90.0,33.0,6.5,12.0,0.0,0.0,0.00035972,0,-0.6936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,82943,EUR,655516800,D,2,2,False,49.0,31.0,12.0,4.0,20.0,25.0,11.0,24.0,1.0,7.0,6.0,5.0,,,,,90.0,66.0,7.8,18.0,0.1993,0.0389,0.00884606,1,,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,32.0,24.0,3.0,1.0,22.0,24.0,2.0,8.0,3.0,4.0,4.0,6.0,,,,,74.0,42.0,6.9,10.0,0.0,0.0,0.0003845,0,,,3.0,4.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,52.0,41.0,3.0,1.0,32.0,37.0,9.0,15.0,5.0,7.0,5.0,4.0,,,,,90.0,72.0,7.4,14.0,0.0,0.0,0.0233649,0,,,,2.0,,,,1.0,5.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1471,M,842364,EUR,864086400,M,3,3,False,26.0,19.0,1.0,,11.0,15.0,8.0,11.0,,,4.0,3.0,,,,,82.0,41.0,6.4,11.0,0.0,0.0,0.0043742,0,,,1.0,5.0,2.0,,,1.0,2.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
10411402,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,28.0,23.0,1.0,,9.0,12.0,14.0,17.0,,7.0,2.0,3.0,,,,,89.0,47.0,6.8,11.0,0.0,0.0,0.00540899,0,,,,3.0,,,,1.0,,1.0,1.0,,1.0,,,5.0,4.0,2.0,ederson99,1.0,2.0,,,,,,,,,,,,
10411402,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,32.0,24.0,6.0,1.0,13.0,18.0,11.0,14.0,1.0,4.0,1.0,6.0,,,,,90.0,43.0,6.7,8.0,0.0422,0.0,0.0286159,1,,,1.0,6.0,2.0,,,1.0,1.0,3.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
10411402,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,M,7,7,False,38.0,26.0,7.0,2.0,11.0,13.0,18.0,31.0,,5.0,,5.0,,,,,90.0,61.0,7.5,20.0,0.1096,0.2547,0.346325,2,,,2.0,7.0,,1.0,1.0,,,2.0,2.0,3.0,3.0,,,3.0,2.0,1.0,teunkoopmeiners,6.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,,
10411402,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,26.0,22.0,3.0,2.0,13.0,13.0,9.0,14.0,,6.0,,6.0,,,,,90.0,45.0,6.9,6.0,0.0,0.0,0.00606963,0,,,2.0,4.0,,,,,,4.0,4.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,
10411402,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,88,88,False,28.0,20.0,2.0,1.0,13.0,19.0,7.0,9.0,2.0,5.0,2.0,9.0,,,,,82.0,42.0,7.4,12.0,0.3233,0.316,0.00280947,2,,,3.0,6.0,1.0,1.0,1.0,,2.0,,,,2.0,,,3.0,2.0,1.0,pasalicmario,,1.0,1.0,,,,,,,,,,,
10411402,home,Atalanta,Duván Zapata,duvan-zapata,D. Zapata,F,91,189,6003,M,38162,EUR,670464000,F,91,91,False,10.0,7.0,,,2.0,2.0,7.0,10.0,1.0,8.0,2.0,1.0,,,,,89.0,27.0,7.1,7.0,0.0,0.0,0.166176,0,,,,6.0,1.0,,,1.0,,1.0,,2.0,1.0,,,1.0,1.0,3.0,duvanzapata91,2.0,5.0,,1.0,2.0,,,,1.0,,,,,
10411402,home,Atalanta,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,79680,EUR,631497600,D,6,6,True,5.0,3.0,1.0,,2.0,3.0,1.0,2.0,,1.0,,2.0,,,,,16.0,10.0,6.4,3.0,0.3194,0.0901,0.00013063,1,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,José,Luis Palomino,,,,,,,,,,,,,,1.0,,,,
10411402,home,Atalanta,Merih Demiral,merih-demiral,M. Demiral,D,28,190,4108,M,806968,EUR,889056000,D,28,28,True,2.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,8.0,6.0,6.5,1.0,0.0,0.0,4.4e-07,0,,,,,,,,,1.0,,,,,,,1.0,1.0,,merihdemiral,,,,,,,,,,,,,,
10411402,home,Atalanta,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,70296,M,1086417,EUR,1044316800,F,17,17,True,3.0,1.0,,,,,1.0,3.0,1.0,1.0,,1.0,,,,,8.0,4.0,6.5,3.0,0.0,0.0,0.00092919,0,,,1.0,1.0,,,,,,,,,,,,,,,RHøjlund,,,,,,,,,,,,,,
10411402,home,Atalanta,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181,434,M,963211,EUR,1014249600,D,93,93,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,0.0,0.0,0.00055792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Luis Muriel,luis-muriel,L. Muriel,F,10,178,3941,M,119242,EUR,671760000,F,9,9,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,3.0,,1.0,0.0,0.0,0.0008124,0,,,,1.0,,,,,,,,,,,,2.0,1.0,,luisfmuriel9,,,,,,,,,,,,,,
10411402,home,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,299,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,263651,EUR,768182400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,juanmusso,,,,,,,,,,,,,,
10411402,home,Atalanta,Lorenzo Bernasconi,lorenzo-bernasconi,L. Bernasconi,M,47,190,638,M,1012177,EUR,1068940800,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Leonardo Mendicino,mendicino-leonardo,L. Mendicino,M,44,182,115,M,1489949,EUR,1151107200,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411402,home,Atalanta,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4912,M,367056,EUR,852249600,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,jeremieboga,,,,,,,,,,,,,,
10411402,away,Roma,Rui Patrício,rui-patricio,R. Patrício,G,,190,3199,M,17737,EUR,571881600,G,1,1,False,19.0,12.0,9.0,2.0,12.0,15.0,,4.0,,,1.0,,,1.0,,,90.0,22.0,5.2,8.0,0.0,0.0,7.248e-05,0,-2.3003,,,,,,,,,,,,1.0,,,,,,rpatricio1,,,,,,,,,,,1.0,1.0,1.0,
10411402,away,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,55.0,44.0,12.0,4.0,26.0,29.0,20.0,29.0,,3.0,,2.0,,,,,64.0,65.0,7.1,12.0,0.0,0.0,0.166325,0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,2.0,,2.0,2.0,,,,,,,,,
10411402,away,Roma,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,14,14,False,50.0,42.0,4.0,1.0,33.0,36.0,9.0,14.0,1.0,7.0,4.0,11.0,,,,,89.0,67.0,6.5,10.0,0.0,0.0,0.00568791,0,,,1.0,6.0,1.0,,,,3.0,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,
10411402,away,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,3,185,2299,M,888949,EUR,911779200,D,3,3,False,81.0,71.0,9.0,2.0,54.0,55.0,17.0,26.0,2.0,4.0,2.0,15.0,,,,,90.0,93.0,6.2,11.0,0.4084,0.0,0.0105861,2,,,2.0,7.0,2.0,,,,2.0,2.0,1.0,2.0,,,,,,1.0,,,,2.0,,,,,,,,,,,
