match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_goals
10388259,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,33,33,False,43.0,38.0,8.0,3.0,37.0,37.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,90.0,53.0,6.7,5.0,0.0,0.0,0.00025985,0,-0.1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,20.0,13.0,4.0,1.0,12.0,16.0,1.0,4.0,6.0,4.0,,,,,62.0,39.0,6.6,10.0,0.0,0.0,0.00155918,0,,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2692,M,829022,EUR,881798400,D,5,5,False,73.0,64.0,10.0,6.0,50.0,52.0,14.0,21.0,4.0,8.0,,,,,90.0,89.0,7.6,10.0,0.0,0.0,0.0222029,0,,2.0,4.0,3.0,7.0,,,7.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,81.0,72.0,14.0,5.0,47.0,50.0,25.0,31.0,2.0,7.0,,,,,90.0,96.0,6.5,13.0,0.0174,0.0,0.0175987,1,,1.0,,4.0,4.0,1.0,1.0,,2.0,1.0,,1.0,1.0,hiroki_ito38,2.0,1.0,1.0,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,D,24,24,False,49.0,43.0,4.0,1.0,20.0,22.0,24.0,39.0,2.0,5.0,,,,,90.0,80.0,6.9,21.0,0.0,0.0,0.0611985,0,,2.0,,3.0,2.0,2.0,1.0,,1.0,2.0,,1.0,,BornaSosa,,,,,,12.0,1.0,1.0,,,,,,,,,
10388259,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19849,M,143040,EUR,729216000,M,3,3,False,48.0,43.0,7.0,5.0,18.0,20.0,26.0,29.0,,6.0,,,,,90.0,64.0,7.1,9.0,0.0556,0.0,0.0550914,1,,1.0,,7.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,,endowataru,2.0,3.0,,,,1.0,1.0,2.0,True,1.0,,,,,,,
10388259,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,42.0,35.0,4.0,2.0,25.0,29.0,10.0,13.0,2.0,6.0,,,,,62.0,49.0,6.2,9.0,0.0,0.0,0.00877622,0,,1.0,3.0,6.0,3.0,,,1.0,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Genki Haraguchi,genki-haraguchi,G. Haraguchi,M,78,177,395,M,48243,EUR,673747200,M,17,17,False,35.0,33.0,3.0,3.0,12.0,14.0,21.0,22.0,,6.0,,,,,88.0,47.0,7.0,5.0,0.061,0.0,0.0226895,2,,4.0,,6.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,1.0,,2.0,1.0,,,,,,
10388259,home,VfB Stuttgart,Gil Dias,gil-dias,Gil,M,23,186,345,M,583838,EUR,843868800,F,31,31,False,21.0,14.0,2.0,1.0,4.0,8.0,10.0,13.0,,2.0,,,,,62.0,36.0,6.5,12.0,0.0889,0.1606,0.0309346,2,,3.0,2.0,10.0,4.0,,,1.0,2.0,2.0,1.0,1.0,,,5.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,
10388259,home,VfB Stuttgart,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7725,M,949062,EUR,907632000,F,14,14,False,9.0,6.0,1.0,1.0,4.0,4.0,2.0,5.0,,3.0,,,,,90.0,16.0,6.4,7.0,0.0,0.0,0.00300709,0,,1.0,1.0,5.0,2.0,2.0,,1.0,,,,,1.0,silas,,2.0,,,,,,1.0,,,,,2.0,,,,
10388259,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,F,22,22,False,25.0,22.0,1.0,1.0,8.0,9.0,15.0,18.0,,3.0,,,,,62.0,40.0,6.6,10.0,0.0182,0.0,0.110787,1,,,,4.0,3.0,5.0,3.0,,,2.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,
10388259,home,VfB Stuttgart,Enzo Millot,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,True,15.0,11.0,,,3.0,3.0,9.0,14.0,,1.0,,,,,28.0,26.0,6.6,7.0,0.1265,0.2235,0.076184,2,,,,4.0,,,,,,1.0,3.0,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,
10388259,home,VfB Stuttgart,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,10,10,True,6.0,6.0,,,1.0,1.0,6.0,7.0,,,,,,,28.0,18.0,6.5,5.0,0.1012,0.0,0.0165972,1,,,,4.0,5.0,4.0,1.0,,,,,,4.0,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,
10388259,home,VfB Stuttgart,Josha Vagnoman,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,True,22.0,18.0,,,13.0,14.0,5.0,9.0,1.0,4.0,,,,,28.0,30.0,6.7,6.0,0.0,0.0,0.00599977,0,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,
10388259,home,VfB Stuttgart,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,477,M,954060,EUR,982454400,M,7,7,True,15.0,10.0,2.0,,4.0,5.0,6.0,11.0,,5.0,,,,,28.0,31.0,6.6,11.0,0.0738,0.0,0.00885812,2,,1.0,,5.0,4.0,2.0,1.0,,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,
10388259,home,VfB Stuttgart,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,20,20,True,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Dan-Axel Zagadou,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Lilian Egloff,egloff-lilian,L. Egloff,M,25,183,84,M,1007962,EUR,1029801600,M,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,home,VfB Stuttgart,Juan José Perea,juan-jose-perea,J. J. Perea,F,9,184,380,M,945145,EUR,951264000,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,away,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,41.0,33.0,18.0,10.0,28.0,28.0,5.0,13.0,,8.0,,,2.0,,90.0,48.0,7.5,8.0,0.0,0.0,0.00325882,0,0.3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388259,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,33.0,27.0,3.0,2.0,15.0,17.0,12.0,17.0,2.0,4.0,,,,,90.0,52.0,6.9,12.0,0.0,0.0,0.0116584,0,,,,4.0,3.0,1.0,,,3.0,1.0,1.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,,
10388259,away,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,57.0,49.0,5.0,2.0,35.0,40.0,14.0,17.0,3.0,5.0,,,,,90.0,67.0,7.5,8.0,0.0,0.0,0.00576085,0,,,1.0,2.0,5.0,1.0,1.0,1.0,3.0,,1.0,3.0,,,1.0,,,,,,,,,,1.0,,,,,,
10388259,away,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,31.0,24.0,7.0,2.0,18.0,21.0,6.0,10.0,4.0,5.0,,,,,90.0,40.0,7.1,7.0,0.02,0.0,0.0047602,1,,2.0,,2.0,2.0,1.0,1.0,,,,,,1.0,mickyvdven,,,,,,,,,,1.0,2.0,,,,,,
10388259,away,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,35.0,26.0,4.0,3.0,12.0,14.0,14.0,23.0,3.0,5.0,,,,,81.0,62.0,7.4,15.0,0.0,0.0,0.0619281,0,,2.0,3.0,5.0,10.0,3.0,3.0,,2.0,3.0,1.0,1.0,2.0,,2.0,,,,,2.0,,2.0,,,,,,1.0,,,
10388259,away,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,22.0,17.0,,,11.0,11.0,6.0,11.0,1.0,10.0,,,,,75.0,40.0,7.7,9.0,0.0974,0.0,0.0518213,2,,1.0,3.0,2.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,
10388259,away,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,50.0,44.0,9.0,7.0,22.0,23.0,22.0,31.0,2.0,8.0,,,,,90.0,66.0,7.3,11.0,0.0,0.0,0.12552,0,,,3.0,1.0,9.0,,,,4.0,,,2.0,2.0,,,1.0,,,,4.0,,,True,,,,,,,,
