match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_interceptionWon,stat_lastManTackle,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_errorLeadToAGoal,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_accurateCross,captain,stat_bigChanceMissed,stat_outfielderBlock,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyConceded
12437578,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,38.0,31.0,13.0,6.0,0.0,28.0,29.0,3.0,9.0,1.0,5.0,1.0,1.0,3.0,90.0,46.0,6.8,7.0,0.00060121,0,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,18,18,False,32.0,30.0,2.0,2.0,0.0,17.0,18.0,13.0,16.0,2.0,3.0,,,,65.0,48.0,6.9,9.0,0.00971486,0,,,,hamarintos27,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,65.0,57.0,2.0,1.0,0.0,38.0,40.0,19.0,25.0,5.0,1.0,,,,90.0,77.0,6.5,9.0,0.0068511,0,,,,,,,3.0,1.0,,,,1.0,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,66.0,62.0,2.0,1.0,0.0,37.0,39.0,25.0,27.0,5.0,7.0,,,,90.0,78.0,6.9,4.0,0.0108008,1,,,,,,3.0,1.0,5.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,0.0874,,,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,12,12,False,45.0,38.0,3.0,,0.0,14.0,17.0,24.0,30.0,2.0,4.0,,,,81.0,62.0,5.8,11.0,0.0167675,0,,,,,2.0,,1.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,52.0,44.0,4.0,2.0,0.0,19.0,23.0,25.0,29.0,1.0,2.0,,,,90.0,63.0,6.9,11.0,0.0234879,1,,,,martin_zubimendi,,1.0,,3.0,,1.0,1.0,1.0,,3.0,,1.0,,,,1.0,0.0447,,2.0,,,,,,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178,481,M,1139409,EUR,1057190400,M,28,28,False,19.0,18.0,,,0.0,9.0,9.0,9.0,10.0,,2.0,,,,65.0,34.0,7.1,8.0,0.00780713,3,,Pablo Marín,,,,,7.0,3.0,1.0,3.0,,2.0,1.0,3.0,1.0,,,,2.0,1.0,0.2682,,,1.0,1.0,1.0,1.0,0.6911,,,,,,,,,,,,,,
12437578,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,35.0,27.0,,,0.0,7.0,9.0,20.0,26.0,,1.0,,,,90.0,56.0,7.1,16.0,0.156063,2,,,,KuboTake,,,10.0,5.0,1.0,6.0,2.0,,,1.0,2.0,2.0,,1.0,2.0,,0.0705,,,2.0,,,3.0,0.2118,1.0,,,,,,,,,,,,,
12437578,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,35.0,30.0,1.0,1.0,1.0,9.0,10.0,24.0,32.0,,3.0,,,,58.0,56.0,7.0,15.0,0.333568,1,,,,,7.0,1.0,8.0,6.0,1.0,5.0,1.0,2.0,,2.0,,,,2.0,1.0,,0.028,,3.0,,1.0,,2.0,,,3.0,,,,,,,,,,,,
12437578,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174,1646,M,966862,EUR,1009411200,M,7,7,False,18.0,16.0,,,0.0,4.0,5.0,13.0,17.0,1.0,3.0,,,,58.0,35.0,6.8,9.0,0.281334,1,,,,,4.0,,8.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,2.0,,0.0182,,1.0,1.0,,,,0.0813,,1.0,,,,,,,,,,,,
