match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,reason,rescinded,length
11396181,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
11396181,,4.0,0.0,,88,,,3,,,goal,182465601.0,True,regular,803039.0,Donyell Malen,,,,,
11396181,,,,,85,,,6,,,substitution,122714062.0,False,regular,,,False,,,,
11396181,,,,,82,,,9,,,substitution,122714052.0,True,regular,,,False,,,,
11396181,,,,,78,,,13,,,substitution,122714010.0,False,regular,,,False,,,,
11396181,,,,,73,,,18,,,substitution,122713972.0,True,regular,,,False,,,,
11396181,,,,,73,,,18,,,substitution,122713971.0,True,regular,,,False,,,,
11396181,,3.0,0.0,,72,,,19,,,goal,182464792.0,True,regular,226978.0,Julian Brandt,,,,,
11396181,,,,,67,,,24,,,substitution,122713938.0,False,injury,,,True,,,,
11396181,,,,,66,,,25,,,substitution,122713936.0,False,regular,,,False,,,,
11396181,,,,,66,,,25,,,substitution,122713935.0,False,regular,,,False,,,,
11396181,,,,,61,,,30,,,substitution,122713902.0,True,regular,,,False,,,,
11396181,,,,,61,,,30,,,substitution,122713901.0,True,regular,,,False,,,,
11396181,,,,,59,,,32,,,card,121346121.0,False,yellow,993211.0,Oscar Vilhelmsson,,Oscar Vilhelmsson,Foul,False,
11396181,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
11396181,,,,,45,,,1,,,card,121345986.0,False,yellow,163673.0,Klaus Gjasula,,Klaus Gjasula,Foul,False,
11396181,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,1.0
11396181,,2.0,0.0,,38,,,8,,,goal,182462567.0,True,regular,37092.0,Marco Reus,,,,,
11396181,,1.0,0.0,,30,,,16,,,goal,182462295.0,True,regular,976263.0,Ian Maatsen,,,,,
11396181,,,,,7,,,39,,,card,121345848.0,False,yellow,865554.0,Christoph Klarer,,Christoph Klarer,Foul,False,
