match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_ownGoals,stat_hitWoodwork
10407390,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,54.0,33.0,35.0,16.0,22.0,30.0,11.0,24.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,3.0,5.0,90.0,67.0,7.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,28.0,24.0,1.0,,20.0,22.0,4.0,6.0,4.0,2.0,1.0,1.0,10.0,,,,,90.0,50.0,6.4,9.0,0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,37.0,33.0,2.0,1.0,31.0,34.0,2.0,3.0,3.0,,,4.0,5.0,,,,,90.0,50.0,7.4,4.0,0,,,3.0,3.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,26,M,105720,EUR,724464000,D,2,2,False,29.0,22.0,1.0,1.0,18.0,25.0,4.0,4.0,7.0,1.0,,7.0,4.0,,,,,90.0,49.0,6.8,8.0,1,8.0,1.0,1.0,1.0,,,1.0,2.0,1.0,4.0,5.0,1.0,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,11,11,False,28.0,24.0,3.0,2.0,18.0,19.0,8.0,14.0,4.0,,,,7.0,,,,,90.0,58.0,6.9,11.0,0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,2.0,,,5.0,2.0,1.0,,,,,,,,,,,,
10407390,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,44,M,45880,EUR,665798400,M,7,7,False,42.0,37.0,4.0,2.0,22.0,23.0,15.0,20.0,4.0,,,1.0,8.0,,,,,90.0,55.0,6.2,10.0,0,9.0,4.0,,4.0,3.0,1.0,,,,3.0,,,1.0,,,True,2.0,,,,,,,,,,
10407390,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,51.0,36.0,9.0,5.0,15.0,23.0,21.0,30.0,7.0,1.0,1.0,3.0,6.0,,,,,90.0,71.0,7.3,19.0,1,3.0,3.0,2.0,3.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,,2.0,,,1.0,,,,,,,,,
10407390,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,False,19.0,15.0,3.0,2.0,6.0,6.0,10.0,16.0,5.0,3.0,1.0,1.0,3.0,,,,,78.0,41.0,6.4,13.0,0,9.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,,1.0,,,3.0,1.0,2.0,,2.0,,1.0,,,,,,,,
10407390,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187,414,M,32492,EUR,618019200,M,5,5,False,39.0,23.0,2.0,1.0,9.0,16.0,14.0,24.0,5.0,1.0,1.0,,2.0,,,,,71.0,46.0,6.7,19.0,1,1.0,,,,,2.0,,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,22.0,14.0,,,4.0,5.0,11.0,18.0,3.0,1.0,,,1.0,,,,,58.0,28.0,6.4,10.0,0,7.0,1.0,,2.0,,,,2.0,,3.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,
10407390,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,14,14,False,13.0,7.0,,,4.0,5.0,3.0,8.0,2.0,2.0,,,2.0,,,,,78.0,24.0,8.1,13.0,2,9.0,2.0,,,,4.0,1.0,1.0,,3.0,1.0,,,,,,1.0,2.0,,2.0,,,,,,,
10407390,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174,10370,M,1102788,EUR,1040601600,M,45,45,True,11.0,8.0,,,2.0,3.0,6.0,8.0,4.0,3.0,2.0,,1.0,,,,,32.0,23.0,7.2,6.0,4,3.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,3.0,,,d.nene10,1.0,1.0,1.0,1.0,,
10407390,home,KVC Westerlo,Yusuke Matsuo,,,yusuke-matsuo,Y. Matsuo,M,24,170,228,M,991209,EUR,869616000,M,79,79,True,6.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,,,,1.0,,,,,19.0,12.0,6.6,4.0,1,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
10407390,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,True,3.0,,1.0,,,1.0,,2.0,4.0,,,4.0,2.0,,,,,12.0,11.0,6.8,3.0,0,2.0,2.0,,2.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Igor Vetokele,,,igor-vetokele,I. Vetokele,F,,173,40,M,106236,EUR,701308800,F,25,25,True,7.0,3.0,,,1.0,3.0,2.0,4.0,2.0,3.0,1.0,,2.0,,,,,12.0,11.0,6.5,7.0,0,6.0,,,,,,,,,3.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,
10407390,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407390,home,KVC Westerlo,Tuur Dierckx,,,tuur-dierckx,T. Dierckx,F,,171,133,M,190409,EUR,799977600,F,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407390,away,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,24.0,18.0,12.0,6.0,12.0,14.0,6.0,10.0,,,,,7.0,,1.0,5.0,5.0,90.0,34.0,6.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407390,away,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,24.0,18.0,7.0,6.0,9.0,11.0,9.0,13.0,4.0,,,,2.0,,,,,71.0,32.0,6.7,7.0,0,5.0,,1.0,2.0,1.0,1.0,,1.0,,4.0,2.0,,,,1.0,,,,,,,1.0,,,,,
10407390,away,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,52.0,41.0,8.0,2.0,27.0,30.0,14.0,22.0,10.0,1.0,1.0,3.0,8.0,,,,,90.0,66.0,6.8,12.0,0,1.0,,4.0,1.0,,1.0,,,1.0,1.0,8.0,,,,,,,,,,,,,,,1.0,
10407390,away,KV Kortrijk,Martin Wasinski,Martin Wasinski,,martin-wasinski,M. Wasinski,D,2,185,167,M,1131054,EUR,1081296000,D,21,21,False,54.0,47.0,11.0,8.0,31.0,34.0,16.0,21.0,11.0,4.0,4.0,2.0,10.0,,,,,90.0,72.0,7.0,10.0,1,5.0,1.0,2.0,2.0,2.0,,3.0,,,3.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,
10407390,away,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180,102,M,923974,EUR,992304000,M,23,23,False,20.0,11.0,2.0,1.0,2.0,2.0,9.0,20.0,1.0,1.0,,,4.0,,,,,71.0,39.0,6.5,16.0,1,2.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,1.0
10407390,away,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,M,70,70,False,53.0,47.0,3.0,3.0,17.0,17.0,30.0,39.0,9.0,4.0,3.0,,6.0,,,,,90.0,75.0,8.0,13.0,2,4.0,,,2.0,2.0,1.0,1.0,,,1.0,3.0,,3.0,,4.0,,2.0,2.0,,1.0,,,,,,,
10407390,away,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,M,25,25,False,20.0,18.0,3.0,1.0,6.0,6.0,12.0,14.0,3.0,1.0,1.0,,6.0,,,,,58.0,32.0,6.3,7.0,0,6.0,1.0,1.0,,,3.0,2.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,
