match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_totalCross,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_penaltyConceded
10913541,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,15.0,9.0,12.0,6.0,5.0,7.0,4.0,8.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,90.0,27.0,6.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,False,28.0,21.0,4.0,2.0,13.0,17.0,8.0,11.0,1.0,5.0,2.0,3.0,,,,,90.0,45.0,6.3,12.0,0,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,50.0,43.0,5.0,4.0,31.0,32.0,12.0,18.0,,1.0,5.0,4.0,,,,,90.0,59.0,6.6,9.0,0,1.0,,,1.0,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,53.0,44.0,3.0,2.0,33.0,37.0,11.0,16.0,3.0,6.0,2.0,8.0,,,,,90.0,67.0,6.8,10.0,1,6.0,,1.0,3.0,3.0,,,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,D,9,9,False,33.0,30.0,2.0,2.0,17.0,17.0,13.0,17.0,,5.0,1.0,4.0,,,,,76.0,61.0,7.6,8.0,0,6.0,,4.0,3.0,2.0,,,3.0,,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,61.0,52.0,8.0,5.0,28.0,31.0,25.0,31.0,,4.0,,7.0,,,,,89.0,80.0,6.9,14.0,2,4.0,1.0,4.0,,,2.0,,,,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
10913541,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,72.0,60.0,12.0,9.0,22.0,24.0,39.0,49.0,1.0,7.0,1.0,11.0,,,,,90.0,89.0,7.7,13.0,1,5.0,2.0,,5.0,5.0,,,,,,1.0,4.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
10913541,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,M,7,7,False,13.0,9.0,,,3.0,4.0,6.0,11.0,,1.0,,5.0,,,,,64.0,25.0,5.9,10.0,2,7.0,1.0,3.0,,,1.0,,2.0,,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
10913541,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,M,17,17,False,63.0,49.0,8.0,4.0,6.0,7.0,45.0,65.0,1.0,3.0,,6.0,,,,,90.0,86.0,7.6,27.0,1,4.0,1.0,3.0,,,1.0,,1.0,,,1.0,1.0,,9.0,1.0,1.0,,4.0,2.0,,,,1.0,,,1.0,,,,,,
10913541,home,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800,M,8,8,False,30.0,25.0,,,9.0,10.0,16.0,21.0,2.0,4.0,3.0,8.0,,,,,65.0,54.0,6.0,14.0,3,7.0,,2.0,1.0,,3.0,,,,,1.0,2.0,2.0,1.0,,,,,,3.0,,2.0,1.0,1.0,1.0,,,,,,,
10913541,home,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,35.0,25.0,1.0,,9.0,11.0,16.0,24.0,5.0,11.0,2.0,2.0,,,,,90.0,47.0,7.6,13.0,1,1.0,,2.0,1.0,,2.0,,,,,,,,,1.0,1.0,,3.0,,,,1.0,4.0,,1.0,,1.0,,,,,
10913541,home,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,6.0,6.0,,,,,6.0,6.0,,1.0,,1.0,,,,,26.0,11.0,6.5,2.0,0,2.0,,,1.0,1.0,2.0,,2.0,Turki,Al Mutairi,,,,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,F,77,77,True,9.0,6.0,,,2.0,2.0,4.0,7.0,,1.0,,4.0,,,,,25.0,19.0,6.5,8.0,2,7.0,,3.0,,,,,,,,,,2.0,,1.0,,,,,3.0,2.0,,,,,,,,,,,
10913541,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,True,7.0,4.0,2.0,,2.0,2.0,2.0,8.0,,3.0,,1.0,,,,,14.0,14.0,6.6,7.0,0,,,2.0,1.0,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,True,2.0,1.0,,,,,1.0,3.0,,,,,,,,,11.0,5.0,6.1,3.0,1,,,,,,1.0,,,Abdullah Radif,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,
10913541,home,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913541,home,Al-Taawoun,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
