match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_interceptionWon,player_sofascoreId,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_lastManTackle
11396377,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,21.0,19.0,3.0,1.0,17.0,18.0,2.0,3.0,9.0,90.0,29.0,6.3,2.0,0.00065833,0,-0.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,103.0,91.0,8.0,2.0,55.0,56.0,36.0,48.0,9.0,90.0,121.0,7.5,14.0,0.573907,0,,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,116.0,103.0,22.0,14.0,59.0,64.0,44.0,52.0,5.0,90.0,126.0,7.6,14.0,0.179747,0,,,,2.0,,4.0,3.0,,3.0,,,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,51.0,45.0,2.0,2.0,31.0,33.0,14.0,18.0,3.0,82.0,58.0,6.7,6.0,0.00779245,0,,,,5.0,2.0,5.0,4.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,31.0,25.0,1.0,,9.0,11.0,17.0,24.0,1.0,82.0,58.0,6.8,16.0,0.0775067,3,,,4.0,1.0,,8.0,7.0,,,2.0,2.0,1.0,1.0,,1.0,,,,,doanritsu,1.0,1.0,9.0,4.0,3.0,1.0,0.2032,,,,,,,,,,,
11396377,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,52.0,42.0,4.0,4.0,16.0,19.0,26.0,33.0,5.0,90.0,67.0,7.2,13.0,0.0498891,3,,,,3.0,2.0,6.0,7.0,,,2.0,3.0,2.0,1.0,,1.0,,,,,,,,2.0,1.0,1.0,,0.135,1.0,1.0,0.2767,,,,,,,,
11396377,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,55.0,46.0,1.0,1.0,24.0,27.0,22.0,28.0,5.0,90.0,65.0,6.7,11.0,0.0218882,1,,,,5.0,2.0,8.0,4.0,,1.0,2.0,,3.0,1.0,,2.0,2.0,,,,,,,,,,,0.0747,,1.0,,,,,,,,,
11396377,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,M,7,7,False,30.0,24.0,5.0,2.0,11.0,11.0,14.0,24.0,4.0,90.0,50.0,6.6,16.0,0.100256,0,,,5.0,,,7.0,5.0,,1.0,2.0,2.0,3.0,1.0,,1.0,,,,,,1.0,,5.0,2.0,,1.0,,,,,1.0,,,,,,,
11396377,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,36.0,27.0,,,7.0,8.0,20.0,29.0,4.0,89.0,51.0,8.3,11.0,0.255264,2,,,1.0,3.0,3.0,4.0,9.0,,1.0,1.0,3.0,1.0,2.0,,2.0,2.0,,,1.0,,,,1.0,1.0,,,0.9118,1.0,1.0,0.4564,,1.0,,,,,,
11396377,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,F,32,32,False,59.0,52.0,5.0,2.0,21.0,21.0,33.0,52.0,4.0,90.0,88.0,7.6,23.0,0.308918,2,,,14.0,,,2.0,4.0,,1.0,2.0,,,3.0,,1.0,1.0,,,,,2.0,1.0,3.0,3.0,1.0,,0.1018,1.0,,0.0158,1.0,,True,,,,,
11396377,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,13.0,10.0,,,4.0,4.0,7.0,10.0,3.0,90.0,26.0,7.2,4.0,0.154563,4,,,1.0,,5.0,,6.0,,1.0,1.0,1.0,,,,,,,,2.0,,1.0,,,,3.0,,0.2137,,1.0,,,,,,,,,
11396377,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,True,8.0,8.0,,,4.0,4.0,4.0,4.0,1.0,8.0,13.0,6.4,3.0,0.00361647,0,,,,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,True,10.0,8.0,1.0,,5.0,6.0,3.0,5.0,1.0,8.0,13.0,6.6,3.0,0.00161198,0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,True,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,,,2.538e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396377,home,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
