match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork,stat_goalAssist,stat_goals,player_sofascoreId
10434056,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,33.0,27.0,13.0,7.0,24.0,29.0,3.0,4.0,1.0,7.0,1.0,4.0,4.0,90.0,42.0,7.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434056,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,53.0,47.0,1.0,1.0,30.0,32.0,18.0,23.0,2.0,6.0,,,,90.0,76.0,6.8,12.0,0,,,21,2.0,1.0,2.0,7.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10434056,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,65.0,56.0,15.0,10.0,44.0,47.0,12.0,18.0,1.0,4.0,,,,90.0,73.0,7.2,9.0,0,,,3,,,,,4.0,,,,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,
10434056,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,64.0,50.0,8.0,5.0,39.0,44.0,11.0,21.0,1.0,7.0,,,,90.0,78.0,7.1,15.0,2,,,21,1.0,,3.0,3.0,3.0,,,,,1.0,4.0,,,1.0,,True,2.0,1.0,1.0,,,,,,,,,,,
10434056,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,58.0,43.0,11.0,5.0,33.0,39.0,11.0,21.0,1.0,14.0,,,,90.0,84.0,6.9,21.0,1,,,66,2.0,1.0,,2.0,6.0,,,,,,3.0,2.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,
10434056,home,İstanbulspor,Mahamadou Ba,ba-mahamadou,M. Ba,M,175,115,M,994029,EUR,937872000,M,12,12,False,58.0,54.0,6.0,6.0,43.0,44.0,11.0,14.0,,12.0,,,,90.0,73.0,7.4,6.0,0,,,12,,,,2.0,8.0,,3.0,3.0,,,2.0,3.0,3.0,1.0,,,1.0,,,,1.0,2.0,,,,,,,,
10434056,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175,218,M,818036,EUR,905990400,M,70,70,False,44.0,33.0,4.0,2.0,10.0,10.0,24.0,37.0,,6.0,,,,89.0,65.0,7.1,17.0,2,,,98,3.0,1.0,2.0,7.0,9.0,3.0,6.0,6.0,1.0,,,,,3.0,2.0,,,,1.0,,1.0,2.0,1.0,,,,,,,
10434056,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,52.0,46.0,2.0,1.0,29.0,30.0,17.0,22.0,,7.0,,,,89.0,64.0,6.9,10.0,0,,,24,,,,1.0,3.0,,3.0,2.0,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,
10434056,home,İstanbulspor,Florian Loshaj,florian-loshaj,F. Loshaj,M,174,152,M,831407,EUR,839894400,M,34,34,False,24.0,19.0,3.0,2.0,10.0,12.0,12.0,17.0,,2.0,,,,63.0,36.0,6.7,13.0,0,,,10,5.0,3.0,2.0,5.0,2.0,,2.0,,,,,,,1.0,3.0,,1.0,,,,4.0,1.0,,,,,,,,
10434056,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,21.0,17.0,2.0,,7.0,8.0,10.0,14.0,,4.0,,,,89.0,44.0,6.3,15.0,2,,,27,1.0,,,4.0,7.0,,4.0,1.0,,,,,,6.0,,,,1.0,,1.0,7.0,,1.0,1.0,,,,,,
