match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceCreated,captain,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalKeeperSweeper,player_sofascoreId,stat_goalAssist,stat_goals
11451162,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,288,M,190179,EUR,806803200,G,1,1,False,33.0,23.0,14.0,4.0,20.0,22.0,3.0,11.0,1.0,10.0,1.0,2.0,4.0,90.0,46.0,6.6,11.0,0.0,0.0,0.0007207,0,-0.5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,205,M,140735,EUR,684028800,D,18,18,False,44.0,33.0,9.0,5.0,18.0,21.0,15.0,24.0,6.0,8.0,,,,90.0,63.0,6.5,14.0,0.0,0.0,0.00778169,0,,1.0,4.0,2.0,9.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,38.0,33.0,6.0,1.0,28.0,29.0,5.0,9.0,7.0,2.0,,,,90.0,52.0,6.6,5.0,0.0,0.0,0.018655,0,,,3.0,3.0,4.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,365,M,803023,EUR,914112000,D,4,4,False,41.0,32.0,6.0,2.0,26.0,31.0,6.0,10.0,2.0,1.0,,,,90.0,51.0,6.2,11.0,0.0,0.0,0.00067777,0,,,1.0,1.0,3.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,False,17.0,9.0,2.0,,7.0,10.0,2.0,7.0,1.0,3.0,,,,90.0,33.0,6.6,12.0,0.0305,0.0,0.00234512,1,,,2.0,3.0,3.0,6.0,1.0,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,285,M,190197,EUR,789523200,M,48,48,False,11.0,7.0,1.0,1.0,5.0,6.0,2.0,5.0,,2.0,,,,59.0,18.0,6.9,5.0,0.0,0.0,0.00130315,0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11451162,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,800,M,352676,EUR,823824000,M,10,10,False,36.0,27.0,5.0,3.0,15.0,18.0,12.0,19.0,1.0,4.0,,,,86.0,46.0,7.1,10.0,0.031,0.043,0.00714249,2,,1.0,,1.0,1.0,5.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,
11451162,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185,262,M,862083,EUR,881625600,M,16,16,False,29.0,21.0,7.0,4.0,13.0,17.0,8.0,13.0,2.0,7.0,,,,86.0,45.0,6.7,12.0,0.0,0.0,0.0135818,0,,1.0,,,2.0,1.0,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
11451162,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,F,11,11,False,18.0,14.0,1.0,1.0,7.0,8.0,7.0,10.0,,4.0,,,,71.0,30.0,6.4,11.0,0.0,0.0,0.00938826,0,,,1.0,,9.0,2.0,2.0,,,3.0,,2.0,1.0,1.0,,2.0,1.0,,1.0,,3.0,1.0,,,,,,,,,,
11451162,home,Samsunspor,Moryke Fofana,moryke-fofana,M. Fofana,M,7,182,112,M,269199,EUR,690854400,F,7,7,False,11.0,8.0,,,6.0,6.0,2.0,7.0,,4.0,,,,59.0,21.0,6.6,9.0,0.0253,0.0,0.00241186,1,,2.0,2.0,,6.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,True,,,,,,,,,
11451162,home,Samsunspor,Gaëtan Laura,gaetan-laura,G. Laura,F,,185,104,M,1004042,EUR,807580800,F,27,27,False,7.0,6.0,,,2.0,2.0,5.0,7.0,,,,,,90.0,22.0,6.4,7.0,0.0373,0.0,0.00698423,1,,2.0,2.0,2.0,7.0,5.0,1.0,,1.0,1.0,2.0,,,,,2.0,1.0,1.0,,,3.0,,,1.0,1.0,1.0,,,,,,
11451162,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,426,M,802850,EUR,836697600,M,6,6,True,12.0,12.0,2.0,2.0,10.0,10.0,2.0,2.0,,1.0,,,,31.0,14.0,6.4,1.0,0.0,0.0,0.00042985,0,,,1.0,,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190,1402,M,943593,EUR,885427200,F,9,9,True,8.0,4.0,,,2.0,2.0,2.0,6.0,,,,,,31.0,11.0,6.5,5.0,0.0,0.0,0.00394348,0,,,5.0,2.0,7.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11451162,home,Samsunspor,Osman Çelik,osman-celik,O. Çelik,M,88,182,13,M,758656,EUR,691200000,M,88,88,True,2.0,2.0,,,,,2.0,3.0,,,,,,19.0,4.0,6.5,1.0,0.0,0.0,0.00256483,0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,M,69351,EUR,663033600,M,8,8,True,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,,,14.0,5.0,6.4,3.0,0.0,0.0,0.0117061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Muhammet Ali Özbaskıcı,muhammet-ali-ozbaskici,M. A. Özbaskıcı,M,20,176,36,M,1149024,EUR,1127779200,M,20,20,True,,,,,,,,,,,,,,14.0,1.0,6.2,1.0,0.0,0.0,0.0,0,,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,Muhammet Ali Özbaskici,,,,,
11451162,home,Samsunspor,Jakub Szumski,jakub-szumski,J. Szumski,G,29,194,149,M,153038,EUR,699840000,G,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Nanú,nanu,Nanú,D,14,177,269,M,343965,EUR,769132800,D,19,19,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunus Cift,,,,,
11451162,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,49,M,867727,EUR,865987200,D,28,28,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451162,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,294,M,187231,EUR,817862400,D,37,37,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
