match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_lastManTackle
12437863,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,32.0,21.0,19.0,8.0,0.0,18.0,20.0,3.0,12.0,1.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,90.0,42.0,7.5,11.0,0.00062895,0,0.5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437863,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,19,19,False,47.0,36.0,1.0,,1.0,16.0,20.0,20.0,28.0,4.0,8.0,5.0,6.0,,,,,,,90.0,72.0,7.3,18.0,0.00636151,1,,Jon Aramburu,ElBufalo,1.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0164,1.0,,,,,,,,,,,,,,
12437863,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,27.0,23.0,6.0,3.0,0.0,14.0,14.0,9.0,13.0,1.0,4.0,3.0,,,,,,,,83.0,34.0,7.1,4.0,0.150414,0,,,,,,1.0,,,,,,,,3.0,,,,True,1.0,1.0,,,,,,,,,,,
12437863,home,Real Sociedad,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,21,21,False,35.0,28.0,4.0,1.0,0.0,19.0,21.0,9.0,14.0,3.0,3.0,,3.0,,,,,,,32.0,37.0,6.7,7.0,0.00210209,1,,,nayefaguard,,,,,,1.0,,,,,,,0.0939,,,,,,,,,,,,,,,
12437863,home,Real Sociedad,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,12,12,False,39.0,37.0,2.0,2.0,0.0,22.0,22.0,15.0,20.0,,3.0,1.0,6.0,,,,,,,90.0,64.0,7.2,8.0,0.014031,0,,,,3.0,,3.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,
12437863,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,58.0,55.0,3.0,3.0,0.0,29.0,30.0,26.0,28.0,1.0,5.0,1.0,4.0,,,,,,,90.0,68.0,7.0,6.0,0.0154631,0,,,martin_zubimendi,,1.0,6.0,2.0,1.0,,1.0,3.0,2.0,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,,
12437863,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,23.0,20.0,,,0.0,4.0,4.0,16.0,20.0,1.0,9.0,1.0,4.0,,,,,,,66.0,47.0,7.4,14.0,0.016882,2,,,KuboTake,1.0,,6.0,2.0,5.0,1.0,,1.0,,5.0,5.0,,0.1239,,,1.0,,,2.0,1.0,1.0,0.4677,,,,,,
12437863,home,Real Sociedad,Arsen Zakharyan,arsen-zakharyan,A. Zakharyan,M,21,183,4558,M,1066045,EUR,1053907200,M,8,8,False,23.0,19.0,4.0,2.0,0.0,9.0,12.0,11.0,12.0,,1.0,,1.0,,,,,,,45.0,33.0,7.8,5.0,0.0954941,4,,Arsen Zakharyan,zaha47,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,0.1954,1.0,,,,,,2.0,1.0,0.2145,1.0,,,,,
12437863,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178,481,M,1139409,EUR,1057190400,M,28,28,False,42.0,35.0,5.0,1.0,1.0,18.0,21.0,17.0,22.0,2.0,7.0,,6.0,,,,,,,90.0,62.0,7.3,13.0,0.0214578,1,,Pablo Marín,,1.0,1.0,6.0,1.0,2.0,,1.0,3.0,3.0,3.0,1.0,1.0,0.0401,1.0,,2.0,,,1.0,1.0,,0.0124,,,,,,
12437863,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171,4445,M,855835,EUR,968025600,M,17,17,False,44.0,39.0,2.0,2.0,0.0,19.0,20.0,23.0,32.0,,1.0,1.0,5.0,,,,,,,90.0,56.0,7.2,11.0,0.254383,0,,,sergiogm_10,8.0,,2.0,,1.0,,,,,1.0,,2.0,,2.0,,,,,1.0,,,,3.0,,,,,
