match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_wasFouled,captain,stat_hitWoodwork,stat_unsuccessfulTouch,stat_totalContest,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_aerialWon,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11452940,home,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,False,27.0,18.0,11.0,3.0,0.0,17.0,19.0,1.0,8.0,2.0,8.0,1.0,4.0,6.0,2.0,90.0,42.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452940,home,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,26.0,20.0,2.0,1.0,0.0,9.0,12.0,11.0,16.0,7.0,1.0,,,,,90.0,50.0,6.2,9.0,1,,,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11452940,home,Al Raed,Bander Whaeshi,bander-whaeshi,B. Whaeshi,D,66,,6,M,1522210,EUR,1018915200,D,2,2,False,27.0,21.0,4.0,4.0,0.0,19.0,24.0,2.0,3.0,9.0,5.0,,,,,90.0,43.0,6.7,7.0,0,Bander Whaeshi,,,2.0,5.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11452940,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,34.0,33.0,4.0,3.0,0.0,26.0,26.0,7.0,8.0,8.0,1.0,,,,,90.0,52.0,6.9,2.0,1,,,,,,2.0,,1.0,2.0,,,,2.0,,,True,1.0,1.0,,,,,,,,,,,,,,
11452940,home,Al Raed,Khalid Alsubaie,khalid-alsubaie,K. Alsubaie,M,27,176.0,8,M,893373,EUR,940896000,D,24,24,False,31.0,22.0,3.0,,0.0,17.0,20.0,5.0,12.0,6.0,7.0,,,,,90.0,51.0,6.3,12.0,0,,,1.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
11452940,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,M,32,32,False,28.0,23.0,,,0.0,9.0,10.0,14.0,18.0,,4.0,,,,,89.0,36.0,6.7,7.0,0,,,,,2.0,3.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,
11452940,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,41.0,38.0,3.0,2.0,0.0,22.0,23.0,16.0,18.0,1.0,4.0,,,,,90.0,53.0,6.6,4.0,0,,,,,2.0,3.0,2.0,,1.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,
11452940,home,Al Raed,Mamadou Loum,mamadou-loum,M. Loum,M,21,193.0,526,M,796059,EUR,851904000,M,5,5,False,24.0,22.0,2.0,2.0,0.0,17.0,19.0,5.0,5.0,6.0,1.0,,,,,84.0,35.0,6.5,4.0,1,,,,1.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11452940,home,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,M,45,45,False,21.0,18.0,2.0,2.0,0.0,12.0,14.0,6.0,7.0,,9.0,,,,,90.0,44.0,6.6,10.0,0,,,,,5.0,6.0,1.0,,6.0,,2.0,,1.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,
11452940,home,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,7,7,False,35.0,30.0,1.0,,0.0,17.0,17.0,13.0,21.0,1.0,3.0,,,,,84.0,54.0,6.9,15.0,1,,,3.0,,4.0,4.0,,,,,2.0,,1.0,,,,,1.0,6.0,,4.0,1.0,,,,,,,,,,
