match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_accurateCross,stat_wasFouled,stat_goals,stat_aerialLost,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11368600,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,24.0,11.0,17.0,4.0,8.0,12.0,3.0,12.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,27.0,6.8,13.0,0.0,0.0,0.00048239,0,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368600,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,45.0,33.0,9.0,3.0,20.0,26.0,13.0,20.0,1.0,7.0,,,,,,90.0,67.0,6.7,17.0,0.4311,0.6419,0.0192384,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11368600,home,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,5,5,False,54.0,48.0,8.0,4.0,40.0,42.0,8.0,12.0,2.0,5.0,1.0,1.0,,,,90.0,65.0,7.4,8.0,0.0272,0.0,0.135874,1,,,,,,,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
11368600,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,49.0,44.0,5.0,2.0,36.0,38.0,8.0,11.0,2.0,8.0,2.0,1.0,,,,90.0,61.0,7.2,7.0,0.0408,0.0,0.00341115,1,,,1.0,,,,,,2.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
11368600,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,26.0,19.0,7.0,2.0,10.0,12.0,11.0,19.0,9.0,3.0,3.0,,,,,90.0,54.0,7.2,12.0,0.0215,0.0,0.0344886,1,,5.0,3.0,1.0,3.0,3.0,,,,1.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,,True,2.0,1.0,,,,,,,,
11368600,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,22.0,19.0,,,6.0,7.0,13.0,18.0,3.0,7.0,,,,,,82.0,38.0,6.5,12.0,0.0522,0.0,0.00352439,1,,3.0,7.0,,6.0,3.0,,,,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,
11368600,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,M,4,4,False,26.0,23.0,3.0,3.0,16.0,16.0,7.0,10.0,1.0,3.0,,,,,,70.0,33.0,6.6,4.0,0.0,0.0,0.00459418,0,,,4.0,2.0,,,,,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
11368600,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,49.0,41.0,6.0,1.0,20.0,22.0,23.0,32.0,7.0,5.0,4.0,4.0,,,,90.0,63.0,7.6,12.0,0.7884,0.8533,0.0806985,1,,5.0,4.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,2.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,
11368600,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,14.0,13.0,1.0,1.0,3.0,3.0,10.0,13.0,4.0,2.0,2.0,1.0,,,,70.0,28.0,6.9,8.0,0.0575,0.0819,0.0403493,1,,2.0,4.0,,1.0,,1.0,1.0,,1.0,,2.0,,,1.0,,,2.0,,,,,,,1.0,,,,,,
11368600,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,8.0,7.0,,,3.0,3.0,4.0,5.0,1.0,1.0,,,,,,82.0,12.0,6.7,3.0,0.0735,0.2074,0.0054788,1,,,8.0,3.0,,,,1.0,,2.0,2.0,1.0,,,1.0,,,,,,,,,,3.0,1.0,2.0,,,,
11368600,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,F,10,10,False,11.0,5.0,1.0,,2.0,4.0,3.0,8.0,4.0,4.0,2.0,1.0,,,,56.0,27.0,6.4,13.0,0.0,0.0,0.0010928,0,,1.0,10.0,3.0,3.0,1.0,,,1.0,,1.0,,,1.0,,,,3.0,,,,,1.0,,1.0,,,,,,
11368600,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,True,18.0,14.0,2.0,,5.0,5.0,9.0,14.0,4.0,1.0,,,,,,34.0,29.0,7.0,6.0,0.0445,0.0,0.216708,1,,1.0,3.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,
11368600,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,True,4.0,2.0,1.0,,,1.0,2.0,4.0,1.0,2.0,,,,,,20.0,6.0,6.5,3.0,0.0,0.0,0.00095364,0,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,
11368600,home,Valencia,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,,996932,EUR,988588800,M,27,27,True,7.0,4.0,2.0,,1.0,3.0,3.0,4.0,1.0,1.0,,,,,,20.0,9.0,6.2,4.0,0.0,0.0,0.00118905,0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
11368600,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,True,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,,,,,,8.0,6.0,6.7,1.0,0.0,0.0,0.00164432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
