match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,from,player_id,player_name,confirmed
11368600,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
11368600,,,,,90,0.0,,1,,,injuryTime,10.0,,,,,,,,
11368600,,,,,82,,,9,,,substitution,,121946908.0,False,False,regular,,,,
11368600,,,,,82,,,9,,,substitution,,121946909.0,False,False,regular,,,,
11368600,,,,,82,,,9,,,substitution,,121946906.0,True,True,injury,,,,
11368600,,,,,82,,,9,,,substitution,,121946907.0,False,True,regular,,,,
11368600,,1.0,0.0,,74,,,17,,,goal,,171369518.0,,True,penalty,penalty,826948.0,Pepelu,
11368600,,,,,73,,,18,,,varDecision,,19529.0,,True,penaltyNotAwarded,,851282.0,Thierry Correia,False
11368600,,,,,70,,,21,,,substitution,,121946890.0,False,True,regular,,,,
11368600,,,,,70,,,21,,,substitution,,121946891.0,False,True,regular,,,,
11368600,,,,,64,,,27,,,substitution,,121946879.0,False,False,regular,,,,
11368600,,,,,56,,,35,,,substitution,,121946844.0,False,True,regular,,,,
11368600,,,,,46,,,45,,,substitution,,121946806.0,False,False,regular,,,,
11368600,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
11368600,,,,,45,0.0,,1,,,injuryTime,5.0,,,,,,,,
11368600,,,,,22,,,24,,,substitution,,121946534.0,True,False,injury,,,,
