match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_punches,stat_errorLeadToAGoal
14572735,home,Ferencváros TC,Dénes Dibusz,denes-dibusz,D. Dibusz,G,90,188.0,864,M,75425,EUR,658713600,G,90,90,False,True,22.0,15.0,11.0,4.0,0.0,12.0,15.0,3.0,7.0,1.0,6.0,1.0,1.0,1.0,90.0,26.0,6.7,8.0,0.00112911,0.1037,0,-0.2226,0.08,0.02,-0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572735,home,Ferencváros TC,Ibrahim Cissé,ibrahim-cisse,I. Cissé,D,27,185.0,841,M,603740,EUR,830995200,D,27,27,False,,52.0,48.0,4.0,3.0,0.0,15.0,16.0,33.0,36.0,1.0,,1.0,,,90.0,66.0,7.2,6.0,0.039068,,0,,0.25,0.24,-0.07,,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
14572735,home,Ferencváros TC,Toon Raemaekers,toon-raemaekers,T. Raemaekers,D,28,195.0,178,M,1006483,EUR,968457600,D,28,28,False,,55.0,49.0,5.0,2.0,0.0,30.0,31.0,19.0,24.0,4.0,3.0,1.0,,,90.0,67.0,6.6,7.0,0.0125426,,1,,0.21,0.15,-0.11,,,,2.0,4.0,2.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0394,,,,,,,,,,,,,,,
14572735,home,Ferencváros TC,Gábor Szalai,gabor-szalai,G. Szalai,D,22,191.0,351,M,1147932,EUR,960508800,D,22,22,False,,61.0,51.0,8.0,4.0,0.0,25.0,26.0,26.0,35.0,2.0,3.0,,,,90.0,71.0,6.5,13.0,0.0238685,,0,,0.27,0.13,-0.15,,1.0,,4.0,5.0,2.0,1.0,,,1.0,,,Gábor Szalai,,,,,,1.0,,,,,,,,,,,,,,
14572735,home,Ferencváros TC,Cebrail Makreckis,cebrail-makreckis,C. Makreckis,D,25,180.0,372,M,991090,EUR,957916800,M,25,25,False,,33.0,26.0,1.0,,0.0,8.0,11.0,18.0,22.0,2.0,4.0,4.0,,,90.0,71.0,7.2,19.0,0.147641,,2,,0.22,0.22,0.28,,4.0,2.0,,3.0,6.0,3.0,1.0,1.0,1.0,,1.0,,,,,,0.5962,1.0,3.0,3.0,1.0,2.0,0.2506,3.0,0.05,,,,,,,
14572735,home,Ferencváros TC,Kristoffer Zachariassen,kristoffer-zachariassen,K. Zachariassen,M,16,180.0,333,M,548312,EUR,759628800,M,16,16,False,,16.0,15.0,,,0.0,5.0,5.0,10.0,11.0,1.0,,2.0,,,67.0,30.0,6.4,7.0,0.00949711,,2,,-0.02,-0.14,0.14,,2.0,,1.0,6.0,6.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,0.2242,4.0,1.0,,,,,,-0.55,1.0,,,,,,
14572735,home,Ferencváros TC,Naby Keïta,naby-keita,N. Keïta,M,5,172.0,16796,M,365772,EUR,792374400,M,5,5,False,,35.0,32.0,1.0,,0.0,11.0,11.0,21.0,24.0,3.0,3.0,1.0,,,45.0,49.0,6.5,6.0,0.0125797,,3,,-0.22,0.16,0.24,,,,1.0,4.0,3.0,,,1.0,3.0,,,,,,1.0,2.0,0.0591,,1.0,,,,,,-0.34,2.0,keitanabydeco,,,,,
14572735,home,Ferencváros TC,Gabi Kanichowsky,gabi-kanikovski,G. Kanichowsky,M,36,165.0,361,M,856417,EUR,872380800,M,36,36,False,,40.0,35.0,3.0,1.0,0.0,10.0,12.0,25.0,28.0,1.0,6.0,1.0,,,80.0,59.0,7.7,14.0,0.241279,,3,,0.51,0.74,-0.03,,7.0,,1.0,3.0,3.0,1.0,,,2.0,1.0,,,,,1.0,1.0,0.4192,1.0,,,,1.0,0.7932,3.0,0.48,1.0,,1.0,1.0,1.0,,
14572735,home,Ferencváros TC,Cadu,cadu,Cadu,M,20,177.0,241,M,1032956,EUR,870998400,M,20,20,False,,29.0,21.0,,,0.0,4.0,4.0,17.0,25.0,2.0,5.0,2.0,,,90.0,53.0,8.0,14.0,0.271407,,1,,0.45,0.21,0.14,,4.0,1.0,1.0,7.0,5.0,1.0,1.0,,4.0,3.0,,,,3.0,,2.0,0.1552,,1.0,1.0,,1.0,0.9076,1.0,0.54,,,,1.0,,,
14572735,home,Ferencváros TC,Aleksandar Pešić,aleksandar-pesic,A. Pešić,F,8,190.0,364,M,41069,EUR,706406400,F,8,8,False,,14.0,9.0,,,0.0,1.0,2.0,8.0,12.0,1.0,2.0,2.0,,,80.0,25.0,6.4,7.0,0.0566441,,3,,-0.07,0.3,0.0,,2.0,2.0,4.0,5.0,4.0,,,,,,2.0,,,,1.0,1.0,0.0993,2.0,,,,,,1.0,-0.55,2.0,,,,1.0,,
