match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_ownGoals,stat_totalOffside
11396357,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,36.0,22.0,21.0,7.0,17.0,20.0,5.0,16.0,1.0,1.0,16.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,48.0,7.3,14.0,0.00208092,0,0.3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,False,,36.0,24.0,5.0,1.0,10.0,12.0,15.0,25.0,3.0,8.0,1.0,1.0,,,,,,90.0,66.0,6.9,16.0,0.107769,0,,,,1.0,1.0,6.0,10.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,22,22,False,,39.0,32.0,11.0,7.0,23.0,25.0,9.0,14.0,,4.0,9.0,,,,,,,90.0,50.0,7.2,7.0,0.00516644,0,,,,,,,1.0,,1.0,3.0,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,29.0,21.0,7.0,3.0,16.0,19.0,5.0,10.0,,2.0,2.0,,,,,,,90.0,37.0,6.7,8.0,0.00193593,0,,,,,,,,,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Attila Szalai,attila-szalai,A. Szalai,D,41,192,2460,M,823092,EUR,885254400,D,41,41,False,,45.0,32.0,8.0,,18.0,22.0,15.0,25.0,2.0,4.0,2.0,,,,,,,90.0,62.0,6.7,17.0,0.54771,1,,,,2.0,1.0,3.0,8.0,,2.0,1.0,1.0,2.0,1.0,,4.0,1.0,1.0,,1.0,1.0,0.0054,0.0137,,,,,,,,,
11396357,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,22.0,15.0,3.0,1.0,10.0,11.0,5.0,11.0,1.0,6.0,5.0,4.0,,,,,,90.0,42.0,6.9,12.0,0.00290978,0,,,,,,2.0,8.0,,2.0,1.0,1.0,,,2.0,3.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,,,,,,,
11396357,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,38.0,25.0,2.0,2.0,9.0,15.0,16.0,26.0,5.0,13.0,10.0,1.0,,,,,,84.0,69.0,7.7,20.0,0.0309021,2,,,,3.0,,1.0,5.0,,2.0,,8.0,2.0,1.0,1.0,1.0,,8.0,5.0,,,0.0363,,,,2.0,,,,,,
11396357,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,40,40,False,,15.0,12.0,,,6.0,7.0,6.0,8.0,,2.0,3.0,2.0,,,,,,65.0,24.0,6.5,6.0,0.02952,3,,Umut Tohumcu,,,,,8.0,3.0,,,,,,,3.0,,2.0,,,1.0,0.0835,0.0408,,,2.0,,,,,,
11396357,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,38.0,33.0,1.0,1.0,13.0,14.0,21.0,26.0,1.0,3.0,3.0,1.0,,,,,,88.0,48.0,8.0,8.0,0.0742849,3,,,,2.0,1.0,,2.0,,,,,,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.3649,0.8566,,,,andrejkramaric,2.0,1.0,,,
11396357,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,F,21,21,False,,26.0,19.0,5.0,2.0,9.0,10.0,11.0,20.0,2.0,7.0,5.0,1.0,,,,,,84.0,45.0,7.8,13.0,0.520665,1,,,,4.0,1.0,2.0,5.0,,2.0,,2.0,,,1.0,1.0,4.0,5.0,4.0,1.0,1.0,0.0267,0.0586,1.0,1.0,,,,,1.0,,
11396357,home,TSG Hoffenheim,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,10,10,False,,14.0,8.0,,,,1.0,8.0,13.0,3.0,3.0,1.0,,,,,,,65.0,26.0,6.6,9.0,0.0471828,3,,,,,,1.0,2.0,,3.0,,,,,2.0,,,1.0,,,2.0,0.6362,0.4573,,,1.0,wout.weghorst,,,2.0,,
11396357,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,True,,13.0,10.0,1.0,,7.0,7.0,3.0,6.0,,2.0,4.0,,,,,,,25.0,20.0,6.7,6.0,0.00629411,1,,,,,,,1.0,1.0,,,,2.0,2.0,2.0,,1.0,,,,,0.0513,,,,1.0,,,,,,
11396357,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,True,,6.0,5.0,,,2.0,3.0,4.0,4.0,1.0,3.0,1.0,,,,,,,25.0,16.0,7.3,4.0,0.0188253,2,,,,1.0,1.0,,1.0,,,,,1.0,,2.0,,,1.0,1.0,,1.0,0.2778,0.9788,,1.0,1.0,,,1.0,,,
11396357,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,M,11,11,True,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,12.0,2.0,6.2,1.0,1.787e-05,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,F,29,29,True,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,12.0,4.0,6.6,1.0,,1,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,0.0228,,,,1.0,,,,,,
11396357,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,39,39,True,,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,,,,,8.0,4.0,6.5,1.0,0.00675581,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396357,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1706,M,796358,EUR,821318400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396357,away,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,,57.0,43.0,33.0,19.0,29.0,32.0,14.0,25.0,,,13.0,,1.0,3.0,5.0,,,90.0,71.0,7.3,14.0,0.00742775,0,-0.5942,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11396357,away,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,,45.0,40.0,3.0,2.0,28.0,29.0,13.0,18.0,1.0,3.0,7.0,,,,,,,90.0,60.0,6.5,7.0,0.0566774,1,,,,2.0,1.0,,2.0,1.0,,,1.0,2.0,,,1.0,1.0,,,,,0.0149,,1.0,,,,1.0,,,,
11396357,away,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,,54.0,44.0,6.0,1.0,35.0,39.0,9.0,15.0,3.0,6.0,10.0,,,,,,,90.0,64.0,6.4,11.0,0.0139713,0,,,,,,,1.0,,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,
11396357,away,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,,53.0,46.0,4.0,1.0,33.0,36.0,13.0,17.0,3.0,5.0,7.0,1.0,,,,,,90.0,74.0,6.6,9.0,0.00721446,2,,,,,,5.0,7.0,,4.0,,3.0,1.0,,1.0,1.0,,,,,,0.0597,,,1.0,2.0,,,,,,
