match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyMiss,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,player_sofascoreId
10437943,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,34.0,18.0,25.0,9.0,10.0,14.0,8.0,20.0,3.0,9.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,90.0,51.0,7.7,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,D,18,18,False,37.0,32.0,2.0,1.0,15.0,16.0,21.0,30.0,,8.0,,,,,,,,90.0,75.0,6.8,20.0,0,True,9.0,4.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,47.0,37.0,8.0,4.0,24.0,30.0,13.0,17.0,4.0,5.0,,,,,,,,90.0,59.0,6.7,11.0,1,,,,,1.0,1.0,2.0,,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,39.0,28.0,8.0,5.0,16.0,21.0,13.0,19.0,3.0,5.0,,,,,,,,90.0,52.0,6.7,12.0,0,,1.0,1.0,1.0,3.0,1.0,4.0,,,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,False,16.0,11.0,3.0,1.0,4.0,4.0,7.0,13.0,1.0,3.0,,,,,,,,69.0,37.0,7.1,11.0,1,,1.0,,,5.0,1.0,6.0,,1.0,2.0,3.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Mohamed Diaby,mohamed-diaby,M. Diaby,M,,188,46,M,892208,EUR,841708800,M,24,24,False,44.0,38.0,3.0,2.0,24.0,26.0,14.0,18.0,1.0,5.0,,,,,,,,90.0,58.0,6.7,10.0,0,,,,2.0,2.0,6.0,6.0,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,,,3.0,2.0,1.0,,,,,,,,,,
10437943,home,Portimonense SAD,Zié Ouattara,zie-ouattara,Z. Ouattara,D,24,178,133,M,1005407,EUR,947376000,M,3,3,False,38.0,28.0,2.0,1.0,10.0,11.0,19.0,32.0,,4.0,,,,,,,,90.0,56.0,7.1,19.0,2,,5.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,,,,3.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,
10437943,home,Portimonense SAD,Luquinha,luquinha,Luquinha,M,18,167,71,M,981444,EUR,970531200,M,20,20,False,33.0,29.0,1.0,1.0,6.0,7.0,24.0,27.0,,4.0,,,,,,,,62.0,38.0,6.8,6.0,0,,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,38,38,False,47.0,40.0,8.0,8.0,17.0,18.0,23.0,32.0,3.0,3.0,,,,,,,,90.0,60.0,6.3,11.0,1,,3.0,,,2.0,4.0,3.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,Paulo,Estrela,,,,,,,1.0,1.0,1.0,,,,,,
10437943,home,Portimonense SAD,Anderson Oliveira,anderson-oliveira,Anderson Oliveira,F,70,169,238,M,931538,EUR,900547200,M,11,11,False,22.0,17.0,,,4.0,5.0,13.0,17.0,,4.0,,,,,,,,81.0,39.0,6.2,14.0,4,,,,2.0,,12.0,2.0,2.0,4.0,,,,,4.0,3.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,,1.0,2.0,,,,
10437943,home,Portimonense SAD,Yago Cariello,yago-cariello,Yago,F,99,185,310,M,1019266,EUR,933033600,F,99,99,False,14.0,11.0,,,4.0,4.0,7.0,10.0,1.0,1.0,,,,,,,,62.0,25.0,6.3,9.0,3,,,,4.0,4.0,6.0,4.0,,2.0,,,,,4.0,,,,,,,,,,,1.0,3.0,,,,1.0,1.0,,
10437943,home,Portimonense SAD,Henrique Jocu,henrique-jocu,H. Jocu,M,28,171,83,M,976408,EUR,999993600,M,6,6,True,19.0,13.0,3.0,,6.0,7.0,8.0,13.0,,5.0,,,,,,,,28.0,26.0,6.7,6.0,1,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,
10437943,home,Portimonense SAD,Bryan Róchez,bryan-rochez,B. Róchez,F,35,181,256,M,796395,EUR,788918400,F,35,35,True,5.0,2.0,,,2.0,2.0,,3.0,1.0,,,,,,,,,19.0,7.0,6.5,3.0,0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10437943,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,19,19,True,8.0,6.0,,,2.0,4.0,4.0,4.0,,2.0,,,,,,,,21.0,16.0,6.0,5.0,0,,,,,,4.0,,1.0,,,2.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
