match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_totalTackle,stat_wasFouled,stat_wonTackle,stat_fouls,stat_totalCross,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
10389981,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,False,True,23.0,22.0,1.0,22.0,22.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,27.0,6.4,1.0,0.0,0.0,3.873e-05,0,-0.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389981,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,False,,52.0,43.0,4.0,35.0,37.0,15.0,3.0,4.0,1.0,4.0,,,90.0,64.0,7.1,10.0,0.2454,0.132,0.0254933,3,,2.0,8.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389981,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,,89.0,83.0,12.0,65.0,65.0,24.0,,3.0,1.0,14.0,,,90.0,103.0,7.2,8.0,0.0,0.0,0.0342745,0,,6.0,18.0,,1.0,,,,,5.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10389981,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,,63.0,54.0,7.0,35.0,38.0,25.0,2.0,6.0,1.0,5.0,,,90.0,74.0,6.9,9.0,0.1768,0.0,0.0125557,1,,4.0,19.0,,2.0,,,1.0,,1.0,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10389981,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,M,18,18,False,,27.0,25.0,,10.0,11.0,20.0,,2.0,,7.0,,,89.0,47.0,6.8,7.0,0.1207,0.0,0.145517,2,,,15.0,,2.0,1.0,1.0,1.0,,3.0,,1.0,,,,,1.0,,,4.0,2.0,1.0,2.0,,,,,,,,,,,,
10389981,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,,59.0,51.0,1.0,28.0,28.0,31.0,1.0,8.0,1.0,13.0,,,90.0,80.0,7.3,11.0,0.0939,0.0,0.0826529,1,,1.0,23.0,,4.0,3.0,2.0,1.0,,3.0,,1.0,,,1.0,4.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,
10389981,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,False,,59.0,50.0,7.0,35.0,36.0,25.0,1.0,4.0,2.0,4.0,,,90.0,72.0,7.4,10.0,0.0365,0.0673,0.183353,1,,3.0,16.0,,1.0,,,,1.0,1.0,,,,,,3.0,,2.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,
10389981,home,Troyes,Abdu Conté,abdu-conte,A. Conté,D,5,183,135,M,851276,EUR,890697600,M,12,12,False,,36.0,33.0,1.0,13.0,14.0,28.0,1.0,1.0,,3.0,,,79.0,50.0,6.8,8.0,0.0,0.0,0.102,0,,1.0,21.0,,,,,,,1.0,,,,,,,,,,6.0,,,1.0,1.0,,,,,,,,,,,
10389981,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,F,11,11,False,,18.0,14.0,1.0,2.0,2.0,21.0,,1.0,,,,,60.0,32.0,7.5,10.0,0.1922,0.1547,0.24909,3,,,14.0,,2.0,2.0,1.0,,1.0,,,2.0,,,,,,,1.0,5.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,
10389981,home,Troyes,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185,426,M,791987,EUR,906336000,F,9,9,False,,6.0,5.0,,1.0,1.0,5.0,,1.0,,,,,60.0,10.0,6.7,2.0,0.0,0.0,0.00547048,0,,,4.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
