match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11409061,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,27.0,15.0,15.0,3.0,12.0,13.0,3.0,14.0,1.0,3.0,1.0,11.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,42.0,7.3,12.0,0.00075773,16.503777761917,2.0,9.345,8.19,0,0.2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409061,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,44.0,36.0,3.0,,16.0,17.0,20.0,28.0,,7.0,3.0,4.0,4.0,4.0,2.0,,,,90.0,69.0,7.3,14.0,0.0253416,194.55833589057,17.0,157.815,28.35,0,,Dinis Pinto,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,76.822398301335,3.0,1.0,,,,,,,,,,,,,,,,,,,
11409061,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,43.0,35.0,7.0,2.0,26.0,28.0,9.0,15.0,1.0,3.0,6.0,3.0,2.0,2.0,,,,,90.0,56.0,7.2,8.0,0.00196495,51.185709878626,11.0,29.295,7.98,0,,,,,1.0,3.0,,,,1.0,,,,True,1.0,2.0,,,,,,,,,,,,,,,,
11409061,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,46.0,38.0,5.0,1.0,30.0,34.0,8.0,12.0,5.0,6.0,4.0,1.0,,,1.0,,,,90.0,56.0,7.7,8.0,0.00448655,120.76362393986,8.0,55.23,19.95,1,,,,,2.0,4.0,,,,2.0,20.336116541759,1.0,,,,,1.0,1.0,3.0,0.7586,0.8426,,,,,,,,,,,
11409061,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,22.0,16.0,5.0,1.0,8.0,11.0,8.0,14.0,,1.0,1.0,4.0,,,1.0,,,,90.0,48.0,6.8,13.0,0.00989029,60.033520721185,8.0,27.405,21.525,0,,,,3.0,2.0,4.0,1.0,,,1.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,
11409061,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,42.0,38.0,3.0,1.0,19.0,21.0,19.0,21.0,,,,4.0,,,,,,,75.0,44.0,6.4,6.0,0.0140799,103.3163671949,11.0,15.33,12.075,0,,,,,,2.0,,,1.0,1.0,39.912644871998,2.0,,,,,,,,,,1.0,,,,,,,,,,
11409061,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,47.0,36.0,5.0,1.0,21.0,24.0,15.0,24.0,1.0,10.0,1.0,11.0,5.0,2.0,2.0,,,,90.0,71.0,7.1,18.0,0.011258,98.016158705462,15.0,16.065,10.29,0,,,,1.0,1.0,8.0,3.0,2.0,2.0,3.0,,,,,1.0,1.0,,,2.0,,,2.0,,,,,,,,,,
11409061,home,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,M,21,21,False,14.0,10.0,2.0,,3.0,3.0,7.0,14.0,,3.0,,3.0,,,2.0,,,,75.0,25.0,6.5,9.0,0.0104699,80.500797566247,5.0,67.2,35.28,1,,,,3.0,,5.0,1.0,1.0,,,36.595554046906,1.0,,,3.0,,,,,0.0195,,2.0,1.0,,,,,,,,,
11409061,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,44.0,35.0,1.0,,11.0,13.0,24.0,32.0,,2.0,,5.0,1.0,,1.0,,,,87.0,54.0,6.9,13.0,0.13527,178.09626546461,20.0,100.17,20.37,1,,,,1.0,,3.0,1.0,,1.0,1.0,39.696993114888,2.0,1.0,,,,,,,0.0443,,1.0,,1.0,,,,,,,,
11409061,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,M,19,19,False,10.0,5.0,,,3.0,3.0,2.0,9.0,,3.0,2.0,2.0,1.0,1.0,1.0,,,,63.0,23.0,6.8,10.0,0.0107315,66.491298263199,5.0,49.14,30.975,2,,,,2.0,1.0,6.0,2.0,1.0,,1.0,38.658394383772,2.0,1.0,,1.0,,1.0,,,0.0957,0.1159,2.0,,1.0,1.0,,,,,,,
