match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_totalContest,stat_totalOffside,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_errorLeadToAShot,stat_goodHighClaim,stat_lastManTackle
12504688,home,Venezia,Filip Stanković,filip-stankovic,F. Stanković,G,1,185,1020,M,986355,EUR,1014595200,G,35,35,False,32.0,26.0,9.0,3.0,0.0,26.0,30.0,2.0,7.0,1.0,1.0,1.0,1.0,90.0,38.0,6.2,7.0,6.584e-05,0,-0.7462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504688,home,Venezia,Antonio Candela,candela-antonio,A. Candela,D,26,182,271,M,862464,EUR,956793600,D,27,27,False,55.0,45.0,3.0,1.0,0.0,20.0,23.0,34.0,2.0,,,,,84.0,78.0,7.1,14.0,0.0433551,0,,26.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504688,home,Venezia,Michael Svoboda,michael-svoboda,M. Svoboda,D,30,195,196,M,888340,EUR,908409600,D,30,30,False,112.0,99.0,6.0,3.0,0.0,53.0,60.0,52.0,6.0,,,,,90.0,131.0,7.3,17.0,0.0429138,0,,46.0,,,,2.0,6.0,2.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,
12504688,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,4,4,False,99.0,93.0,4.0,2.0,0.0,50.0,53.0,46.0,4.0,,,,,90.0,113.0,6.8,7.0,0.0328411,0,,43.0,,,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,jayidzes,1.0,1.0,,,,,,,,,,,,,,,
12504688,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,14.0,9.0,,,0.0,2.0,4.0,10.0,1.0,,,,,45.0,22.0,6.8,7.0,0.067835,0,,7.0,,,,,2.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
12504688,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,52.0,43.0,4.0,2.0,0.0,19.0,25.0,29.0,3.0,,,,,64.0,62.0,7.1,12.0,0.112789,1,,25.0,2.0,1.0,,2.0,4.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,0.0214,,,,,,,,,
12504688,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,53.0,45.0,8.0,5.0,0.0,12.0,15.0,39.0,6.0,,,,,73.0,64.0,7.5,10.0,0.0490901,1,,33.0,1.0,,,3.0,3.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,2.0,0.0944,1.0,1.0,0.6494,,,,,,
12504688,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,M,5,5,False,29.0,27.0,,,0.0,12.0,13.0,23.0,3.0,,,,,85.0,48.0,6.3,10.0,0.0976054,1,,18.0,7.0,3.0,1.0,6.0,4.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,0.1151,1.0,,0.1937,1.0,,,,,
12504688,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,11,11,False,12.0,9.0,1.0,,1.0,1.0,2.0,15.0,2.0,,,,,90.0,29.0,7.1,12.0,0.0814686,2,,9.0,5.0,1.0,2.0,7.0,4.0,2.0,,,1.0,,,,2.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,0.1101,,,,,1.0,,,,
12504688,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170,907,M,896180,EUR,1022544000,F,6,6,False,56.0,48.0,6.0,4.0,0.0,17.0,17.0,43.0,7.0,,,,,90.0,78.0,7.7,17.0,0.0443871,1,,31.0,4.0,,,4.0,10.0,1.0,1.0,,1.0,5.0,5.0,3.0,2.0,,2.0,,,,,2.0,,1.0,,1.0,2.0,0.0563,,,,,,,,,
