match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyConceded,stat_penaltyFaced,stat_goalAssist
10390030,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,24.0,17.0,13.0,7.0,13.0,15.0,4.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,30.0,6.6,7.0,0.0,0.0,0.000633,0,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390030,home,Angers,Yan Valery,yan-valery,Y. Valery,D,22,186,2305,M,,826202,EUR,919641600,D,94,94,False,17.0,15.0,2.0,2.0,6.0,8.0,10.0,10.0,2.0,4.0,2.0,,,,40.0,28.0,6.9,3.0,0.0,0.0,0.0484801,0,,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10390030,home,Angers,Cédric Hountondji,cedric-hountondji,C. Hountondji,D,4,195,551,M,,342911,EUR,758937600,D,22,22,False,30.0,25.0,4.0,1.0,21.0,22.0,4.0,8.0,,4.0,7.0,,,,90.0,43.0,7.0,6.0,0.0,0.0,0.00118463,0,,,,,,2.0,3.0,4.0,4.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
10390030,home,Angers,Miha Blažič,miha-blazic,M. Blažič,D,16,185,178,M,,96552,EUR,736819200,D,5,5,False,43.0,33.0,5.0,3.0,22.0,26.0,11.0,17.0,2.0,2.0,5.0,,,,90.0,47.0,6.5,10.0,0.0,0.0,0.00205605,0,,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10390030,home,Angers,Souleyman Doumbia,souleyman-doumbia,S. Doumbia,D,15,175,136,M,,366760,EUR,843523200,D,3,3,False,29.0,23.0,3.0,1.0,10.0,11.0,14.0,20.0,,4.0,6.0,,,,90.0,53.0,7.0,10.0,0.0,0.0,0.053293,0,,,,2.0,1.0,1.0,1.0,4.0,3.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10390030,home,Angers,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1300,M,,859021,EUR,947635200,M,2,2,False,44.0,35.0,5.0,,15.0,17.0,20.0,27.0,,6.0,12.0,,,,90.0,57.0,6.8,11.0,0.081,0.0,0.0101607,1,,,,,,5.0,2.0,4.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10390030,home,Angers,Nabil Bentaleb,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,nabilbentaleb,368120,EUR,785635200,M,6,6,False,54.0,45.0,10.0,6.0,21.0,24.0,24.0,33.0,1.0,3.0,11.0,,,,90.0,65.0,6.7,14.0,0.0,0.0,0.0230762,0,,,,3.0,,5.0,3.0,1.0,1.0,1.0,2.0,,,3.0,1.0,,,,,1.0,True,,,,,,,,,,,,
10390030,home,Angers,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,azzedine_ounahi,991421,EUR,956102400,M,8,8,False,43.0,36.0,5.0,3.0,16.0,17.0,20.0,27.0,1.0,9.0,10.0,,,,90.0,66.0,6.8,15.0,0.3273,0.0368,0.0218696,3,,,,1.0,,7.0,,3.0,3.0,2.0,,,,1.0,1.0,1.0,7.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,
10390030,home,Angers,Adrien Hunou,adrien-hunou,A. Hunou,M,23,176,98,M,,283083,EUR,758937600,M,23,23,False,19.0,11.0,,,4.0,6.0,7.0,13.0,2.0,7.0,3.0,,,,90.0,34.0,6.8,13.0,0.8895,0.5307,0.0032904,3,,,,,,4.0,,1.0,,2.0,,,,1.0,,2.0,,,,4.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,
10390030,home,Angers,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175,14009,M,Sofianeboufal_19,257205,EUR,748224000,M,7,7,False,33.0,24.0,1.0,1.0,7.0,8.0,17.0,28.0,,11.0,3.0,,,,87.0,65.0,7.0,24.0,0.9082,1.1532,0.0165958,2,,,,3.0,,15.0,,6.0,3.0,2.0,4.0,1.0,,,,4.0,8.0,4.0,,1.0,,3.0,,2.0,,1.0,,,1.0,1.0,,,
