match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_hitWoodwork,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_penaltyWon
12436600,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,17.0,10.0,10.0,3.0,0.0,8.0,8.0,2.0,9.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,90.0,32.0,6.8,7.0,0.00052164,0,0.2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436600,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,44.0,32.0,3.0,,0.0,21.0,25.0,12.0,22.0,2.0,9.0,3.0,5.0,,1.0,1.0,,,,,,,89.0,78.0,7.7,17.0,0.0432305,0,,3.0,1.0,1.0,1.0,8.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436600,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,45.0,33.0,7.0,2.0,0.0,19.0,21.0,14.0,24.0,4.0,3.0,4.0,1.0,,1.0,2.0,,,,,,,90.0,55.0,6.6,12.0,0.0114571,1,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0223,,,,,,,,,,,,,,,,
12436600,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,51.0,41.0,7.0,2.0,0.0,30.0,31.0,11.0,20.0,2.0,5.0,8.0,6.0,,,1.0,,,,,,,90.0,67.0,7.2,12.0,0.00845368,0,,,,1.0,1.0,1.0,1.0,2.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,
12436600,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,40.0,32.0,4.0,1.0,0.0,15.0,18.0,18.0,23.0,6.0,4.0,5.0,6.0,,2.0,1.0,,,,,,,90.0,60.0,7.1,10.0,0.376912,0,,1.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
12436600,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,47.0,33.0,4.0,1.0,0.0,11.0,12.0,22.0,36.0,6.0,4.0,2.0,3.0,,1.0,1.0,,,,,,,90.0,64.0,6.9,19.0,0.0737425,0,,1.0,,1.0,,3.0,1.0,2.0,2.0,,4.0,,1.0,,,,,,True,,,,,,,,,,,
12436600,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,39.0,27.0,2.0,,0.0,12.0,16.0,15.0,24.0,2.0,5.0,1.0,8.0,,2.0,1.0,,,,,,,90.0,58.0,7.6,14.0,0.0121722,2,,1.0,,,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.0571,,1.0,1.0,,,1.0,1.0,0.0368,,,,,,,,
12436600,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,42.0,34.0,2.0,2.0,0.0,12.0,15.0,22.0,27.0,5.0,13.0,3.0,4.0,,2.0,1.0,,,,,,,90.0,62.0,7.7,11.0,0.0262845,2,,,,3.0,1.0,3.0,3.0,2.0,1.0,7.0,,,,0.1005,1.0,1.0,1.0,,,1.0,,0.3302,1.0,,,,,,,
12436600,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,22.0,18.0,,,1.0,9.0,11.0,10.0,12.0,6.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,66.0,36.0,7.3,6.0,0.40366,3,,1.0,1.0,1.0,,1.0,1.0,,3.0,,2.0,1.0,,0.117,1.0,2.0,1.0,1.0,,,,,2.0,,,,,,,
12436600,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,18.0,13.0,,,0.0,3.0,3.0,10.0,15.0,6.0,6.0,1.0,1.0,,,1.0,,,,,,,66.0,36.0,7.5,11.0,0.0120127,3,,,,2.0,1.0,,,2.0,1.0,2.0,,,,0.5645,3.0,4.0,4.0,,,1.0,1.0,0.7991,2.0,1.0,1.0,,,,,
