match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_wasFouled,stat_goals,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11369938,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,18.0,14.0,9.0,5.0,14.0,16.0,2.0,1.0,7.0,2.0,3.0,3.0,1.0,90.0,28.0,7.6,4.0,9.232e-05,0,1.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369938,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,48.0,39.0,6.0,3.0,14.0,15.0,35.0,3.0,3.0,,,,,90.0,63.0,7.5,13.0,0.0404847,2,,,,sandywalsh,1.0,26.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7146,2.0,,,,,,,,,,,,,,,,
11369938,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,77.0,74.0,4.0,3.0,46.0,49.0,28.0,3.0,6.0,,,,,90.0,90.0,7.8,4.0,0.751156,0,,,,,,28.0,,,3.0,1.0,4.0,4.0,,,,,3.0,1.0,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,
11369938,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,92.0,80.0,8.0,3.0,51.0,55.0,38.0,5.0,7.0,,,,,90.0,100.0,7.5,12.0,0.0851391,0,,,,,,30.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369938,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,51.0,48.0,4.0,3.0,20.0,20.0,35.0,,7.0,,,,,90.0,72.0,8.1,10.0,0.329876,2,,,,,,29.0,4.0,1.0,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,1.0,2.0,,,0.0732,3.0,,2.0,1.0,0.0214,,,,,,,,,,,,
11369938,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,M,30,30,False,63.0,53.0,8.0,3.0,26.0,29.0,36.0,,7.0,,,,,90.0,89.0,7.5,16.0,0.365339,3,,,,,,29.0,2.0,2.0,2.0,2.0,8.0,9.0,1.0,4.0,2.0,1.0,7.0,4.0,,,,0.0843,2.0,,2.0,,,1.0,1.0,,,,,,,,,,
11369938,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,36.0,28.0,1.0,,11.0,14.0,22.0,2.0,5.0,,,,,59.0,50.0,7.2,9.0,0.00973212,1,,,,,,17.0,,,3.0,1.0,5.0,8.0,,1.0,,,3.0,2.0,,1.0,,0.0451,,,3.0,1.0,0.1385,2.0,,2.0,2.0,,,,,,,,
11369938,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,43.0,35.0,1.0,,9.0,12.0,31.0,,5.0,,,,,84.0,57.0,8.3,9.0,0.15274,2,,,,,,26.0,,,3.0,1.0,4.0,3.0,,,,,2.0,1.0,1.0,1.0,,0.3957,4.0,2.0,3.0,2.0,0.7745,,,,1.0,1.0,,,,,,,
11369938,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,77.0,64.0,12.0,10.0,18.0,19.0,59.0,2.0,7.0,,,,,90.0,89.0,8.0,14.0,0.310336,3,,,,,,46.0,1.0,,,2.0,2.0,4.0,,,2.0,1.0,,,,2.0,,0.1285,3.0,,2.0,,,2.0,,2.0,,,True,,,,,,
11369938,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,55.0,45.0,6.0,5.0,10.0,10.0,50.0,,7.0,,,,,90.0,75.0,8.7,14.0,0.179327,8,,,,,,37.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,,6.0,1.0,1.0,,,,,1.468,2.0,1.0,1.0,1.0,0.9884,2.0,,1.0,1.0,1.0,,1.0,,,,,
