match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon
12499375,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,9.0,3.0,6.5,1.0,1.14e-05,1,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,0.0182,0.016,,,,,,,,,,
12499375,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,20.0,13.0,12.0,5.0,0.0,12.0,15.0,1.0,5.0,1.0,8.0,4.0,,,5.0,,90.0,31.0,7.2,7.0,0.00029372,0,0.5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
12499375,away,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,69.0,61.0,9.0,5.0,0.0,23.0,23.0,39.0,48.0,4.0,5.0,,,,,,90.0,90.0,7.0,13.0,0.0741882,1,,2.0,,5.0,5.0,1.0,1.0,4.0,3.0,,,,,,1.0,,,,,3.0,,,,,,0.0381,,1.0,,1.0,,,,edmondtapsoba,1.0,,
12499375,away,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,77.0,73.0,3.0,3.0,0.0,40.0,42.0,33.0,35.0,4.0,6.0,,,,,,90.0,90.0,7.5,5.0,0.0271425,3,,,2.0,3.0,7.0,1.0,1.0,1.0,,,,,,,5.0,,,1.0,,,,,2.0,,1.0,0.1401,0.2289,,1.0,1.0,,,,jonatah,,,
12499375,away,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,67.0,56.0,3.0,1.0,0.0,27.0,32.0,29.0,36.0,2.0,1.0,,,,,,90.0,82.0,7.1,12.0,0.0179684,0,,1.0,,1.0,4.0,,,1.0,1.0,,,1.0,,,2.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,pierohincapie,,,
12499375,away,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,27.0,23.0,,,0.0,5.0,6.0,19.0,26.0,,4.0,,,,,,90.0,47.0,6.2,12.0,0.0654968,1,,5.0,,5.0,2.0,1.0,2.0,,,,1.0,2.0,,,,2.0,,,,,,1.0,1.0,,1.0,0.3168,0.2112,1.0,,,,,,jeremie_frimpong,,,
12499375,away,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,104.0,98.0,5.0,2.0,0.0,41.0,43.0,57.0,61.0,1.0,7.0,,,,,,90.0,117.0,8.4,10.0,0.362684,2,,,1.0,2.0,2.0,,1.0,,,,3.0,1.0,,,1.0,,1.0,,,,5.0,,1.0,1.0,1.0,0.0581,0.205,,,1.0,,,,Granit_Xhaka,,,
12499375,away,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,55.0,46.0,2.0,,0.0,21.0,23.0,25.0,32.0,2.0,6.0,,,,,,82.0,66.0,7.0,9.0,0.053301,1,,,1.0,4.0,7.0,,,2.0,1.0,,,2.0,,,3.0,,,,,3.0,1.0,,,,,0.0284,,,,,1.0,,,,,,
12499375,away,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,40.0,35.0,,,0.0,11.0,11.0,27.0,33.0,,2.0,,,,,,90.0,59.0,7.1,10.0,0.187755,4,,4.0,1.0,3.0,2.0,1.0,1.0,,,,2.0,1.0,,,1.0,,,1.0,,,4.0,1.0,1.0,,,0.3273,0.1822,3.0,,2.0,1.0,,,grimaldo35,,,
12499375,away,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,35.0,29.0,1.0,1.0,0.0,8.0,11.0,21.0,25.0,1.0,4.0,,,,,,65.0,40.0,6.8,8.0,0.0305304,1,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,0.1368,0.1064,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,63.0,47.0,4.0,2.0,0.0,7.0,8.0,40.0,58.0,,4.0,,,,,,90.0,81.0,8.6,23.0,0.260006,4,,3.0,,4.0,5.0,,3.0,4.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,3.0,1.0,3.0,2.0,,1.1114,1.8229,,,,1.0,,,FWirtz,,1.0,
12499375,away,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,False,,10.0,6.0,,,0.0,3.0,4.0,4.0,7.0,,,,,,,,82.0,32.0,6.9,16.0,0.0440112,5,,1.0,3.0,9.0,4.0,4.0,3.0,,,,7.0,,,,2.0,,,,,1.0,2.0,,,,,0.3468,,1.0,2.0,3.0,2.0,,,boniface_jrn,1.0,,
12499375,away,Bayer 04 Leverkusen,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2099,M,846445,EUR,857433600,F,11,11,True,,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,,,,,,,,25.0,16.0,6.7,2.0,0.0303231,2,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,0.1203,0.2133,,,,1.0,,,,,,
12499375,away,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,True,,26.0,24.0,,,0.0,1.0,2.0,23.0,25.0,,,,,,,,8.0,27.0,6.6,3.0,0.0224849,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlexGarcia97,,,
12499375,away,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,True,,7.0,6.0,,,0.0,2.0,3.0,4.0,4.0,,,,,,,,8.0,14.0,7.4,3.0,0.018067,1,,,,1.0,4.0,,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,0.0953,,,,,1.0,,,amine_ad10,,,1.0
12499375,away,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1268,M,1173172,EUR,1108598400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Arthur,,,,,,,,,,,,,,,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odilonkossounou,,,
12499375,away,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499375,away,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_shicky,,,
