match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_punches
14025089,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,32.0,30.0,6.0,4.0,0.0,28.0,28.0,2.0,4.0,6.0,1.0,2.0,2.0,90.0,39.0,7.1,2.0,0.00084071,80.051698672194,10.0,58.905,15.435,0.5076,0,0.5408,0.03,0.01,-0.14,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025089,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,45.0,40.0,8.0,6.0,1.0,10.0,11.0,30.0,34.0,6.0,,,,90.0,85.0,7.5,27.0,0.492435,151.01341286499,22.0,87.255,19.11,,1,,0.7,0.08,-0.29,,25.0,6.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0091,19.293138780406,1.0,6.0,-0.02,,,,,,,,,,,,,,,
14025089,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,60.0,51.0,2.0,1.0,0.0,34.0,36.0,17.0,24.0,5.0,,,,90.0,76.0,8.5,9.0,0.121832,167.77322662107,25.0,88.515,15.855,,3,,0.36,0.11,0.44,,,,5.0,11.0,,,,,,2.0,2.0,,,,3.0,,0.1704,15.855,1.0,1.0,0.48,,,True,2.0,9.0,2.0,1.0,1.0,5.0,2.0,0.5379,,,,
14025089,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,58.0,53.0,4.0,2.0,0.0,36.0,38.0,17.0,20.0,3.0,,,,90.0,70.0,6.9,5.0,0.00719834,121.16943343655,16.0,84.735,22.05,,0,,0.06,0.02,0.33,,,,5.0,6.0,,,,,,3.0,,,,2.0,1.0,,,24.238122782097,1.0,,,,,,4.0,4.0,,,,6.0,,,,,,
14025089,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,11.0,10.0,1.0,1.0,0.0,9.0,9.0,1.0,2.0,2.0,,,,19.0,17.0,6.4,2.0,0.00176497,9.3114532649195,2.0,7.245,4.305,,0,,0.0,0.0,-0.17,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
14025089,home,Tottenham Hotspur,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,22,22,False,42.0,33.0,2.0,2.0,0.0,13.0,14.0,20.0,28.0,4.0,,,,90.0,70.0,6.5,18.0,0.148923,136.34137829647,20.0,8.19,9.765,,2,,0.12,0.26,-0.1,,4.0,,9.0,8.0,1.0,3.0,3.0,,1.0,,1.0,1.0,4.0,3.0,2.0,,0.0953,,,1.0,-0.43,,,,6.0,1.0,1.0,,,,2.0,,1.0,,,
14025089,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,ArchieGray06,1142335,EUR,1142121600,M,14,14,False,25.0,21.0,2.0,1.0,0.0,11.0,12.0,10.0,13.0,5.0,,,,45.0,33.0,6.4,4.0,0.00664411,132.18159964205,13.0,74.55,41.58,,0,,-0.02,0.17,-0.01,,,,3.0,2.0,,,,,,,2.0,2.0,,,1.0,,,42.223580331374,1.0,1.0,,Archie Gray,,,2.0,,,,,,1.0,,,,,
14025089,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,M,28,28,False,37.0,32.0,,,0.0,3.0,4.0,29.0,33.0,4.0,,,,89.0,52.0,6.1,12.0,0.0494354,127.34319686365,16.0,51.765,20.895,,3,,0.07,0.09,-0.06,,1.0,,6.0,4.0,,4.0,1.0,,,,1.0,1.0,,1.0,,,0.4154,17.440762856022,1.0,2.0,0.06,,,,,1.0,2.0,1.0,,,,0.462,3.0,1.0,,
14025089,home,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,51062,M,XaviSimons,997183,EUR,1050883200,M,7,7,False,47.0,33.0,4.0,1.0,0.0,9.0,11.0,24.0,36.0,2.0,,,,90.0,69.0,6.6,22.0,0.111826,219.05727909319,19.0,146.16,39.27,,4,,0.25,0.29,-0.13,,,,5.0,6.0,,3.0,,,2.0,,2.0,1.0,3.0,3.0,1.0,,0.1891,110.19587267567,5.0,3.0,-0.35,,,,1.0,1.0,1.0,1.0,,,,0.2063,1.0,,,
14025089,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,M,11,11,False,18.0,14.0,,,0.0,3.0,4.0,11.0,14.0,2.0,,,,62.0,42.0,7.1,17.0,0.0163086,147.51189547724,17.0,53.865,19.53,,3,,-0.12,0.44,-0.06,,7.0,,6.0,7.0,,5.0,2.0,,,,2.0,1.0,2.0,3.0,,,0.185,93.377600069667,6.0,2.0,-0.56,,,,2.0,,3.0,,,,,,1.0,,,
