match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonTackle,player_sofascoreId,captain,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_punches,stat_errorLeadToAShot
13463001,home,Crystal Palace,Matt Turner,matt-turner,M. Turner,G,30,190,1516,M,833943,EUR,772416000,G,30,30,False,17.0,15.0,2.0,0.0,15.0,16.0,1.0,1.0,8.0,2.0,1.0,1.0,90.0,29.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13463001,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2016,M,931844,EUR,954201600,D,26,26,False,64.0,58.0,9.0,1.0,29.0,34.0,31.0,11.0,2.0,,,,90.0,90.0,8.0,8.0,0,,,4.0,29.0,1.0,4.0,9.0,6.0,16.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13463001,home,Crystal Palace,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6978,M,879674,EUR,954979200,D,5,5,False,85.0,81.0,4.0,0.0,44.0,46.0,39.0,11.0,7.0,,,,90.0,103.0,7.3,5.0,0,,,3.0,37.0,,5.0,3.0,6.0,6.0,,,3.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,
13463001,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,24476,M,877994,EUR,963446400,D,6,6,False,112.0,102.0,8.0,0.0,45.0,47.0,67.0,6.0,5.0,,,,90.0,124.0,7.4,12.0,0,,,4.0,57.0,2.0,2.0,2.0,3.0,4.0,,,2.0,,,1.0,,2.0,MarcGuehi13,True,,,,,,,,,,,,,,,,,
13463001,home,Crystal Palace,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12012,M,870360,EUR,833068800,M,12,12,False,42.0,36.0,1.0,0.0,7.0,8.0,37.0,3.0,3.0,,,,89.0,64.0,7.9,10.0,2,,,,31.0,3.0,4.0,1.0,5.0,3.0,,1.0,1.0,1.0,1.0,,2.0,1.0,daniel.chitiva,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13463001,home,Crystal Palace,Will Hughes,will-hughes,W. Hughes,M,19,185,1024,M,193554,EUR,798076800,M,19,19,False,41.0,33.0,3.0,0.0,12.0,12.0,33.0,,1.0,,,,65.0,50.0,7.5,11.0,1,,,1.0,23.0,4.0,,1.0,,2.0,,,1.0,1.0,,,2.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,
13463001,home,Crystal Palace,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5420,M,355796,EUR,783043200,M,8,8,False,59.0,50.0,6.0,0.0,18.0,18.0,41.0,5.0,8.0,,,,89.0,81.0,7.3,13.0,2,,,3.0,32.0,,,6.0,2.0,9.0,,,2.0,,1.0,,1.0,1.0,jeffersonlerma,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,
13463001,home,Crystal Palace,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181,10805,M,802695,EUR,851126400,M,25,25,False,51.0,45.0,3.0,0.0,18.0,18.0,37.0,1.0,5.0,,,,90.0,75.0,6.9,12.0,1,,,2.0,28.0,4.0,3.0,,5.0,4.0,,,2.0,,1.0,,2.0,2.0,Chilly,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,
13463001,home,Crystal Palace,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26738,M,845286,EUR,888364800,F,7,7,False,22.0,18.0,1.0,0.0,2.0,3.0,20.0,1.0,,,,,65.0,30.0,6.9,6.0,2,,,,16.0,1.0,,3.0,,4.0,,,,1.0,1.0,,,,ismaila_sarr18,,,,,1.0,,,,1.0,,,,,,,,,
13463001,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55955,M,864921,EUR,899078400,F,10,10,False,49.0,42.0,1.0,0.0,11.0,12.0,40.0,,1.0,,,,85.0,62.0,7.2,13.0,2,,,,32.0,3.0,2.0,,4.0,1.0,,,,2.0,,1.0,2.0,,eze,,1.0,,1.0,1.0,,,,,1.0,3.0,1.0,,,,,,
