match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_goalAssist,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalOffside
11820586,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,30.0,26.0,8.0,4.0,23.0,23.0,3.0,7.0,1.0,10.0,4.0,4.0,1.0,1.0,90.0,41.0,7.4,4.0,0.00071484,0,0.3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11820586,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,56.0,47.0,11.0,9.0,27.0,31.0,23.0,31.0,2.0,2.0,,,,,90.0,80.0,6.9,14.0,0.0721964,0,,6.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11820586,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182,203,M,1129751,EUR,870566400,D,25,25,False,62.0,49.0,10.0,5.0,31.0,35.0,18.0,27.0,2.0,2.0,,,,,90.0,74.0,7.5,14.0,0.00825687,1,,,,3.0,8.0,,,3.0,2.0,,,,,3.0,5.0,1.0,1.0,2.0,1.0,1.0,0.1018,0.114,,,,,,,,,,,,,
11820586,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,78.0,66.0,11.0,4.0,46.0,48.0,21.0,31.0,3.0,8.0,,,,,90.0,92.0,7.6,13.0,0.354633,0,,1.0,1.0,2.0,9.0,,1.0,4.0,,1.0,2.0,,,1.0,6.0,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,
11820586,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,50.0,44.0,4.0,3.0,28.0,30.0,16.0,22.0,1.0,5.0,,,,,90.0,81.0,6.4,16.0,0.0140285,1,,2.0,,9.0,7.0,3.0,7.0,,1.0,2.0,,,,,1.0,,,,2.0,1.0,0.0208,,4.0,1.0,1.0,,,,,,,,,,
11820586,home,Stade Brestois,Jonas Martin,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,28,28,False,90.0,78.0,10.0,6.0,41.0,48.0,37.0,44.0,1.0,8.0,,,,,90.0,97.0,7.1,15.0,0.0345559,0,,2.0,,3.0,6.0,1.0,,,2.0,1.0,1.0,,,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11820586,home,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,23,23,False,27.0,25.0,2.0,1.0,7.0,7.0,18.0,21.0,1.0,4.0,,,,,65.0,43.0,6.4,10.0,0.0192518,0,,1.0,,12.0,2.0,2.0,6.0,,,2.0,1.0,Kamory Doumbia,,4.0,,,,,2.0,,,,2.0,1.0,,kamory_doumbia03,1.0,,,,,,,,
11820586,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,41.0,41.0,,,19.0,19.0,24.0,25.0,1.0,4.0,,,,,90.0,52.0,6.7,2.0,0.0961828,1,,3.0,2.0,3.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,,1.0,0.0198,,1.0,,,,,True,1.0,,,,,,
11820586,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,44.0,30.0,1.0,,7.0,8.0,27.0,48.0,,2.0,,,,,85.0,77.0,8.0,25.0,0.30826,2,,12.0,4.0,4.0,12.0,1.0,5.0,,2.0,1.0,1.0,,,2.0,1.0,,,2.0,3.0,4.0,0.0882,,5.0,,1.0,,,,1.0,1.0,,,,,
11820586,home,Stade Brestois,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,7,7,False,15.0,11.0,1.0,1.0,4.0,5.0,7.0,11.0,1.0,4.0,,,,,71.0,30.0,6.9,10.0,0.00387667,1,,1.0,,7.0,7.0,1.0,1.0,1.0,2.0,,1.0,,,4.0,2.0,,,1.0,3.0,3.0,0.0035,,,1.0,1.0,,,,,,,,,,
