match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_defensiveValueNormalized,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_dribbleValueNormalized,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_lastManTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_totalOffside
14032380,home,Club Brugge KV,Dani van den Heuvel,Dani van den Heuvel,,dani-van-den-heuvel,D. v. d. Heuvel,G,16,184,382,M,1049432,EUR,1054080000,G,16,16,False,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,19.0,5.0,6.6,6.03e-06,0,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Kyriani Sabbe,,,kyriani-sabbe,K. Sabbe,D,64,176,1049,M,1101258,EUR,1106697600,D,64,64,False,23.0,17.0,0.0,9.0,14.0,1.0,3.0,,65.0,41.0,5.8,0.00747712,0,0.02,-0.3,3.0,1.0,8.0,9.0,1.0,7.0,3.0,5.0,1.0,2.0,1.0,2.0,13.0,83.786045746983,13.0,-13.545,8.295,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Joel Ordóñez,,,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,False,26.0,20.0,0.0,13.0,15.0,3.0,2.0,1.0,39.0,31.0,5.8,0.00185058,0,0.06,0.19,2.0,,7.0,11.0,,2.0,,,,2.0,,,6.0,25.461489139402,4.0,-1.05,4.62,0.01,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Brandon Mechele,,,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,66.0,60.0,0.0,43.0,47.0,8.0,2.0,2.0,90.0,80.0,6.9,0.00975654,0,0.25,0.57,3.0,2.0,17.0,19.0,,5.0,,,,5.0,1.0,,6.0,279.45287368539,30.0,155.505,21.735,0.21,5.0,2.0,4.0,2.0,,1.0,15.118503927307,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Joaquin Seys,,,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,48.0,39.0,0.0,22.0,27.0,4.0,2.0,2.0,90.0,65.0,6.2,0.0155706,0,0.12,-0.36,3.0,,17.0,21.0,,2.0,,,,5.0,4.0,,9.0,195.26166608365,27.0,102.165,28.245,0.1,1.0,1.0,1.0,1.0,1.0,,29.289478127819,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Hans Vanaken,,,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,73.0,65.0,0.0,35.0,37.0,2.0,3.0,,90.0,85.0,7.3,0.0973199,1,0.45,-0.24,4.0,3.0,30.0,36.0,1.0,4.0,3.0,,,3.0,,,9.0,139.46866261083,24.0,25.2,10.29,0.08,,1.0,1.0,,1.0,,,,True,1.0,0.0028,0.0165,1.0,0.22,,,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Aleksandar Stanković,,,aleksandar-stankovic,A. Stanković,M,25,187,2861,M,1153957,EUR,1123027200,M,25,25,False,40.0,36.0,0.0,19.0,19.0,4.0,3.0,,90.0,49.0,7.0,0.221183,1,0.29,0.21,4.0,1.0,17.0,21.0,,2.0,1.0,,,4.0,,,4.0,108.44341039437,13.0,45.255,11.76,0.11,1.0,3.0,1.0,1.0,,,8.3494508202636,1.0,,,0.032,,1.0,-0.29,1.0,1.0,,,,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Christos Tzolis,,,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,8,8,False,28.0,24.0,1.0,10.0,10.0,2.0,1.0,,65.0,41.0,6.7,0.130145,1,0.14,-0.04,1.0,1.0,14.0,18.0,4.0,6.0,2.0,,,4.0,,1.0,8.0,55.946408887813,5.0,27.615,19.53,0.12,1.0,,2.0,,2.0,,20.237423650257,1.0,,1.0,0.0417,0.0265,2.0,-0.03,,,absolute_christostzolis,2.0,1.0,,,,,,,,,,,,,,
14032380,home,Club Brugge KV,Hugo Vetlesen,,,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,F,10,10,False,47.0,40.0,0.0,22.0,26.0,7.0,8.0,2.0,90.0,67.0,7.9,0.0198341,3,0.03,0.0,,,18.0,21.0,,7.0,1.0,1.0,1.0,3.0,1.0,2.0,11.0,173.65184992107,25.0,62.16,16.59,0.4,1.0,,4.0,1.0,3.0,,5.4234831059016,1.0,,2.0,0.2085,0.8577,,0.48,,,,,2.0,1.0,1.0,,,,,,,,,,,,
14032380,home,Club Brugge KV,Romeo Vermant,Romeo,Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,17,17,False,24.0,18.0,0.0,9.0,12.0,8.0,2.0,1.0,72.0,35.0,8.4,0.223117,2,-0.02,-0.05,,,9.0,12.0,,3.0,1.0,,,,,2.0,9.0,99.590394616833,10.0,25.515,18.27,0.12,,3.0,4.0,3.0,1.0,,18.524483798476,1.0,,2.0,0.0406,0.829,,0.72,,,,,1.0,,1.0,1.0,,,,,,,,,,,
