match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_goals
14035904,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,True,23.0,13.0,15.0,5.0,0.0,9.0,9.0,4.0,14.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,32.0,7.2,10.0,0.00033583,0.0767,0,0.3657,0.04,-0.04,0.29,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
14035904,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,,22.0,14.0,5.0,,0.0,5.0,9.0,9.0,13.0,,1.0,2.0,2.0,,,,,,,52.0,39.0,6.4,15.0,0.0145217,,0,,-0.13,0.12,-0.05,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
14035904,home,RSC Anderlecht,Lucas Hey,Lucas Hey,,lucas-hey,L. Hey,D,3,189,338,M,1122698,EUR,1050192000,D,3,3,False,,40.0,32.0,7.0,2.0,0.0,24.0,28.0,8.0,12.0,4.0,7.0,9.0,5.0,1.0,,,,,,90.0,55.0,7.6,8.0,0.00330125,,1,,0.08,0.03,0.47,,,3.0,,,,1.0,,,,3.0,1.0,2.0,1.0,0.0378,-0.29,,,,,,,,,,,
14035904,home,RSC Anderlecht,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,55,55,False,,46.0,43.0,2.0,2.0,0.0,30.0,31.0,13.0,15.0,1.0,4.0,3.0,3.0,1.0,,,,,,90.0,55.0,7.3,3.0,0.0611699,,1,,0.27,0.07,0.14,,,4.0,,,,,,2.0,,2.0,,2.0,2.0,0.0335,-0.14,1.0,0.063,,,,,,,,,
14035904,home,RSC Anderlecht,Ludwig Augustinsson,,,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,6,6,False,,47.0,33.0,10.0,3.0,0.0,14.0,18.0,19.0,29.0,3.0,7.0,5.0,1.0,1.0,,,,,,90.0,72.0,7.3,16.0,0.181967,,0,,0.39,0.06,0.2,,3.0,5.0,,,,2.0,,2.0,1.0,3.0,,3.0,1.0,,,,,3.0,,,,,,,,
14035904,home,RSC Anderlecht,Nathan De Cat,Nathan De Cat,,nathan-de-cat,N. D. Cat,M,74,192,1673,M,1637689,EUR,1216425600,M,74,74,False,,34.0,29.0,4.0,3.0,0.0,10.0,10.0,19.0,24.0,,3.0,1.0,5.0,1.0,,,,,,76.0,45.0,6.6,6.0,0.0244744,,1,,0.18,0.09,-0.05,,,5.0,,,,3.0,,3.0,,1.0,1.0,2.0,2.0,0.0189,-0.11,,,,1.0,1.0,,,,,,
14035904,home,RSC Anderlecht,Nathan-Dylan Saliba,Nathan Saliba,,nathan-saliba,N. Saliba,M,13,173,636,M,1093229,EUR,1076112000,M,13,13,False,,34.0,25.0,5.0,3.0,0.0,7.0,10.0,18.0,24.0,2.0,10.0,4.0,5.0,2.0,,,,,,90.0,58.0,7.8,11.0,0.0518679,,3,,0.32,0.15,0.41,,1.0,6.0,1.0,,,1.0,,1.0,2.0,3.0,,6.0,3.0,0.1225,-0.18,2.0,0.2005,,1.0,,1.0,,,,,
14035904,home,RSC Anderlecht,César Huerta,,,cesar-huerta,C. Huerta,M,21,173,5239,M,905257,EUR,975801600,M,21,21,False,,20.0,16.0,1.0,,0.0,3.0,3.0,13.0,17.0,2.0,3.0,1.0,4.0,,,,,,,52.0,31.0,6.5,8.0,0.0692,,3,,0.1,0.18,0.16,,1.0,4.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,0.2684,-0.6,,,,2.0,,,1.0,,,,
14035904,home,RSC Anderlecht,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174,3646,M,94286,EUR,733363200,M,11,11,False,,40.0,26.0,5.0,1.0,0.0,4.0,11.0,22.0,29.0,1.0,6.0,,5.0,,,,,,,90.0,60.0,6.8,20.0,0.0392075,,3,,-0.06,0.3,-0.03,,3.0,3.0,,3.0,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,0.6087,-0.51,1.0,0.2645,1.0,2.0,,,1.0,THazard,,,
14035904,home,RSC Anderlecht,Nilson Angulo,Nilson Angulo,,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,M,19,19,False,,26.0,21.0,2.0,2.0,0.0,6.0,6.0,15.0,20.0,1.0,6.0,1.0,8.0,1.0,,,,,,89.0,57.0,7.1,18.0,0.335039,,0,,0.49,0.24,0.23,,4.0,8.0,,1.0,1.0,,4.0,2.0,3.0,,,3.0,2.0,,,,,1.0,6.0,1.0,,,,2.0,1.0,
