match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wasFouled,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside
11409029,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,28.0,20.0,13.0,5.0,19.0,19.0,1.0,9.0,3.0,9.0,2.0,5.0,1.0,3.0,3.0,90.0,44.0,7.1,9.0,0.00013361,0,-0.8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409029,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,29.0,15.0,6.0,2.0,6.0,13.0,9.0,16.0,3.0,7.0,,,,,,90.0,54.0,7.0,18.0,0.00940844,0,,4.0,4.0,9.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409029,home,FC Arouca,Robson Bambu,robson-bambu,R. Bambu,D,3,184,362,M,923186,EUR,879292800,D,3,3,False,41.0,32.0,6.0,2.0,21.0,25.0,11.0,16.0,4.0,3.0,,,,,,90.0,53.0,6.6,10.0,0.00357556,0,,1.0,5.0,6.0,,,1.0,4.0,4.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11409029,home,FC Arouca,Francisco Montero,francisco-montero,F. Montero,D,20,185,228,M,927376,EUR,916272000,D,4,4,False,58.0,50.0,10.0,4.0,37.0,38.0,13.0,20.0,4.0,4.0,,,,,,90.0,70.0,6.7,9.0,0.00589853,0,,4.0,4.0,5.0,,,,,,1.0,,,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
11409029,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,46.0,35.0,5.0,2.0,23.0,28.0,13.0,20.0,1.0,3.0,,,,,,90.0,68.0,6.8,17.0,0.0942388,1,,1.0,4.0,5.0,,1.0,,2.0,2.0,3.0,2.0,,,1.0,,2.0,,1.0,2.0,1.0,1.0,0.0111,0.3589,,,,,,,,,
11409029,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,40.0,31.0,6.0,3.0,16.0,17.0,15.0,26.0,1.0,5.0,,,,,,88.0,55.0,7.1,15.0,0.0185899,0,,,4.0,3.0,,1.0,1.0,1.0,,1.0,2.0,,,2.0,2.0,,,2.0,3.0,,,,,True,1.0,2.0,1.0,,,,,
11409029,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,45.0,40.0,5.0,5.0,20.0,20.0,20.0,25.0,,6.0,,,,,,90.0,51.0,6.8,6.0,0.0218791,2,,,3.0,,2.0,,,,,,2.0,,,1.0,,,,1.0,,,,0.0818,,,,,,1.0,1.0,,,
11409029,home,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,17.0,15.0,,,6.0,7.0,9.0,12.0,,7.0,,,,,,78.0,39.0,6.9,12.0,0.26174,2,,1.0,5.0,7.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,4.0,,4.0,2.0,,,0.139,,,1.0,1.0,1.0,1.0,1.0,,,
11409029,home,FC Arouca,Cristo González,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,M,23,23,False,31.0,21.0,2.0,1.0,7.0,9.0,15.0,24.0,,4.0,,,,,,89.0,42.0,7.3,15.0,0.202248,2,,,3.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,2.0,2.0,1.0,1.0,0.2358,0.8559,,,,,1.0,,1.0,,
11409029,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,25.0,20.0,1.0,1.0,7.0,9.0,13.0,17.0,,2.0,,,,,,88.0,38.0,6.9,9.0,0.019918,3,,,6.0,1.0,2.0,,,,,3.0,1.0,,,,1.0,1.0,,2.0,1.0,,1.0,0.1935,0.1153,,,,,,2.0,1.0,morlayesylla2,
11409029,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,11.0,11.0,,,6.0,6.0,5.0,5.0,2.0,3.0,,,,,,78.0,33.0,8.2,5.0,0.0862095,6,,,10.0,8.0,1.0,,,,,3.0,2.0,,,2.0,9.0,3.0,,1.0,,,1.0,1.0729,0.5789,,1.0,5.0,,3.0,2.0,1.0,,1.0
11409029,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,4.0,3.0,,,3.0,3.0,,1.0,,2.0,,,,,,12.0,5.0,6.6,1.0,4.167e-05,0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11409029,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,9,9,True,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,12.0,4.0,6.2,2.0,0.00028743,0,,,5.0,,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
