match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_goals,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss
13444509,home,Little Rock Rangers,Tomasz Wroblewski,tomasz-wroblewski,T. Wroblewski,G,187.0,8,M,915851,EUR,933206400.0,G,1,1,False,34.0,12.0,30.0,9.0,0.0,4.0,6.0,8.0,28.0,1.0,1.0,1.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,90.0,44.0,7.6,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444509,home,Little Rock Rangers,Sohma Ichikawa,sohma-ichikawa,S. Ichikawa,M,,1,M,2073596,EUR,1019088000.0,D,2,2,False,25.0,14.0,6.0,3.0,0.0,3.0,5.0,11.0,20.0,7.0,6.0,,2.0,1.0,1.0,,,,,90.0,52.0,6.5,16.0,0,Sohma Ichikawa,2,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13444509,home,Little Rock Rangers,Kevin Ventura,kevin-ventura,K. Ventura,M,175.0,0,M,2076848,EUR,1003104000.0,D,18,18,False,18.0,9.0,9.0,5.0,0.0,4.0,6.0,5.0,12.0,,5.0,,9.0,3.0,1.0,,,,,77.0,35.0,7.2,9.0,1,Kevin Ventura,18,,2.0,,,,1.0,3.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
13444509,home,Little Rock Rangers,Carlos Beltran,carlos-beltran,C. Beltran,D,,0,M,982712,EUR,,D,15,15,False,13.0,11.0,,,0.0,9.0,11.0,2.0,2.0,1.0,3.0,,14.0,3.0,1.0,,,,,90.0,33.0,7.2,2.0,0,,15,,,,,,2.0,,2.0,,1.0,,,1.0,True,,,,,,,,,,,,
13444509,home,Little Rock Rangers,Scott Gray,scott-gray,S. Gray,D,178.0,1,,885738,EUR,948931200.0,D,3,3,False,18.0,7.0,8.0,1.0,0.0,2.0,6.0,5.0,12.0,2.0,5.0,,4.0,5.0,1.0,,,,,90.0,50.0,7.0,24.0,0,,,1.0,1.0,,1.0,,,,3.0,,,,,3.0,,1.0,1.0,2.0,1.0,,,,,,,,
13444509,home,Little Rock Rangers,Caoimhin McConnell,mcconnell-caoimhin,C. McConnell,M,187.0,1,,987244,EUR,969235200.0,M,44,44,False,29.0,16.0,10.0,1.0,0.0,7.0,7.0,9.0,22.0,6.0,4.0,,2.0,4.0,1.0,,,,,90.0,40.0,7.4,14.0,2,,,3.0,,3.0,,,,,3.0,,,,2.0,2.0,,1.0,,,,1.0,,,,,,,
13444509,home,Little Rock Rangers,Nyasha Dube,nyasha-dube,N. Dube,M,,4,M,983131,EUR,,M,10,10,False,32.0,19.0,6.0,2.0,0.0,10.0,12.0,9.0,20.0,6.0,6.0,2.0,4.0,7.0,1.0,,,,,90.0,50.0,6.6,17.0,0,,10,,2.0,2.0,,,1.0,,3.0,,2.0,,,2.0,,,,2.0,1.0,,,,,,,,
13444509,home,Little Rock Rangers,Steven Stone,steven-stone,S. Stone,M,,0,M,2073595,EUR,1063670400.0,M,22,22,False,10.0,7.0,2.0,,0.0,1.0,2.0,6.0,8.0,4.0,4.0,1.0,1.0,,,,,,,90.0,24.0,6.8,7.0,2,Steven Stone,22,,,1.0,,,,,4.0,,2.0,,,2.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,
13444509,home,Little Rock Rangers,Jon Coca,jon-coca,J. Coca,F,,0,M,2073608,EUR,989107200.0,F,11,11,False,16.0,11.0,3.0,2.0,0.0,3.0,4.0,8.0,12.0,4.0,4.0,1.0,1.0,5.0,1.0,,,,,85.0,28.0,6.8,7.0,2,Jon Coca,11,1.0,,1.0,2.0,1.0,1.0,,2.0,,,1.0,2.0,2.0,,,,,1.0,,,,,,,,
13444509,home,Little Rock Rangers,Daniel Burko,daniel-burko,D. Burko,F,190.0,1,M,2073606,EUR,1032220800.0,F,7,7,False,21.0,12.0,1.0,,0.0,1.0,2.0,11.0,19.0,16.0,10.0,6.0,,7.0,3.0,,,,,90.0,47.0,6.5,23.0,1,Daniel Burko,7,3.0,3.0,1.0,3.0,1.0,,,3.0,,4.0,,,2.0,,,,5.0,,,,,1.0,,,,
