match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyConceded,stat_fouls,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_goalAssist,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyWon
10382238,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184.0,1521,M,134029,EUR,702691200,G,1,1,False,40.0,24.0,27.0,11.0,18.0,26.0,6.0,14.0,8.0,1.0,1.0,1.0,2.0,90.0,49.0,6.5,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382238,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179.0,2828,M,905347,EUR,962150400,D,2,2,False,38.0,27.0,7.0,2.0,17.0,20.0,11.0,24.0,7.0,,,,,90.0,65.0,7.2,20.0,1,,,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382238,home,AZ Alkmaar,Wouter Goes,wouter-goes,W. Goes,D,3,187.0,709,M,1145982,EUR,1086825600,D,46,46,False,55.0,45.0,6.0,2.0,40.0,42.0,5.0,13.0,7.0,,,,,90.0,65.0,7.2,13.0,1,,,,,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,,,,4.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10382238,home,AZ Alkmaar,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185.0,761,M,822163,EUR,853545600,D,3,3,False,51.0,39.0,8.0,3.0,36.0,40.0,3.0,11.0,6.0,,,,,90.0,62.0,6.7,12.0,0,,,,,2.0,6.0,,,,,3.0,1.0,3.0,2.0,,3.0,5.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,
10382238,home,AZ Alkmaar,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180.0,25965,M,1097425,EUR,1068163200,D,5,5,False,29.0,23.0,1.0,,13.0,15.0,10.0,18.0,,,,,,89.0,50.0,7.0,12.0,1,Milos,Kerkez,4.0,,,6.0,3.0,3.0,,1.0,,,1.0,,,,1.0,,,1.0,2.0,,1.0,miloskerkez,,,,,,,,,,,,
10382238,home,AZ Alkmaar,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185.0,38542,M,893549,EUR,901670400,M,6,6,False,42.0,35.0,3.0,2.0,18.0,21.0,17.0,22.0,8.0,,,,,90.0,65.0,7.4,13.0,2,,,1.0,,1.0,8.0,5.0,4.0,,,,4.0,3.0,3.0,1.0,,5.0,1.0,,2.0,,,,tijjanireijnders,3.0,1.0,1.0,1.0,,,,,,,,
10382238,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190.0,1199,M,980671,EUR,952560000,M,16,16,False,26.0,23.0,1.0,1.0,12.0,13.0,11.0,14.0,6.0,,,,,90.0,40.0,6.7,7.0,3,,,1.0,,,3.0,5.0,3.0,,,,1.0,,,1.0,3.0,9.0,1.0,,,,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,
10382238,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169.0,219,M,116946,EUR,677980800,M,8,8,False,51.0,41.0,9.0,7.0,22.0,26.0,19.0,25.0,6.0,,,,,90.0,60.0,6.8,11.0,0,,,,,1.0,3.0,1.0,1.0,,,,,1.0,1.0,,,3.0,,,1.0,,,2.0,,1.0,,,,True,1.0,,,,,,
10382238,home,AZ Alkmaar,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188.0,1839,M,826064,EUR,922838400,F,7,7,False,24.0,17.0,3.0,1.0,4.0,7.0,13.0,19.0,9.0,,,,,90.0,53.0,7.0,17.0,2,,,2.0,,3.0,14.0,7.0,3.0,1.0,2.0,1.0,,3.0,3.0,1.0,3.0,12.0,2.0,,2.0,5.0,,2.0,,1.0,,,,,,1.0,,,,,
10382238,home,AZ Alkmaar,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186.0,15284,M,795236,EUR,911606400,F,9,9,False,31.0,21.0,1.0,1.0,13.0,13.0,8.0,18.0,4.0,,,,,80.0,36.0,6.6,11.0,2,,,,,3.0,5.0,2.0,1.0,2.0,1.0,,,,,,2.0,3.0,,1.0,,1.0,,,vangelis_pavlidis,,,1.0,,,,,2.0,,,,
