match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_errorLeadToAShot
12764052,home,Bayer 04 Leverkusen,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,False,22.0,20.0,6.0,4.0,0.0,20.0,22.0,6.0,1.0,1.0,2.0,90.0,31.0,7.2,3.0,0.00010375,0,0.1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Edmond Tapsoba,,,edmond-tapsoba,E. Tapsoba,D,12,193,33854,M,883262,EUR,917913600,D,12,12,False,97.0,87.0,7.0,6.0,0.0,46.0,49.0,4.0,,,,90.0,110.0,7.6,12.0,0.0441171,1,,edmondtapsoba,41.0,48.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.1608,1.0,,,,,,,,,,,,,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Jonathan Tah,,,jonathan-tah,J. Tah,D,4,194,9464,M,227672,EUR,823996800,D,4,4,False,105.0,103.0,4.0,4.0,0.0,64.0,66.0,1.0,,,,90.0,117.0,7.6,2.0,0.0309746,1,,jonatah,39.0,39.0,1.0,1.0,2.0,2.0,,,,5.0,1.0,,,0.0542,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,31055,M,1002837,EUR,1010534400,D,3,3,False,63.0,57.0,5.0,2.0,0.0,29.0,31.0,2.0,,,,68.0,70.0,6.8,7.0,0.011681,0,,pierohincapie,28.0,32.0,,1.0,4.0,3.0,,,,2.0,2.0,,1.0,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,970361,EUR,976406400,M,30,30,False,23.0,18.0,1.0,1.0,1.0,9.0,9.0,3.0,,,,68.0,43.0,7.3,14.0,0.560878,2,,jeremie_frimpong,11.0,18.0,,,6.0,2.0,4.0,,,,1.0,3.0,1.0,0.0966,4.0,,1.0,1.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,0.1102,,,,,,,
12764052,home,Bayer 04 Leverkusen,Exequiel Palacios,,,exequiel-palacios,E. Palacios,M,25,177,12686,M,822600,EUR,907545600,M,25,25,False,51.0,40.0,1.0,1.0,0.0,15.0,16.0,8.0,,,,68.0,70.0,8.4,12.0,0.271249,3,,exepalaciosok,25.0,35.0,,,2.0,10.0,1.0,1.0,1.0,,7.0,,,0.2655,2.0,,1.0,1.0,,1.0,1.0,4.0,,,1.0,1.0,2.0,0.1802,,,,,,,
12764052,home,Bayer 04 Leverkusen,Robert Andrich,,,robert-andrich,R. Andrich,M,8,189,3318,M,168903,EUR,780192000,M,8,8,False,71.0,66.0,3.0,2.0,0.0,30.0,30.0,7.0,,,,90.0,79.0,7.3,7.0,0.198831,0,,,37.0,42.0,2.0,,7.0,2.0,,,,1.0,1.0,1.0,4.0,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15693,M,117777,EUR,717552000,M,34,34,False,93.0,88.0,5.0,4.0,0.0,35.0,35.0,6.0,,,,90.0,106.0,7.9,7.0,0.226749,1,,Granit_Xhaka,53.0,58.0,1.0,1.0,4.0,5.0,,,,1.0,3.0,2.0,2.0,0.0223,2.0,,1.0,,,2.0,,2.0,,,,1.0,1.0,0.1026,,,,,,,
12764052,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13084,M,177177,EUR,811555200,M,20,20,False,70.0,62.0,4.0,2.0,1.0,27.0,30.0,7.0,,,,90.0,95.0,9.8,12.0,0.400227,7,,grimaldo35,37.0,44.0,1.0,1.0,2.0,5.0,,,,1.0,4.0,1.0,,0.4806,4.0,,,3.0,,1.0,1.0,3.0,4.0,2.0,1.0,4.0,,0.6215,1.0,,,,,,
12764052,home,Bayer 04 Leverkusen,Patrik Schick,,,patrik-schick,P. Schick,F,14,191,10646,M,280609,EUR,822441600,F,14,14,False,24.0,18.0,,,0.0,3.0,4.0,9.0,,,,73.0,36.0,7.9,9.0,0.0705716,5,,p_shicky,15.0,20.0,3.0,3.0,7.0,4.0,2.0,1.0,3.0,,,,1.0,1.2108,1.0,,,1.0,,2.0,2.0,,,,,1.0,,0.6225,1.0,,,,,,
12764052,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148828,M,1019322,EUR,1051920000,F,10,10,False,45.0,36.0,1.0,1.0,1.0,5.0,5.0,2.0,,,,76.0,77.0,9.0,23.0,0.214904,4,,FWirtz,31.0,42.0,,,10.0,8.0,9.0,3.0,1.0,,1.0,3.0,,1.2191,3.0,,1.0,,,,3.0,,2.0,,1.0,3.0,4.0,1.2093,2.0,1.0,,,,,
12764052,home,Bayer 04 Leverkusen,Arthur,Arthur,,arthur,Arthur,D,13,173,2974,M,1174761,EUR,1047859200,D,13,13,True,13.0,11.0,,,0.0,4.0,4.0,,,,,22.0,19.0,6.7,5.0,0.0120802,0,,,7.0,10.0,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12764052,home,Bayer 04 Leverkusen,Nathan Tella,,,nathan-tella,N. Tella,M,23,173,3092,M,920379,EUR,931132800,M,19,19,True,8.0,6.0,1.0,,0.0,1.0,1.0,2.0,,,,22.0,16.0,6.9,3.0,0.0655105,3,,,5.0,7.0,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,,,0.3943,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,
12764052,home,Bayer 04 Leverkusen,Aleix García,,,aleix-garcia,A. García,M,24,173,4596,M,796047,EUR,867456000,M,24,24,True,14.0,13.0,1.0,1.0,0.0,3.0,3.0,,,,,22.0,17.0,7.2,2.0,0.00965785,2,,AlexGarcia97,10.0,12.0,,,,,,,,,,,,0.6595,,,,,,,,,1.0,,,2.0,,0.5015,1.0,1.0,,,,,
12764052,home,Bayer 04 Leverkusen,Artem Stepanov,Artem Stepanov,,artem-stepanov,A. Stepanov,F,18,192,1626,M,1489193,EUR,1186704000,F,29,29,True,2.0,2.0,,,0.0,,,1.0,,,,17.0,2.0,6.5,,0.00090833,0,,,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
