match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_wonTackle,stat_penaltyConceded,stat_errorLeadToAShot,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,captain,stat_accurateCross,stat_hitWoodwork,stat_goodHighClaim,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyMiss
12528127,home,Adana Demirspor,Deniz Eren Dönmezer,donmezer-deniz-eren,D. E. Donmezer,G,27,190,590,M,1550760,EUR,1221955200,G,27,27,False,22.0,16.0,11.0,5.0,0.0,16.0,17.0,5.0,1.0,7.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,90.0,33.0,7.1,6.0,5.634e-05,0,-0.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528127,home,Adana Demirspor,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,386,M,1063395,EUR,1037664000,D,99,99,False,23.0,15.0,3.0,2.0,0.0,8.0,9.0,15.0,9.0,3.0,4.0,,,,,,,90.0,54.0,6.3,15.0,0.00977058,1,,Arda Kurtulan,,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0191,,,,,,,,,,,,,,,,,,,,,
12528127,home,Adana Demirspor,Burhan Ersoy,burhan-ersoy,B. Ersoy,D,24,187,41,M,1640309,EUR,1055462400,D,24,24,False,17.0,14.0,,,0.0,9.0,12.0,5.0,3.0,4.0,3.0,,,,,,,90.0,24.0,5.7,3.0,0.00172932,0,,,,5.0,,,1.0,,,,,1.0,,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12528127,home,Adana Demirspor,Abdulsamet Burak,abdulsamet-burak,A. Burak,D,3,182,40,M,900798,EUR,831945600,D,23,23,False,41.0,34.0,8.0,3.0,0.0,28.0,33.0,8.0,2.0,2.0,2.0,,,,,,,74.0,47.0,5.8,8.0,0.00133941,0,,,,6.0,,,2.0,,,,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12528127,home,Adana Demirspor,Osman Kaynak,osman-kaynak,O. Kaynak,D,77,175,21,M,1170288,EUR,1147651200,D,87,87,False,6.0,5.0,1.0,,0.0,4.0,4.0,3.0,2.0,1.0,,,,,,,,45.0,15.0,5.7,2.0,0.00015721,0,,,,1.0,1.0,1.0,4.0,1.0,,,,2.0,1.0,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
12528127,home,Adana Demirspor,Bunyamin Balat,bunyamin-balat,B. Balat,M,,172,28,M,996317,EUR,852422400,M,21,21,False,31.0,26.0,1.0,,0.0,14.0,15.0,20.0,,3.0,,,,,,,,90.0,44.0,5.7,12.0,0.0295046,3,,,,12.0,4.0,,1.0,1.0,,,1.0,,1.0,2.0,,,0.4271,,,,,,1.0,1.0,1.0,1.0,0.6524,1.0,,,,,,,,,,
12528127,home,Adana Demirspor,Maestro,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,40.0,36.0,2.0,,0.0,18.0,22.0,19.0,4.0,5.0,2.0,,,,,,,90.0,58.0,6.4,13.0,0.0188365,1,,,,18.0,1.0,,5.0,1.0,2.0,2.0,1.0,,2.0,4.0,,,0.0359,,1.0,,,,,,,,,2.0,4.0,,,,,,,,,
12528127,home,Adana Demirspor,Tayfun Aydoğan,tayfun-aydogan,T. Aydoğan,M,8,175,43,M,816435,EUR,833328000,M,8,8,False,43.0,35.0,5.0,2.0,0.0,22.0,23.0,21.0,2.0,5.0,,,,,,,,90.0,53.0,7.0,11.0,0.342595,2,,,,13.0,1.0,,3.0,,2.0,2.0,1.0,,,,,1.0,0.1877,,,,,,1.0,,1.0,,0.0221,2.0,2.0,1.0,,,,,,,,
12528127,home,Adana Demirspor,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,374,M,873049,EUR,919296000,M,10,10,False,29.0,20.0,4.0,1.0,0.0,11.0,15.0,17.0,2.0,,,,,,,,,90.0,47.0,6.5,16.0,0.29412,4,,,,11.0,3.0,2.0,6.0,1.0,3.0,2.0,,1.0,,1.0,,1.0,0.6327,,,,,,1.0,1.0,3.0,,0.8651,2.0,2.0,1.0,True,2.0,1.0,,,,,
12528127,home,Adana Demirspor,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182,285,M,1000187,EUR,1049068800,F,11,11,False,24.0,20.0,,,0.0,13.0,13.0,12.0,1.0,2.0,,,,,,,,90.0,35.0,6.4,9.0,0.0730496,2,,,,7.0,1.0,1.0,5.0,,2.0,,1.0,1.0,,,1.0,,0.0341,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,
