match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_clearanceOffLine
11450028,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,8.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,90.0,15.0,6.7,3.0,0.0004539,0,-0.5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450028,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,38.0,27.0,8.0,,12.0,14.0,16.0,27.0,2.0,6.0,,,,78.0,69.0,6.9,17.0,0.0451715,1,,True,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0319,0.0557,1.0,,,,,,,,,,,,,,,,,,,,,
11450028,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,42.0,34.0,8.0,2.0,25.0,26.0,9.0,16.0,5.0,6.0,,,,90.0,53.0,7.0,8.0,0.530117,0,,,,,2.0,3.0,3.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
11450028,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,40.0,33.0,7.0,4.0,20.0,23.0,13.0,18.0,4.0,4.0,,,,90.0,58.0,7.1,10.0,0.0167866,0,,,1.0,,1.0,8.0,5.0,,1.0,,2.0,2.0,,,,,,,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
11450028,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,27.0,20.0,2.0,,8.0,11.0,13.0,20.0,1.0,2.0,,,,90.0,43.0,6.8,12.0,0.0994714,0,,,4.0,1.0,3.0,3.0,5.0,2.0,,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11450028,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,29.0,21.0,5.0,3.0,7.0,8.0,14.0,22.0,1.0,3.0,,,,77.0,43.0,7.0,12.0,0.0257166,3,,,1.0,,1.0,8.0,5.0,1.0,1.0,2.0,,2.0,,0.095,0.2354,,,,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
11450028,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,40.0,32.0,7.0,4.0,15.0,16.0,17.0,25.0,2.0,11.0,,,,90.0,51.0,6.9,10.0,0.0339675,0,,,1.0,,2.0,5.0,4.0,3.0,,,2.0,2.0,,,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
11450028,home,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,520,M,890695,EUR,912297600,M,98,98,False,22.0,19.0,,,3.0,4.0,16.0,18.0,,2.0,,,,61.0,29.0,6.8,5.0,0.0557086,0,,,,,,5.0,2.0,1.0,2.0,,2.0,1.0,,,,3.0,,,1.0,1.0,1.0,,,,1.0,Arbnor,Muja,,,,,,,,,,
11450028,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,22.0,20.0,,,3.0,3.0,17.0,20.0,,2.0,,,,61.0,35.0,6.3,13.0,0.0199951,2,,,1.0,,1.0,7.0,1.0,2.0,1.0,,,,6.0,0.159,,1.0,,,,1.0,,3.0,,,,,,2.0,1.0,,,,,,,,
11450028,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,36.0,23.0,,,7.0,7.0,17.0,36.0,1.0,1.0,,,,90.0,61.0,6.6,26.0,0.0617562,2,,,7.0,1.0,1.0,10.0,4.0,2.0,6.0,1.0,,1.0,1.0,0.1436,0.1122,1.0,,,1.0,,3.0,1.0,2.0,,,,,1.0,,,,,,,,,
