match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_hitWoodwork,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_clearanceOffLine,stat_lastManTackle
11068555,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,37.0,30.0,16.0,9.0,25.0,25.0,5.0,12.0,8.0,2.0,3.0,90.0,47.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Bruno Peres,bruno-peres,B. Peres,D,13,178,204,M,243175,EUR,636249600,D,33,33,False,,68.0,67.0,6.0,5.0,30.0,30.0,39.0,46.0,4.0,,,90.0,92.0,7.0,11.0,0,8.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,False,,86.0,80.0,8.0,4.0,57.0,57.0,23.0,29.0,10.0,,,90.0,97.0,6.9,6.0,1,,,6.0,3.0,2.0,,,1.0,,,,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,13,13,False,,80.0,79.0,4.0,4.0,60.0,61.0,19.0,19.0,3.0,,,90.0,91.0,8.1,1.0,1,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,2.0,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11068555,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,51.0,46.0,5.0,3.0,15.0,16.0,31.0,37.0,3.0,,,76.0,69.0,7.3,7.0,0,2.0,,2.0,5.0,,,,1.0,3.0,1.0,,1.0,2.0,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,False,,38.0,35.0,4.0,4.0,13.0,13.0,22.0,26.0,1.0,,,45.0,44.0,6.3,5.0,0,1.0,,6.0,1.0,5.0,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,49.0,43.0,4.0,2.0,22.0,24.0,21.0,25.0,6.0,,,76.0,67.0,7.4,9.0,3,,,4.0,10.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,
11068555,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,54.0,47.0,2.0,1.0,13.0,14.0,34.0,42.0,5.0,,,90.0,70.0,6.9,12.0,2,2.0,,5.0,2.0,3.0,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,
11068555,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,False,,28.0,24.0,,,7.0,8.0,18.0,26.0,1.0,,,70.0,45.0,7.1,13.0,3,6.0,1.0,4.0,2.0,1.0,3.0,2.0,,,,2.0,,,,1.0,,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,
11068555,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,False,,39.0,35.0,2.0,1.0,11.0,12.0,24.0,29.0,3.0,,,59.0,50.0,6.5,10.0,1,2.0,,4.0,2.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
11068555,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1052,M,805245,EUR,839980800,F,30,30,False,,30.0,23.0,,,2.0,2.0,22.0,31.0,1.0,,,90.0,39.0,6.9,11.0,0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Lazar Marković,lazar-markovic,L. Marković,M,50,175,330,M,98461,EUR,762566400,M,50,50,True,,26.0,21.0,2.0,,4.0,4.0,18.0,23.0,2.0,,,45.0,37.0,6.7,9.0,0,1.0,1.0,3.0,2.0,,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,7.0,4.0,,,2.0,2.0,2.0,5.0,,,,31.0,9.0,7.3,3.0,1,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11068555,home,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1354,,25985,EUR,554342400,M,17,17,True,,23.0,21.0,4.0,3.0,9.0,9.0,12.0,14.0,1.0,,,20.0,28.0,7.0,2.0,2,,,1.0,2.0,,,,1.0,,,,,1.0,,,2.0,,2.0,,1.0,,,,,1.0,,,,,,,,,
11068555,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,True,,10.0,10.0,,,7.0,7.0,3.0,5.0,,,,14.0,18.0,7.5,3.0,0,2.0,,,2.0,,2.0,2.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,
11068555,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,True,,10.0,7.0,,,2.0,3.0,6.0,9.0,3.0,,,14.0,15.0,8.0,4.0,1,2.0,1.0,2.0,,2.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,
11068555,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188,271,M,1101279,EUR,1061510400,D,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,M,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,home,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,708,M,1013427,EUR,986083200,M,80,80,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068555,away,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,,186,92,M,126077,EUR,625276800,G,25,25,False,,31.0,25.0,7.0,2.0,24.0,28.0,1.0,3.0,13.0,1.0,1.0,90.0,47.0,5.8,6.0,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,1.0,,,
11068555,away,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,22,22,False,,31.0,29.0,,,14.0,16.0,16.0,16.0,5.0,,,90.0,58.0,7.2,6.0,2,1.0,1.0,9.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,,
11068555,away,Adana Demirspor,Mert Çetin,mert-cetin,M. Çetin,D,4,189,161,M,858148,EUR,852076800,D,45,45,False,,31.0,25.0,6.0,1.0,20.0,22.0,5.0,9.0,2.0,,,90.0,40.0,6.1,6.0,1,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,,,,,,,,1.0,,
11068555,away,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,4,4,False,,45.0,41.0,8.0,5.0,26.0,27.0,15.0,19.0,7.0,,,90.0,59.0,6.8,6.0,1,1.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,5.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,
