match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wonTackle,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_interceptionWon,stat_goalAssist,player_sofascoreId,stat_goals
11409037,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,22.0,21.0,7.0,6.0,20.0,21.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,90.0,25.0,6.6,1.0,0.00061739,0,-0.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409037,home,Gil Vicente,Alex Pinto,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,67,67,False,42.0,32.0,3.0,1.0,9.0,12.0,25.0,37.0,1.0,6.0,,,,,,76.0,67.0,6.7,21.0,0.0699557,0,,,,7.0,2.0,2.0,3.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11409037,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,70.0,61.0,12.0,8.0,29.0,31.0,34.0,44.0,1.0,5.0,,,,,,90.0,84.0,7.5,13.0,0.0663817,3,,,,5.0,2.0,2.0,,4.0,4.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1179,0.107,,,,,,,,,,,,
11409037,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,65.0,57.0,10.0,6.0,19.0,22.0,38.0,43.0,4.0,6.0,,,,,,90.0,71.0,7.1,8.0,0.0278727,0,,,,,,2.0,4.0,3.0,5.0,,,1.0,,,2.0,,,,,,1.0,,,True,1.0,,,,,,,,,,
11409037,home,Gil Vicente,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,23,23,False,51.0,45.0,3.0,3.0,10.0,11.0,35.0,46.0,1.0,2.0,,,,,,84.0,74.0,7.4,15.0,0.0424476,0,,,,6.0,,,1.0,1.0,6.0,,,2.0,,1.0,1.0,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,
11409037,home,Gil Vicente,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,40.0,35.0,7.0,5.0,9.0,10.0,26.0,30.0,,6.0,,,,,,90.0,52.0,6.6,6.0,0.0786828,2,,,,,,,1.0,8.0,4.0,4.0,1.0,2.0,,,,1.0,1.0,,,2.0,3.0,0.062,,,1.0,,,,,,,,,,
11409037,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,37.0,27.0,11.0,8.0,11.0,13.0,16.0,24.0,1.0,4.0,,,,,,66.0,49.0,7.3,11.0,0.0158361,2,,,,,,3.0,4.0,5.0,9.0,,,3.0,1.0,2.0,1.0,,,1.0,,1.0,2.0,0.0926,,,2.0,,,,,,,,,,
11409037,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,13.0,11.0,1.0,,4.0,5.0,8.0,9.0,,6.0,,,,,,45.0,22.0,6.6,6.0,0.0443323,1,,,,1.0,1.0,1.0,,5.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,2.0,0.0405,0.2437,,,1.0,,,,,,,,,
11409037,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,28.0,21.0,,,5.0,7.0,16.0,24.0,,1.0,,,,,,90.0,39.0,6.8,11.0,0.0346729,3,,,,3.0,,1.0,,2.0,2.0,,,1.0,,1.0,,1.0,,,1.0,2.0,,0.1469,0.0467,,1.0,,,,,,,,,,
11409037,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,21.0,17.0,,,2.0,4.0,19.0,33.0,,1.0,,,,,,90.0,52.0,6.9,21.0,0.103101,2,,,,16.0,4.0,2.0,2.0,5.0,4.0,,3.0,2.0,1.0,,2.0,,,1.0,,1.0,,0.0419,,,2.0,,,,,,,,,,
11409037,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,F,70,70,False,8.0,6.0,,,,,6.0,8.0,,,,,,,,45.0,18.0,6.5,4.0,0.0156754,1,,,,,,3.0,,5.0,2.0,,,,,2.0,,1.0,,1.0,,,1.0,0.0459,,,,3.0,,,,,,,,,
11409037,home,Gil Vicente,Ali Alipour,ali-alipour,A. Alipourghara,F,9,181,1677,M,791368,EUR,816048000,F,9,9,True,1.0,,,,,,,2.0,1.0,,,,,,,45.0,11.0,6.7,4.0,,3,,,,1.0,,2.0,2.0,4.0,2.0,,,,1.0,,1.0,1.0,,1.0,,2.0,1.0,0.1325,,,,,1.0,,,,,,,,
